Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,25.6177 ,25.6177 ,6.2e-05
update best ,1 ,42 ,42 ,1 ,42 ,7.37448 ,7.37448 ,0.028918
local optima ,1 ,43 ,43 ,1 ,42 ,7.37448 ,7.37448 ,0.028964
new initTour ,1 ,43 ,43 ,2 ,0 ,28.0838 ,7.37448 ,0.029003
local optima ,1 ,87 ,87 ,2 ,44 ,7.45035 ,7.37448 ,0.065572
new initTour ,1 ,87 ,87 ,3 ,0 ,27.544 ,7.37448 ,0.065612
local optima ,1 ,132 ,132 ,3 ,45 ,7.52552 ,7.37448 ,0.098771
new initTour ,1 ,132 ,132 ,4 ,0 ,28.7775 ,7.37448 ,0.098807
update best ,1 ,174 ,174 ,4 ,43 ,7.3031 ,7.3031 ,0.136398
local optima ,1 ,175 ,175 ,4 ,43 ,7.3031 ,7.3031 ,0.136443
new initTour ,1 ,175 ,175 ,5 ,0 ,24.1351 ,7.3031 ,0.136481
local optima ,1 ,218 ,218 ,5 ,43 ,7.60228 ,7.3031 ,0.162078
new initTour ,1 ,218 ,218 ,6 ,0 ,29.1587 ,7.3031 ,0.162117
local optima ,1 ,262 ,262 ,6 ,44 ,7.40189 ,7.3031 ,0.20193
new initTour ,1 ,262 ,262 ,7 ,0 ,27.3784 ,7.3031 ,0.201968
local optima ,1 ,305 ,305 ,7 ,43 ,7.43937 ,7.3031 ,0.233844
new initTour ,1 ,305 ,305 ,8 ,0 ,28.6624 ,7.3031 ,0.233884
update best ,1 ,349 ,349 ,8 ,45 ,7.17017 ,7.17017 ,0.270796
local optima ,1 ,350 ,350 ,8 ,45 ,7.17017 ,7.17017 ,0.270842
new initTour ,1 ,350 ,350 ,9 ,0 ,29.0945 ,7.17017 ,0.27088
local optima ,1 ,390 ,390 ,9 ,40 ,7.58086 ,7.17017 ,0.30893
new initTour ,1 ,390 ,390 ,10 ,0 ,27.8665 ,7.17017 ,0.308968
local optima ,1 ,434 ,434 ,10 ,44 ,7.66465 ,7.17017 ,0.348125
