Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,23.7224 ,23.7224 ,7.4e-05
update best ,1 ,38 ,38 ,1 ,38 ,5.56172 ,5.56172 ,0.037273
local optima ,1 ,39 ,39 ,1 ,38 ,5.56172 ,5.56172 ,0.037319
new initTour ,1 ,39 ,39 ,2 ,0 ,23.6585 ,5.56172 ,0.037363
update best ,1 ,80 ,80 ,2 ,42 ,5.46761 ,5.46761 ,0.0651
local optima ,1 ,81 ,81 ,2 ,42 ,5.46761 ,5.46761 ,0.065147
new initTour ,1 ,81 ,81 ,3 ,0 ,24.1701 ,5.46761 ,0.065183
local optima ,1 ,118 ,118 ,3 ,37 ,5.6979 ,5.46761 ,0.092672
new initTour ,1 ,118 ,118 ,4 ,0 ,22.2398 ,5.46761 ,0.092705
local optima ,1 ,165 ,165 ,4 ,47 ,5.55265 ,5.46761 ,0.119573
new initTour ,1 ,165 ,165 ,5 ,0 ,25.2463 ,5.46761 ,0.119605
local optima ,1 ,215 ,215 ,5 ,50 ,5.52782 ,5.46761 ,0.153862
new initTour ,1 ,215 ,215 ,6 ,0 ,23.926 ,5.46761 ,0.153896
local optima ,1 ,259 ,259 ,6 ,44 ,5.67653 ,5.46761 ,0.185723
new initTour ,1 ,259 ,259 ,7 ,0 ,25.1776 ,5.46761 ,0.185761
local optima ,1 ,301 ,301 ,7 ,42 ,5.5408 ,5.46761 ,0.215721
new initTour ,1 ,301 ,301 ,8 ,0 ,24.265 ,5.46761 ,0.215754
local optima ,1 ,347 ,347 ,8 ,46 ,5.58553 ,5.46761 ,0.249381
new initTour ,1 ,347 ,347 ,9 ,0 ,23.8186 ,5.46761 ,0.249415
local optima ,1 ,390 ,390 ,9 ,43 ,5.72245 ,5.46761 ,0.282248
new initTour ,1 ,390 ,390 ,10 ,0 ,21.849 ,5.46761 ,0.282282
local optima ,1 ,431 ,431 ,10 ,41 ,5.68079 ,5.46761 ,0.308672
new initTour ,1 ,431 ,431 ,11 ,0 ,22.3749 ,5.46761 ,0.308704
local optima ,1 ,475 ,475 ,11 ,44 ,5.55125 ,5.46761 ,0.336683
new initTour ,1 ,475 ,475 ,12 ,0 ,23.9073 ,5.46761 ,0.336718
local optima ,1 ,521 ,521 ,12 ,46 ,5.48833 ,5.46761 ,0.369346
new initTour ,1 ,521 ,521 ,13 ,0 ,20.4517 ,5.46761 ,0.36938
local optima ,1 ,556 ,556 ,13 ,35 ,5.64874 ,5.46761 ,0.390207
new initTour ,1 ,556 ,556 ,14 ,0 ,24.3223 ,5.46761 ,0.390239
local optima ,1 ,600 ,600 ,14 ,44 ,5.59051 ,5.46761 ,0.424549
new initTour ,1 ,600 ,600 ,15 ,0 ,23.7907 ,5.46761 ,0.424583
local optima ,1 ,645 ,645 ,15 ,45 ,5.49327 ,5.46761 ,0.458321
new initTour ,1 ,645 ,645 ,16 ,0 ,25.8932 ,5.46761 ,0.458355
update best ,1 ,691 ,691 ,16 ,47 ,5.46688 ,5.46688 ,0.494455
local optima ,1 ,692 ,692 ,16 ,47 ,5.46688 ,5.46688 ,0.494502
new initTour ,1 ,692 ,692 ,17 ,0 ,22.2458 ,5.46688 ,0.494535
local optima ,1 ,733 ,733 ,17 ,41 ,5.72662 ,5.46688 ,0.526484
new initTour ,1 ,733 ,733 ,18 ,0 ,21.3536 ,5.46688 ,0.526519
local optima ,1 ,773 ,773 ,18 ,40 ,5.81785 ,5.46688 ,0.551175
new initTour ,1 ,773 ,773 ,19 ,0 ,20.9972 ,5.46688 ,0.551207
local optima ,1 ,813 ,813 ,19 ,40 ,5.74878 ,5.46688 ,0.57708
new initTour ,1 ,813 ,813 ,20 ,0 ,23.0907 ,5.46688 ,0.577112
local optima ,1 ,859 ,859 ,20 ,46 ,5.73755 ,5.46688 ,0.607236
new initTour ,1 ,859 ,859 ,21 ,0 ,23.3125 ,5.46688 ,0.607268
update best ,1 ,900 ,900 ,21 ,42 ,5.45808 ,5.45808 ,0.639626
local optima ,1 ,901 ,901 ,21 ,42 ,5.45808 ,5.45808 ,0.639674
new initTour ,1 ,901 ,901 ,22 ,0 ,20.2949 ,5.45808 ,0.639709
local optima ,1 ,939 ,939 ,22 ,38 ,5.5678 ,5.45808 ,0.66032
new initTour ,1 ,939 ,939 ,23 ,0 ,23.7549 ,5.45808 ,0.660353
local optima ,1 ,990 ,990 ,23 ,51 ,5.64345 ,5.45808 ,0.695686
new initTour ,1 ,990 ,990 ,24 ,0 ,24.4591 ,5.45808 ,0.695719
local optima ,1 ,1034 ,1034 ,24 ,44 ,5.53553 ,5.45808 ,0.72873
new initTour ,1 ,1034 ,1034 ,25 ,0 ,22.2234 ,5.45808 ,0.728765
local optima ,1 ,1074 ,1074 ,25 ,40 ,5.78872 ,5.45808 ,0.757323
new initTour ,1 ,1074 ,1074 ,26 ,0 ,26.481 ,5.45808 ,0.757395
local optima ,1 ,1116 ,1116 ,26 ,42 ,5.66916 ,5.45808 ,0.795761
new initTour ,1 ,1116 ,1116 ,27 ,0 ,19.3168 ,5.45808 ,0.795798
local optima ,1 ,1154 ,1154 ,27 ,38 ,5.48553 ,5.45808 ,0.81756
new initTour ,1 ,1154 ,1154 ,28 ,0 ,22.1609 ,5.45808 ,0.817593
local optima ,1 ,1190 ,1190 ,28 ,36 ,5.85158 ,5.45808 ,0.841845
new initTour ,1 ,1190 ,1190 ,29 ,0 ,23.5913 ,5.45808 ,0.841878
local optima ,1 ,1232 ,1232 ,29 ,42 ,5.55633 ,5.45808 ,0.87114
new initTour ,1 ,1232 ,1232 ,30 ,0 ,26.3475 ,5.45808 ,0.871176
local optima ,1 ,1276 ,1276 ,30 ,44 ,5.56564 ,5.45808 ,0.90764
new initTour ,1 ,1276 ,1276 ,31 ,0 ,23.4666 ,5.45808 ,0.907673
local optima ,1 ,1315 ,1315 ,31 ,39 ,5.63275 ,5.45808 ,0.937544
new initTour ,1 ,1315 ,1315 ,32 ,0 ,24.532 ,5.45808 ,0.937578
update best ,1 ,1356 ,1356 ,32 ,42 ,5.40244 ,5.40244 ,0.969717
local optima ,1 ,1357 ,1357 ,32 ,42 ,5.40244 ,5.40244 ,0.969762
new initTour ,1 ,1357 ,1357 ,33 ,0 ,22.1108 ,5.40244 ,0.969795
local optima ,1 ,1397 ,1397 ,33 ,40 ,5.66019 ,5.40244 ,0.996604
new initTour ,1 ,1397 ,1397 ,34 ,0 ,22.9664 ,5.40244 ,0.996638
local optima ,1 ,1438 ,1438 ,34 ,41 ,5.74294 ,5.40244 ,1.02545
new initTour ,1 ,1438 ,1438 ,35 ,0 ,23.8018 ,5.40244 ,1.0255
local optima ,1 ,1481 ,1481 ,35 ,43 ,5.58262 ,5.40244 ,1.05626
new initTour ,1 ,1481 ,1481 ,36 ,0 ,23.0442 ,5.40244 ,1.05631
local optima ,1 ,1523 ,1523 ,36 ,42 ,5.6791 ,5.40244 ,1.08367
new initTour ,1 ,1523 ,1523 ,37 ,0 ,23.0841 ,5.40244 ,1.0837
local optima ,1 ,1570 ,1570 ,37 ,47 ,5.50595 ,5.40244 ,1.11738
new initTour ,1 ,1570 ,1570 ,38 ,0 ,25.7591 ,5.40244 ,1.11741
local optima ,1 ,1617 ,1617 ,38 ,47 ,5.57474 ,5.40244 ,1.15126
new initTour ,1 ,1617 ,1617 ,39 ,0 ,21.4262 ,5.40244 ,1.15129
local optima ,1 ,1660 ,1660 ,39 ,43 ,5.69188 ,5.40244 ,1.17608
new initTour ,1 ,1660 ,1660 ,40 ,0 ,23.6485 ,5.40244 ,1.17611
local optima ,1 ,1707 ,1707 ,40 ,47 ,5.53243 ,5.40244 ,1.20745
new initTour ,1 ,1707 ,1707 ,41 ,0 ,23.0545 ,5.40244 ,1.20748
local optima ,1 ,1750 ,1750 ,41 ,43 ,5.61257 ,5.40244 ,1.2366
new initTour ,1 ,1750 ,1750 ,42 ,0 ,22.5111 ,5.40244 ,1.23663
local optima ,1 ,1792 ,1792 ,42 ,42 ,5.54136 ,5.40244 ,1.26609
new initTour ,1 ,1792 ,1792 ,43 ,0 ,22.8074 ,5.40244 ,1.26613
local optima ,1 ,1836 ,1836 ,43 ,44 ,5.72692 ,5.40244 ,1.2931
new initTour ,1 ,1836 ,1836 ,44 ,0 ,22.506 ,5.40244 ,1.29313
local optima ,1 ,1886 ,1886 ,44 ,50 ,5.66891 ,5.40244 ,1.32248
new initTour ,1 ,1886 ,1886 ,45 ,0 ,21.9369 ,5.40244 ,1.32257
local optima ,1 ,1931 ,1931 ,45 ,45 ,5.54198 ,5.40244 ,1.34771
new initTour ,1 ,1931 ,1931 ,46 ,0 ,27.0593 ,5.40244 ,1.34774
local optima ,1 ,1982 ,1982 ,46 ,51 ,5.78224 ,5.40244 ,1.38798
new initTour ,1 ,1982 ,1982 ,47 ,0 ,23.7418 ,5.40244 ,1.38802
local optima ,1 ,2026 ,2026 ,47 ,44 ,5.47377 ,5.40244 ,1.41759
new initTour ,1 ,2026 ,2026 ,48 ,0 ,23.4876 ,5.40244 ,1.41763
local optima ,1 ,2071 ,2071 ,48 ,45 ,5.48863 ,5.40244 ,1.44617
new initTour ,1 ,2071 ,2071 ,49 ,0 ,25.5246 ,5.40244 ,1.4462
local optima ,1 ,2118 ,2118 ,49 ,47 ,5.60784 ,5.40244 ,1.48278
new initTour ,1 ,2118 ,2118 ,50 ,0 ,25.6298 ,5.40244 ,1.48281
local optima ,1 ,2163 ,2163 ,50 ,45 ,5.65194 ,5.40244 ,1.51756
new initTour ,1 ,2163 ,2163 ,51 ,0 ,25.7008 ,5.40244 ,1.5176
local optima ,1 ,2206 ,2206 ,51 ,43 ,5.70607 ,5.40244 ,1.55143
new initTour ,1 ,2206 ,2206 ,52 ,0 ,23.658 ,5.40244 ,1.55147
local optima ,1 ,2246 ,2246 ,52 ,40 ,5.61194 ,5.40244 ,1.57911
new initTour ,1 ,2246 ,2246 ,53 ,0 ,23.6373 ,5.40244 ,1.57914
local optima ,1 ,2293 ,2293 ,53 ,47 ,5.74072 ,5.40244 ,1.60816
new initTour ,1 ,2293 ,2293 ,54 ,0 ,27.3493 ,5.40244 ,1.60819
local optima ,1 ,2337 ,2337 ,54 ,44 ,5.4668 ,5.40244 ,1.6516
new initTour ,1 ,2337 ,2337 ,55 ,0 ,22.0483 ,5.40244 ,1.65163
local optima ,1 ,2380 ,2380 ,55 ,43 ,5.86945 ,5.40244 ,1.67665
new initTour ,1 ,2380 ,2380 ,56 ,0 ,22.2029 ,5.40244 ,1.67668
local optima ,1 ,2425 ,2425 ,56 ,45 ,5.58397 ,5.40244 ,1.70389
