Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,131.982 ,131.982 ,0.000193
update best ,1 ,299 ,299 ,1 ,299 ,13.1837 ,13.1837 ,4.2289
local optima ,1 ,300 ,300 ,1 ,299 ,13.1837 ,13.1837 ,4.22903
new initTour ,1 ,300 ,300 ,2 ,0 ,144.529 ,13.1837 ,4.22919
local optima ,1 ,603 ,603 ,2 ,303 ,13.2385 ,13.1837 ,9.4418
new initTour ,1 ,603 ,603 ,3 ,0 ,135.09 ,13.1837 ,9.44196
update best ,1 ,914 ,914 ,3 ,312 ,12.9649 ,12.9649 ,13.7403
local optima ,1 ,915 ,915 ,3 ,312 ,12.9649 ,12.9649 ,13.7404
new initTour ,1 ,915 ,915 ,4 ,0 ,131.029 ,12.9649 ,13.7406
local optima ,1 ,1207 ,1207 ,4 ,292 ,13.1385 ,12.9649 ,17.9744
new initTour ,1 ,1207 ,1207 ,5 ,0 ,138.46 ,12.9649 ,17.9746
local optima ,1 ,1502 ,1502 ,5 ,295 ,13.4178 ,12.9649 ,22.4882
new initTour ,1 ,1502 ,1502 ,6 ,0 ,136.465 ,12.9649 ,22.4884
local optima ,1 ,1792 ,1792 ,6 ,290 ,13.3296 ,12.9649 ,26.8412
new initTour ,1 ,1792 ,1792 ,7 ,0 ,135.174 ,12.9649 ,26.8414
local optima ,1 ,2104 ,2104 ,7 ,312 ,13.3435 ,12.9649 ,31.1649
new initTour ,1 ,2104 ,2104 ,8 ,0 ,134.818 ,12.9649 ,31.165
local optima ,1 ,2415 ,2415 ,8 ,311 ,13.3145 ,12.9649 ,35.635
new initTour ,1 ,2415 ,2415 ,9 ,0 ,138.254 ,12.9649 ,35.6352
local optima ,1 ,2715 ,2715 ,9 ,300 ,13.4406 ,12.9649 ,40.4523
new initTour ,1 ,2715 ,2715 ,10 ,0 ,134.926 ,12.9649 ,40.4524
local optima ,1 ,3029 ,3029 ,10 ,314 ,13.2193 ,12.9649 ,44.9878
new initTour ,1 ,3029 ,3029 ,11 ,0 ,133.783 ,12.9649 ,44.988
local optima ,1 ,3355 ,3355 ,11 ,326 ,12.9681 ,12.9649 ,49.3141
new initTour ,1 ,3355 ,3355 ,12 ,0 ,125.722 ,12.9649 ,49.3143
local optima ,1 ,3662 ,3662 ,12 ,307 ,13.1107 ,12.9649 ,53.027
new initTour ,1 ,3662 ,3662 ,13 ,0 ,145.851 ,12.9649 ,53.0271
local optima ,1 ,3975 ,3975 ,13 ,313 ,13.208 ,12.9649 ,58.3988
new initTour ,1 ,3975 ,3975 ,14 ,0 ,135.209 ,12.9649 ,58.3989
local optima ,1 ,4284 ,4284 ,14 ,309 ,13.0387 ,12.9649 ,62.7982
new initTour ,1 ,4284 ,4284 ,15 ,0 ,138.156 ,12.9649 ,62.7984
local optima ,1 ,4594 ,4594 ,15 ,310 ,12.9839 ,12.9649 ,67.3821
new initTour ,1 ,4594 ,4594 ,16 ,0 ,134.978 ,12.9649 ,67.3823
update best ,1 ,4905 ,4905 ,16 ,312 ,12.8776 ,12.8776 ,71.7173
local optima ,1 ,4906 ,4906 ,16 ,312 ,12.8776 ,12.8776 ,71.7175
new initTour ,1 ,4906 ,4906 ,17 ,0 ,135.927 ,12.8776 ,71.7176
local optima ,1 ,5217 ,5217 ,17 ,311 ,13.5296 ,12.8776 ,76.2338
new initTour ,1 ,5217 ,5217 ,18 ,0 ,141.866 ,12.8776 ,76.2339
local optima ,1 ,5539 ,5539 ,18 ,322 ,13.0293 ,12.8776 ,81.3086
new initTour ,1 ,5539 ,5539 ,19 ,0 ,137.666 ,12.8776 ,81.3087
local optima ,1 ,5841 ,5841 ,19 ,302 ,13.0317 ,12.8776 ,86.0269
new initTour ,1 ,5841 ,5841 ,20 ,0 ,130.027 ,12.8776 ,86.027
local optima ,1 ,6157 ,6157 ,20 ,316 ,12.8965 ,12.8776 ,89.9779
new initTour ,1 ,6157 ,6157 ,21 ,0 ,134.135 ,12.8776 ,89.9781
epi end ,1 ,6401 ,6401 ,21 ,244 ,14.3184 ,12.8776 ,94.1596
epi begin ,2 ,1 ,6401 ,21 ,244 ,14.3184 ,12.8776 ,297.319
local optima ,2 ,70 ,6470 ,21 ,313 ,13.0044 ,12.8776 ,297.343
new initTour ,2 ,70 ,6470 ,22 ,0 ,133.637 ,12.8776 ,297.344
local optima ,2 ,517 ,6917 ,22 ,447 ,13.1591 ,12.8776 ,304.209
new initTour ,2 ,517 ,6917 ,23 ,0 ,136.477 ,12.8776 ,304.209
local optima ,2 ,1068 ,7468 ,23 ,551 ,12.9265 ,12.8776 ,312.495
new initTour ,2 ,1068 ,7468 ,24 ,0 ,134.107 ,12.8776 ,312.495
local optima ,2 ,1624 ,8024 ,24 ,556 ,13.1068 ,12.8776 ,320.449
new initTour ,2 ,1624 ,8024 ,25 ,0 ,134.532 ,12.8776 ,320.449
local optima ,2 ,2137 ,8537 ,25 ,513 ,12.9639 ,12.8776 ,327.617
new initTour ,2 ,2137 ,8537 ,26 ,0 ,133.321 ,12.8776 ,327.617
local optima ,2 ,2575 ,8975 ,26 ,438 ,13.1533 ,12.8776 ,334.333
new initTour ,2 ,2575 ,8975 ,27 ,0 ,137.152 ,12.8776 ,334.333
local optima ,2 ,3088 ,9488 ,27 ,513 ,13.3587 ,12.8776 ,342.55
new initTour ,2 ,3088 ,9488 ,28 ,0 ,136.812 ,12.8776 ,342.55
update best ,2 ,3595 ,9995 ,28 ,508 ,12.853 ,12.853 ,349.783
local optima ,2 ,3596 ,9996 ,28 ,508 ,12.853 ,12.853 ,349.783
new initTour ,2 ,3596 ,9996 ,29 ,0 ,135.348 ,12.853 ,349.783
local optima ,2 ,4112 ,10512 ,29 ,516 ,13.2402 ,12.853 ,357.315
new initTour ,2 ,4112 ,10512 ,30 ,0 ,132.137 ,12.853 ,357.315
local optima ,2 ,4636 ,11036 ,30 ,524 ,13.0631 ,12.853 ,363.877
new initTour ,2 ,4636 ,11036 ,31 ,0 ,144.526 ,12.853 ,363.877
local optima ,2 ,5134 ,11534 ,31 ,498 ,13.38 ,12.853 ,372.11
new initTour ,2 ,5134 ,11534 ,32 ,0 ,132.565 ,12.853 ,372.11
local optima ,2 ,5651 ,12051 ,32 ,517 ,13.0756 ,12.853 ,379.746
new initTour ,2 ,5651 ,12051 ,33 ,0 ,133.437 ,12.853 ,379.746
update best ,2 ,6200 ,12600 ,33 ,550 ,12.8508 ,12.8508 ,386.874
local optima ,2 ,6201 ,12601 ,33 ,550 ,12.8508 ,12.8508 ,386.874
new initTour ,2 ,6201 ,12601 ,34 ,0 ,139.478 ,12.8508 ,386.874
epi end ,2 ,6401 ,12801 ,34 ,200 ,35.7676 ,12.8508 ,394.286
epi begin ,3 ,1 ,12801 ,34 ,200 ,35.7676 ,12.8508 ,619.648
local optima ,3 ,266 ,13066 ,34 ,465 ,13.5166 ,12.8508 ,620.127
new initTour ,3 ,266 ,13066 ,35 ,0 ,135.399 ,12.8508 ,620.127
local optima ,3 ,990 ,13790 ,35 ,724 ,12.9682 ,12.8508 ,629.285
new initTour ,3 ,990 ,13790 ,36 ,0 ,136.56 ,12.8508 ,629.285
local optima ,3 ,1580 ,14380 ,36 ,590 ,13.3896 ,12.8508 ,637.915
new initTour ,3 ,1580 ,14380 ,37 ,0 ,139.016 ,12.8508 ,637.915
local optima ,3 ,2327 ,15127 ,37 ,747 ,13.2944 ,12.8508 ,648.961
new initTour ,3 ,2327 ,15127 ,38 ,0 ,130.82 ,12.8508 ,648.961
local optima ,3 ,3044 ,15844 ,38 ,717 ,13.1203 ,12.8508 ,658.185
new initTour ,3 ,3044 ,15844 ,39 ,0 ,135.719 ,12.8508 ,658.185
local optima ,3 ,3781 ,16581 ,39 ,737 ,13.2273 ,12.8508 ,667.89
new initTour ,3 ,3781 ,16581 ,40 ,0 ,135.545 ,12.8508 ,667.89
local optima ,3 ,4467 ,17267 ,40 ,686 ,13.0788 ,12.8508 ,678.002
new initTour ,3 ,4467 ,17267 ,41 ,0 ,139.222 ,12.8508 ,678.003
local optima ,3 ,5069 ,17869 ,41 ,602 ,13.927 ,12.8508 ,687.63
new initTour ,3 ,5069 ,17869 ,42 ,0 ,132.828 ,12.8508 ,687.63
local optima ,3 ,5816 ,18616 ,42 ,747 ,13.5488 ,12.8508 ,697.818
new initTour ,3 ,5816 ,18616 ,43 ,0 ,134.662 ,12.8508 ,697.818
epi end ,3 ,6401 ,19201 ,43 ,585 ,15.04 ,12.8508 ,707.269
epi begin ,4 ,1 ,19201 ,43 ,585 ,15.04 ,12.8508 ,931.859
local optima ,4 ,50 ,19250 ,43 ,634 ,13.0164 ,12.8508 ,931.876
new initTour ,4 ,50 ,19250 ,44 ,0 ,141.616 ,12.8508 ,931.876
local optima ,4 ,724 ,19924 ,44 ,674 ,13.1997 ,12.8508 ,943.215
new initTour ,4 ,724 ,19924 ,45 ,0 ,137.616 ,12.8508 ,943.215
local optima ,4 ,1398 ,20598 ,45 ,674 ,13.073 ,12.8508 ,953.518
new initTour ,4 ,1398 ,20598 ,46 ,0 ,130.75 ,12.8508 ,953.518
local optima ,4 ,2155 ,21355 ,46 ,757 ,13.0875 ,12.8508 ,964.123
new initTour ,4 ,2155 ,21355 ,47 ,0 ,131.67 ,12.8508 ,964.123
