Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,93.5557 ,93.5557 ,0.000116
update best ,1 ,185 ,185 ,1 ,185 ,6.7626 ,6.7626 ,1.03749
local optima ,1 ,186 ,186 ,1 ,185 ,6.7626 ,6.7626 ,1.03758
new initTour ,1 ,186 ,186 ,2 ,0 ,88.0893 ,6.7626 ,1.03767
update best ,1 ,389 ,389 ,2 ,204 ,6.62245 ,6.62245 ,2.00103
local optima ,1 ,390 ,390 ,2 ,204 ,6.62245 ,6.62245 ,2.00112
new initTour ,1 ,390 ,390 ,3 ,0 ,85.4282 ,6.62245 ,2.00125
local optima ,1 ,576 ,576 ,3 ,186 ,6.86565 ,6.62245 ,2.87515
new initTour ,1 ,576 ,576 ,4 ,0 ,85.9972 ,6.62245 ,2.8753
local optima ,1 ,766 ,766 ,4 ,190 ,6.66217 ,6.62245 ,3.76012
new initTour ,1 ,766 ,766 ,5 ,0 ,91.6078 ,6.62245 ,3.76022
local optima ,1 ,963 ,963 ,5 ,197 ,6.6645 ,6.62245 ,4.74095
new initTour ,1 ,963 ,963 ,6 ,0 ,92.0965 ,6.62245 ,4.74104
update best ,1 ,1146 ,1146 ,6 ,184 ,6.50901 ,6.50901 ,5.73474
local optima ,1 ,1147 ,1147 ,6 ,184 ,6.50901 ,6.50901 ,5.73483
new initTour ,1 ,1147 ,1147 ,7 ,0 ,87.3457 ,6.50901 ,5.73493
local optima ,1 ,1328 ,1328 ,7 ,181 ,6.55248 ,6.50901 ,6.65196
new initTour ,1 ,1328 ,1328 ,8 ,0 ,88.5681 ,6.50901 ,6.65206
local optima ,1 ,1510 ,1510 ,8 ,182 ,6.54331 ,6.50901 ,7.49511
new initTour ,1 ,1510 ,1510 ,9 ,0 ,87.5781 ,6.50901 ,7.49521
local optima ,1 ,1691 ,1691 ,9 ,181 ,6.58417 ,6.50901 ,8.40529
new initTour ,1 ,1691 ,1691 ,10 ,0 ,93.5607 ,6.50901 ,8.4054
local optima ,1 ,1879 ,1879 ,10 ,188 ,6.62647 ,6.50901 ,9.41469
new initTour ,1 ,1879 ,1879 ,11 ,0 ,86.278 ,6.50901 ,9.41484
local optima ,1 ,2060 ,2060 ,11 ,181 ,6.67416 ,6.50901 ,10.2597
new initTour ,1 ,2060 ,2060 ,12 ,0 ,87.9782 ,6.50901 ,10.2598
local optima ,1 ,2247 ,2247 ,12 ,187 ,6.62348 ,6.50901 ,11.2231
new initTour ,1 ,2247 ,2247 ,13 ,0 ,85.2869 ,6.50901 ,11.2231
local optima ,1 ,2426 ,2426 ,13 ,179 ,6.66333 ,6.50901 ,12.0716
new initTour ,1 ,2426 ,2426 ,14 ,0 ,89.6106 ,6.50901 ,12.0717
local optima ,1 ,2619 ,2619 ,14 ,193 ,6.67139 ,6.50901 ,13.0044
new initTour ,1 ,2619 ,2619 ,15 ,0 ,88.3358 ,6.50901 ,13.0045
local optima ,1 ,2797 ,2797 ,15 ,178 ,6.59416 ,6.50901 ,13.9433
