Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,21.1114 ,21.1114 ,5.9e-05
update best ,1 ,56 ,56 ,1 ,56 ,5.69367 ,5.69367 ,0.042421
local optima ,1 ,57 ,57 ,1 ,56 ,5.69367 ,5.69367 ,0.042472
new initTour ,1 ,57 ,57 ,2 ,0 ,22.6718 ,5.69367 ,0.042511
local optima ,1 ,109 ,109 ,2 ,52 ,5.78738 ,5.69367 ,0.08681
new initTour ,1 ,109 ,109 ,3 ,0 ,21.8354 ,5.69367 ,0.086882
local optima ,1 ,155 ,155 ,3 ,46 ,6.11134 ,5.69367 ,0.13003
new initTour ,1 ,155 ,155 ,4 ,0 ,20.5857 ,5.69367 ,0.130066
update best ,1 ,199 ,199 ,4 ,45 ,5.66797 ,5.66797 ,0.171028
local optima ,1 ,200 ,200 ,4 ,45 ,5.66797 ,5.66797 ,0.171077
new initTour ,1 ,200 ,200 ,5 ,0 ,18.9442 ,5.66797 ,0.171111
local optima ,1 ,243 ,243 ,5 ,43 ,5.88165 ,5.66797 ,0.207579
new initTour ,1 ,243 ,243 ,6 ,0 ,21.296 ,5.66797 ,0.207614
local optima ,1 ,294 ,294 ,6 ,51 ,5.6709 ,5.66797 ,0.252778
new initTour ,1 ,294 ,294 ,7 ,0 ,21.0736 ,5.66797 ,0.252816
update best ,1 ,338 ,338 ,7 ,45 ,5.66255 ,5.66255 ,0.29708
local optima ,1 ,339 ,339 ,7 ,45 ,5.66255 ,5.66255 ,0.297134
new initTour ,1 ,339 ,339 ,8 ,0 ,18.859 ,5.66255 ,0.297175
local optima ,1 ,385 ,385 ,8 ,46 ,5.71407 ,5.66255 ,0.325836
new initTour ,1 ,385 ,385 ,9 ,0 ,21.1314 ,5.66255 ,0.325872
update best ,1 ,434 ,434 ,9 ,50 ,5.58876 ,5.58876 ,0.368573
local optima ,1 ,435 ,435 ,9 ,50 ,5.58876 ,5.58876 ,0.36862
new initTour ,1 ,435 ,435 ,10 ,0 ,20.6515 ,5.58876 ,0.368654
local optima ,1 ,481 ,481 ,10 ,46 ,5.65247 ,5.58876 ,0.405185
new initTour ,1 ,481 ,481 ,11 ,0 ,18.7738 ,5.58876 ,0.405222
local optima ,1 ,528 ,528 ,11 ,47 ,5.61761 ,5.58876 ,0.442413
new initTour ,1 ,528 ,528 ,12 ,0 ,20.5872 ,5.58876 ,0.44245
local optima ,1 ,575 ,575 ,12 ,47 ,5.6893 ,5.58876 ,0.482803
new initTour ,1 ,575 ,575 ,13 ,0 ,17.6584 ,5.58876 ,0.482839
local optima ,1 ,622 ,622 ,13 ,47 ,5.63915 ,5.58876 ,0.514768
new initTour ,1 ,622 ,622 ,14 ,0 ,20.6211 ,5.58876 ,0.514804
update best ,1 ,668 ,668 ,14 ,47 ,5.56414 ,5.56414 ,0.557345
local optima ,1 ,669 ,669 ,14 ,47 ,5.56414 ,5.56414 ,0.557394
new initTour ,1 ,669 ,669 ,15 ,0 ,20.5421 ,5.56414 ,0.557435
update best ,1 ,714 ,714 ,15 ,46 ,5.49534 ,5.49534 ,0.596958
local optima ,1 ,715 ,715 ,15 ,46 ,5.49534 ,5.49534 ,0.597005
new initTour ,1 ,715 ,715 ,16 ,0 ,21.195 ,5.49534 ,0.597039
local optima ,1 ,761 ,761 ,16 ,46 ,5.86546 ,5.49534 ,0.634179
new initTour ,1 ,761 ,761 ,17 ,0 ,20.559 ,5.49534 ,0.634214
local optima ,1 ,808 ,808 ,17 ,47 ,5.75512 ,5.49534 ,0.668645
new initTour ,1 ,808 ,808 ,18 ,0 ,20.6159 ,5.49534 ,0.66868
local optima ,1 ,864 ,864 ,18 ,56 ,5.5595 ,5.49534 ,0.709161
new initTour ,1 ,864 ,864 ,19 ,0 ,20.9125 ,5.49534 ,0.709196
local optima ,1 ,910 ,910 ,19 ,46 ,5.60849 ,5.49534 ,0.753837
new initTour ,1 ,910 ,910 ,20 ,0 ,19.2145 ,5.49534 ,0.753922
local optima ,1 ,960 ,960 ,20 ,50 ,5.95162 ,5.49534 ,0.791127
new initTour ,1 ,960 ,960 ,21 ,0 ,18.6741 ,5.49534 ,0.791162
local optima ,1 ,1003 ,1003 ,21 ,43 ,5.98792 ,5.49534 ,0.82321
new initTour ,1 ,1003 ,1003 ,22 ,0 ,18.9226 ,5.49534 ,0.823246
local optima ,1 ,1052 ,1052 ,22 ,49 ,5.54694 ,5.49534 ,0.855638
new initTour ,1 ,1052 ,1052 ,23 ,0 ,20.7462 ,5.49534 ,0.855672
local optima ,1 ,1099 ,1099 ,23 ,47 ,5.71414 ,5.49534 ,0.893716
new initTour ,1 ,1099 ,1099 ,24 ,0 ,19.9955 ,5.49534 ,0.893751
local optima ,1 ,1141 ,1141 ,24 ,42 ,5.98702 ,5.49534 ,0.925095
new initTour ,1 ,1141 ,1141 ,25 ,0 ,20.5457 ,5.49534 ,0.925129
local optima ,1 ,1190 ,1190 ,25 ,49 ,5.97473 ,5.49534 ,0.964343
new initTour ,1 ,1190 ,1190 ,26 ,0 ,20.5833 ,5.49534 ,0.964378
local optima ,1 ,1241 ,1241 ,26 ,51 ,5.9044 ,5.49534 ,1.00173
new initTour ,1 ,1241 ,1241 ,27 ,0 ,20.0204 ,5.49534 ,1.00177
local optima ,1 ,1284 ,1284 ,27 ,43 ,5.67557 ,5.49534 ,1.03926
new initTour ,1 ,1284 ,1284 ,28 ,0 ,19.5449 ,5.49534 ,1.03929
local optima ,1 ,1334 ,1334 ,28 ,50 ,6.03943 ,5.49534 ,1.07217
new initTour ,1 ,1334 ,1334 ,29 ,0 ,20.7366 ,5.49534 ,1.0722
local optima ,1 ,1381 ,1381 ,29 ,47 ,5.63566 ,5.49534 ,1.1085
new initTour ,1 ,1381 ,1381 ,30 ,0 ,20.8644 ,5.49534 ,1.10853
local optima ,1 ,1427 ,1427 ,30 ,46 ,5.72626 ,5.49534 ,1.14893
new initTour ,1 ,1427 ,1427 ,31 ,0 ,21.654 ,5.49534 ,1.14897
local optima ,1 ,1478 ,1478 ,31 ,51 ,5.66367 ,5.49534 ,1.19424
new initTour ,1 ,1478 ,1478 ,32 ,0 ,20.0789 ,5.49534 ,1.19428
local optima ,1 ,1524 ,1524 ,32 ,46 ,5.6808 ,5.49534 ,1.23194
new initTour ,1 ,1524 ,1524 ,33 ,0 ,22.8981 ,5.49534 ,1.23198
local optima ,1 ,1577 ,1577 ,33 ,53 ,5.69626 ,5.49534 ,1.27792
new initTour ,1 ,1577 ,1577 ,34 ,0 ,21.2846 ,5.49534 ,1.27796
local optima ,1 ,1629 ,1629 ,34 ,52 ,5.6855 ,5.49534 ,1.31831
new initTour ,1 ,1629 ,1629 ,35 ,0 ,17.7144 ,5.49534 ,1.31834
local optima ,1 ,1676 ,1676 ,35 ,47 ,5.63458 ,5.49534 ,1.35332
new initTour ,1 ,1676 ,1676 ,36 ,0 ,20.5126 ,5.49534 ,1.35336
local optima ,1 ,1735 ,1735 ,36 ,59 ,5.69829 ,5.49534 ,1.39584
new initTour ,1 ,1735 ,1735 ,37 ,0 ,19.1029 ,5.49534 ,1.39588
local optima ,1 ,1779 ,1779 ,37 ,44 ,5.9053 ,5.49534 ,1.43024
new initTour ,1 ,1779 ,1779 ,38 ,0 ,20.3336 ,5.49534 ,1.43027
local optima ,1 ,1831 ,1831 ,38 ,52 ,5.62259 ,5.49534 ,1.46568
