Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,70.6753 ,70.6753 ,0.000163
update best ,1 ,262 ,262 ,1 ,262 ,8.19664 ,8.19664 ,3.39035
local optima ,1 ,263 ,263 ,1 ,262 ,8.19664 ,8.19664 ,3.39049
new initTour ,1 ,263 ,263 ,2 ,0 ,73.4503 ,8.19664 ,3.39063
update best ,1 ,532 ,532 ,2 ,270 ,7.99325 ,7.99325 ,6.95658
local optima ,1 ,533 ,533 ,2 ,270 ,7.99325 ,7.99325 ,6.95671
new initTour ,1 ,533 ,533 ,3 ,0 ,70.3766 ,7.99325 ,6.95685
update best ,1 ,803 ,803 ,3 ,271 ,7.93275 ,7.93275 ,10.1852
local optima ,1 ,804 ,804 ,3 ,271 ,7.93275 ,7.93275 ,10.1853
new initTour ,1 ,804 ,804 ,4 ,0 ,70.6675 ,7.93275 ,10.1854
local optima ,1 ,1063 ,1063 ,4 ,259 ,8.00553 ,7.93275 ,13.1596
new initTour ,1 ,1063 ,1063 ,5 ,0 ,71.6628 ,7.93275 ,13.1597
local optima ,1 ,1321 ,1321 ,5 ,258 ,8.14965 ,7.93275 ,16.4326
new initTour ,1 ,1321 ,1321 ,6 ,0 ,68.1411 ,7.93275 ,16.4328
update best ,1 ,1585 ,1585 ,6 ,265 ,7.82934 ,7.82934 ,19.4794
local optima ,1 ,1586 ,1586 ,6 ,265 ,7.82934 ,7.82934 ,19.4795
new initTour ,1 ,1586 ,1586 ,7 ,0 ,73.8218 ,7.82934 ,19.4796
local optima ,1 ,1851 ,1851 ,7 ,265 ,7.98801 ,7.82934 ,22.934
new initTour ,1 ,1851 ,1851 ,8 ,0 ,72.3246 ,7.82934 ,22.9341
local optima ,1 ,2116 ,2116 ,8 ,265 ,8.13118 ,7.82934 ,26.726
new initTour ,1 ,2116 ,2116 ,9 ,0 ,73.3271 ,7.82934 ,26.7261
update best ,1 ,2385 ,2385 ,9 ,270 ,7.68639 ,7.68639 ,30.174
local optima ,1 ,2386 ,2386 ,9 ,270 ,7.68639 ,7.68639 ,30.1741
new initTour ,1 ,2386 ,2386 ,10 ,0 ,70.2706 ,7.68639 ,30.1742
local optima ,1 ,2654 ,2654 ,10 ,268 ,8.23646 ,7.68639 ,33.5052
new initTour ,1 ,2654 ,2654 ,11 ,0 ,70.8773 ,7.68639 ,33.5053
local optima ,1 ,2892 ,2892 ,11 ,238 ,7.92807 ,7.68639 ,36.8214
new initTour ,1 ,2892 ,2892 ,12 ,0 ,70.8547 ,7.68639 ,36.8215
local optima ,1 ,3151 ,3151 ,12 ,259 ,8.05478 ,7.68639 ,40.0374
new initTour ,1 ,3151 ,3151 ,13 ,0 ,74.0961 ,7.68639 ,40.0375
local optima ,1 ,3414 ,3414 ,13 ,263 ,8.1235 ,7.68639 ,43.4035
new initTour ,1 ,3414 ,3414 ,14 ,0 ,72.4631 ,7.68639 ,43.4037
local optima ,1 ,3681 ,3681 ,14 ,267 ,7.95526 ,7.68639 ,46.6211
new initTour ,1 ,3681 ,3681 ,15 ,0 ,69.6991 ,7.68639 ,46.6213
local optima ,1 ,3930 ,3930 ,15 ,249 ,7.85792 ,7.68639 ,49.6829
new initTour ,1 ,3930 ,3930 ,16 ,0 ,72.5453 ,7.68639 ,49.683
local optima ,1 ,4197 ,4197 ,16 ,267 ,7.97207 ,7.68639 ,53.1397
new initTour ,1 ,4197 ,4197 ,17 ,0 ,74.4128 ,7.68639 ,53.1398
local optima ,1 ,4445 ,4445 ,17 ,248 ,8.02493 ,7.68639 ,56.7232
new initTour ,1 ,4445 ,4445 ,18 ,0 ,69.3768 ,7.68639 ,56.7235
local optima ,1 ,4721 ,4721 ,18 ,276 ,8.04017 ,7.68639 ,59.956
new initTour ,1 ,4721 ,4721 ,19 ,0 ,72.1854 ,7.68639 ,59.9562
local optima ,1 ,4978 ,4978 ,19 ,257 ,8.04124 ,7.68639 ,63.1247
new initTour ,1 ,4978 ,4978 ,20 ,0 ,68.196 ,7.68639 ,63.1249
local optima ,1 ,5235 ,5235 ,20 ,257 ,7.87693 ,7.68639 ,66.2632
new initTour ,1 ,5235 ,5235 ,21 ,0 ,73.0371 ,7.68639 ,66.2633
local optima ,1 ,5506 ,5506 ,21 ,271 ,7.97772 ,7.68639 ,69.6803
new initTour ,1 ,5506 ,5506 ,22 ,0 ,73.4031 ,7.68639 ,69.6805
local optima ,1 ,5765 ,5765 ,22 ,259 ,8.08995 ,7.68639 ,73.1883
new initTour ,1 ,5765 ,5765 ,23 ,0 ,71.2549 ,7.68639 ,73.1885
local optima ,1 ,6031 ,6031 ,23 ,266 ,8.10282 ,7.68639 ,76.4908
new initTour ,1 ,6031 ,6031 ,24 ,0 ,75.6606 ,7.68639 ,76.4909
local optima ,1 ,6299 ,6299 ,24 ,268 ,7.88393 ,7.68639 ,80.1866
new initTour ,1 ,6299 ,6299 ,25 ,0 ,74.0272 ,7.68639 ,80.1868
epi end ,1 ,6401 ,6401 ,25 ,102 ,15.9121 ,7.68639 ,83.4398
epi begin ,2 ,1 ,6401 ,25 ,102 ,15.9121 ,7.68639 ,146.115
local optima ,2 ,181 ,6581 ,25 ,282 ,8.02 ,7.68639 ,146.38
new initTour ,2 ,181 ,6581 ,26 ,0 ,73.1405 ,7.68639 ,146.38
local optima ,2 ,558 ,6958 ,26 ,377 ,8.05215 ,7.68639 ,150.792
new initTour ,2 ,558 ,6958 ,27 ,0 ,72.9404 ,7.68639 ,150.792
local optima ,2 ,909 ,7309 ,27 ,351 ,8.01963 ,7.68639 ,155.373
new initTour ,2 ,909 ,7309 ,28 ,0 ,71.7765 ,7.68639 ,155.374
local optima ,2 ,1241 ,7641 ,28 ,332 ,8.02894 ,7.68639 ,159.412
new initTour ,2 ,1241 ,7641 ,29 ,0 ,72.9877 ,7.68639 ,159.412
local optima ,2 ,1580 ,7980 ,29 ,339 ,8.19307 ,7.68639 ,163.709
new initTour ,2 ,1580 ,7980 ,30 ,0 ,71.0053 ,7.68639 ,163.709
local optima ,2 ,1910 ,8310 ,30 ,330 ,8.12646 ,7.68639 ,167.629
new initTour ,2 ,1910 ,8310 ,31 ,0 ,71.7935 ,7.68639 ,167.629
local optima ,2 ,2258 ,8658 ,31 ,348 ,8.29648 ,7.68639 ,171.904
