Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,56.82 ,56.82 ,9.5e-05
update best ,1 ,105 ,105 ,1 ,105 ,8.51613 ,8.51613 ,0.255168
local optima ,1 ,106 ,106 ,1 ,105 ,8.51613 ,8.51613 ,0.255233
new initTour ,1 ,106 ,106 ,2 ,0 ,55.29 ,8.51613 ,0.255298
update best ,1 ,217 ,217 ,2 ,112 ,8.39598 ,8.39598 ,0.509248
local optima ,1 ,218 ,218 ,2 ,112 ,8.39598 ,8.39598 ,0.509312
new initTour ,1 ,218 ,218 ,3 ,0 ,60.6685 ,8.39598 ,0.509385
local optima ,1 ,328 ,328 ,3 ,110 ,8.427 ,8.39598 ,0.808928
new initTour ,1 ,328 ,328 ,4 ,0 ,53.9397 ,8.39598 ,0.80899
local optima ,1 ,435 ,435 ,4 ,107 ,8.55949 ,8.39598 ,1.01032
new initTour ,1 ,435 ,435 ,5 ,0 ,54.3456 ,8.39598 ,1.01039
update best ,1 ,546 ,546 ,5 ,112 ,8.37284 ,8.37284 ,1.2311
local optima ,1 ,547 ,547 ,5 ,112 ,8.37284 ,8.37284 ,1.23116
new initTour ,1 ,547 ,547 ,6 ,0 ,57.2895 ,8.37284 ,1.23122
local optima ,1 ,652 ,652 ,6 ,105 ,8.49729 ,8.37284 ,1.48208
new initTour ,1 ,652 ,652 ,7 ,0 ,54.5626 ,8.37284 ,1.48214
local optima ,1 ,757 ,757 ,7 ,105 ,8.63533 ,8.37284 ,1.71318
new initTour ,1 ,757 ,757 ,8 ,0 ,53.7689 ,8.37284 ,1.71325
local optima ,1 ,857 ,857 ,8 ,100 ,9.45013 ,8.37284 ,1.94681
new initTour ,1 ,857 ,857 ,9 ,0 ,61.4889 ,8.37284 ,1.94688
local optima ,1 ,968 ,968 ,9 ,111 ,8.81127 ,8.37284 ,2.2258
new initTour ,1 ,968 ,968 ,10 ,0 ,54.7956 ,8.37284 ,2.22586
local optima ,1 ,1070 ,1070 ,10 ,102 ,8.96498 ,8.37284 ,2.45532
new initTour ,1 ,1070 ,1070 ,11 ,0 ,59.3494 ,8.37284 ,2.45538
local optima ,1 ,1174 ,1174 ,11 ,104 ,8.82563 ,8.37284 ,2.71432
