Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,55.5223 ,55.5223 ,9.3e-05
update best ,1 ,103 ,103 ,1 ,103 ,8.56089 ,8.56089 ,0.220595
local optima ,1 ,104 ,104 ,1 ,103 ,8.56089 ,8.56089 ,0.220657
new initTour ,1 ,104 ,104 ,2 ,0 ,59.7883 ,8.56089 ,0.22072
update best ,1 ,214 ,214 ,2 ,111 ,8.48438 ,8.48438 ,0.489635
local optima ,1 ,215 ,215 ,2 ,111 ,8.48438 ,8.48438 ,0.489699
new initTour ,1 ,215 ,215 ,3 ,0 ,59.4409 ,8.48438 ,0.48976
local optima ,1 ,324 ,324 ,3 ,109 ,8.92169 ,8.48438 ,0.750216
new initTour ,1 ,324 ,324 ,4 ,0 ,60.2801 ,8.48438 ,0.750277
local optima ,1 ,425 ,425 ,4 ,101 ,8.70692 ,8.48438 ,1.02219
new initTour ,1 ,425 ,425 ,5 ,0 ,58.4259 ,8.48438 ,1.02225
local optima ,1 ,526 ,526 ,5 ,101 ,9.03302 ,8.48438 ,1.27993
new initTour ,1 ,526 ,526 ,6 ,0 ,56.199 ,8.48438 ,1.27999
local optima ,1 ,632 ,632 ,6 ,106 ,8.83848 ,8.48438 ,1.51385
new initTour ,1 ,632 ,632 ,7 ,0 ,59.3368 ,8.48438 ,1.51391
local optima ,1 ,750 ,750 ,7 ,118 ,8.62265 ,8.48438 ,1.78845
new initTour ,1 ,750 ,750 ,8 ,0 ,55.0392 ,8.48438 ,1.78851
local optima ,1 ,856 ,856 ,8 ,106 ,8.94182 ,8.48438 ,2.01526
new initTour ,1 ,856 ,856 ,9 ,0 ,54.8765 ,8.48438 ,2.01533
local optima ,1 ,966 ,966 ,9 ,110 ,8.63716 ,8.48438 ,2.22313
new initTour ,1 ,966 ,966 ,10 ,0 ,57.5485 ,8.48438 ,2.22319
local optima ,1 ,1079 ,1079 ,10 ,113 ,8.82723 ,8.48438 ,2.47894
new initTour ,1 ,1079 ,1079 ,11 ,0 ,53.5093 ,8.48438 ,2.479
local optima ,1 ,1182 ,1182 ,11 ,103 ,8.97225 ,8.48438 ,2.68226
new initTour ,1 ,1182 ,1182 ,12 ,0 ,56.779 ,8.48438 ,2.68234
local optima ,1 ,1290 ,1290 ,12 ,108 ,8.6857 ,8.48438 ,2.92325
