Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,86.8984 ,86.8984 ,0.00012
update best ,1 ,171 ,171 ,1 ,171 ,9.62649 ,9.62649 ,0.997515
local optima ,1 ,172 ,172 ,1 ,171 ,9.62649 ,9.62649 ,0.997602
new initTour ,1 ,172 ,172 ,2 ,0 ,87.8556 ,9.62649 ,0.997704
update best ,1 ,346 ,346 ,2 ,175 ,9.09652 ,9.09652 ,1.95368
local optima ,1 ,347 ,347 ,2 ,175 ,9.09652 ,9.09652 ,1.95377
new initTour ,1 ,347 ,347 ,3 ,0 ,90.3864 ,9.09652 ,1.95387
local optima ,1 ,522 ,522 ,3 ,175 ,9.65809 ,9.09652 ,2.98303
new initTour ,1 ,522 ,522 ,4 ,0 ,89.79 ,9.09652 ,2.98315
local optima ,1 ,688 ,688 ,4 ,166 ,9.12513 ,9.09652 ,3.9511
new initTour ,1 ,688 ,688 ,5 ,0 ,94.6212 ,9.09652 ,3.9512
local optima ,1 ,873 ,873 ,5 ,185 ,9.26988 ,9.09652 ,5.042
new initTour ,1 ,873 ,873 ,6 ,0 ,92.3489 ,9.09652 ,5.0421
local optima ,1 ,1063 ,1063 ,6 ,190 ,9.42334 ,9.09652 ,6.0863
new initTour ,1 ,1063 ,1063 ,7 ,0 ,90.278 ,9.09652 ,6.08645
local optima ,1 ,1237 ,1237 ,7 ,174 ,9.50953 ,9.09652 ,7.11838
new initTour ,1 ,1237 ,1237 ,8 ,0 ,94.3944 ,9.09652 ,7.11848
local optima ,1 ,1419 ,1419 ,8 ,182 ,9.1351 ,9.09652 ,8.27538
new initTour ,1 ,1419 ,1419 ,9 ,0 ,96.4256 ,9.09652 ,8.27548
update best ,1 ,1598 ,1598 ,9 ,180 ,8.99481 ,8.99481 ,9.37104
local optima ,1 ,1599 ,1599 ,9 ,180 ,8.99481 ,8.99481 ,9.37112
new initTour ,1 ,1599 ,1599 ,10 ,0 ,92.0874 ,8.99481 ,9.37122
local optima ,1 ,1773 ,1773 ,10 ,174 ,9.60596 ,8.99481 ,10.4197
new initTour ,1 ,1773 ,1773 ,11 ,0 ,100.793 ,8.99481 ,10.4198
local optima ,1 ,1963 ,1963 ,11 ,190 ,9.06183 ,8.99481 ,11.6638
new initTour ,1 ,1963 ,1963 ,12 ,0 ,92.56 ,8.99481 ,11.6639
local optima ,1 ,2137 ,2137 ,12 ,174 ,9.0808 ,8.99481 ,12.7154
new initTour ,1 ,2137 ,2137 ,13 ,0 ,86.3495 ,8.99481 ,12.7155
local optima ,1 ,2307 ,2307 ,13 ,170 ,9.65333 ,8.99481 ,13.692
new initTour ,1 ,2307 ,2307 ,14 ,0 ,87.5073 ,8.99481 ,13.6921
local optima ,1 ,2487 ,2487 ,14 ,180 ,9.54347 ,8.99481 ,14.6176
new initTour ,1 ,2487 ,2487 ,15 ,0 ,94.1077 ,8.99481 ,14.6177
local optima ,1 ,2662 ,2662 ,15 ,175 ,9.53155 ,8.99481 ,15.7194
new initTour ,1 ,2662 ,2662 ,16 ,0 ,90.7838 ,8.99481 ,15.7195
local optima ,1 ,2849 ,2849 ,16 ,187 ,9.38163 ,8.99481 ,16.6972
