Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,107.837 ,107.837 ,0.000158
update best ,1 ,230 ,230 ,1 ,230 ,11.5322 ,11.5322 ,1.85294
local optima ,1 ,231 ,231 ,1 ,230 ,11.5322 ,11.5322 ,1.85311
new initTour ,1 ,231 ,231 ,2 ,0 ,110.511 ,11.5322 ,1.85326
update best ,1 ,455 ,455 ,2 ,225 ,11.1941 ,11.1941 ,3.78425
local optima ,1 ,456 ,456 ,2 ,225 ,11.1941 ,11.1941 ,3.78435
new initTour ,1 ,456 ,456 ,3 ,0 ,105.184 ,11.1941 ,3.78447
local optima ,1 ,687 ,687 ,3 ,231 ,11.4847 ,11.1941 ,5.5598
new initTour ,1 ,687 ,687 ,4 ,0 ,110.429 ,11.1941 ,5.55991
local optima ,1 ,916 ,916 ,4 ,229 ,11.2298 ,11.1941 ,7.49411
new initTour ,1 ,916 ,916 ,5 ,0 ,110.291 ,11.1941 ,7.49423
local optima ,1 ,1158 ,1158 ,5 ,242 ,11.5351 ,11.1941 ,9.6139
new initTour ,1 ,1158 ,1158 ,6 ,0 ,105.99 ,11.1941 ,9.61404
local optima ,1 ,1378 ,1378 ,6 ,220 ,11.4001 ,11.1941 ,11.4306
new initTour ,1 ,1378 ,1378 ,7 ,0 ,109.914 ,11.1941 ,11.4307
local optima ,1 ,1612 ,1612 ,7 ,234 ,11.2928 ,11.1941 ,13.5058
new initTour ,1 ,1612 ,1612 ,8 ,0 ,108.157 ,11.1941 ,13.506
local optima ,1 ,1849 ,1849 ,8 ,237 ,11.2794 ,11.1941 ,15.4695
new initTour ,1 ,1849 ,1849 ,9 ,0 ,108.065 ,11.1941 ,15.4696
local optima ,1 ,2073 ,2073 ,9 ,224 ,11.7641 ,11.1941 ,17.4673
new initTour ,1 ,2073 ,2073 ,10 ,0 ,115.479 ,11.1941 ,17.4674
local optima ,1 ,2302 ,2302 ,10 ,229 ,11.2014 ,11.1941 ,19.6108
new initTour ,1 ,2302 ,2302 ,11 ,0 ,112.582 ,11.1941 ,19.611
local optima ,1 ,2534 ,2534 ,11 ,232 ,11.5039 ,11.1941 ,21.6617
new initTour ,1 ,2534 ,2534 ,12 ,0 ,109.122 ,11.1941 ,21.6618
local optima ,1 ,2766 ,2766 ,12 ,232 ,11.3456 ,11.1941 ,23.6693
new initTour ,1 ,2766 ,2766 ,13 ,0 ,107.919 ,11.1941 ,23.6695
local optima ,1 ,3003 ,3003 ,13 ,237 ,11.4518 ,11.1941 ,25.5719
new initTour ,1 ,3003 ,3003 ,14 ,0 ,109.918 ,11.1941 ,25.572
