Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,50.9176 ,50.9176 ,9.4e-05
update best ,1 ,101 ,101 ,1 ,101 ,9.43134 ,9.43134 ,0.211276
local optima ,1 ,102 ,102 ,1 ,101 ,9.43134 ,9.43134 ,0.211334
new initTour ,1 ,102 ,102 ,2 ,0 ,56.6205 ,9.43134 ,0.211396
local optima ,1 ,205 ,205 ,2 ,103 ,9.83372 ,9.43134 ,0.469509
new initTour ,1 ,205 ,205 ,3 ,0 ,54.8897 ,9.43134 ,0.469575
local optima ,1 ,301 ,301 ,3 ,96 ,9.85321 ,9.43134 ,0.718983
new initTour ,1 ,301 ,301 ,4 ,0 ,58.8117 ,9.43134 ,0.719044
local optima ,1 ,392 ,392 ,4 ,91 ,10.1012 ,9.43134 ,0.971496
new initTour ,1 ,392 ,392 ,5 ,0 ,51.2952 ,9.43134 ,0.971558
local optima ,1 ,482 ,482 ,5 ,90 ,9.73346 ,9.43134 ,1.16932
new initTour ,1 ,482 ,482 ,6 ,0 ,49.6567 ,9.43134 ,1.16939
local optima ,1 ,568 ,568 ,6 ,86 ,9.8491 ,9.43134 ,1.34366
new initTour ,1 ,568 ,568 ,7 ,0 ,54.7164 ,9.43134 ,1.34372
local optima ,1 ,678 ,678 ,7 ,110 ,9.51595 ,9.43134 ,1.58809
new initTour ,1 ,678 ,678 ,8 ,0 ,60.7709 ,9.43134 ,1.58815
local optima ,1 ,774 ,774 ,8 ,96 ,10.0823 ,9.43134 ,1.88202
new initTour ,1 ,774 ,774 ,9 ,0 ,52.8773 ,9.43134 ,1.88209
local optima ,1 ,860 ,860 ,9 ,86 ,10.1523 ,9.43134 ,2.08156
new initTour ,1 ,860 ,860 ,10 ,0 ,55.23 ,9.43134 ,2.08163
local optima ,1 ,953 ,953 ,10 ,93 ,9.97085 ,9.43134 ,2.31885
new initTour ,1 ,953 ,953 ,11 ,0 ,56.6002 ,9.43134 ,2.31891
local optima ,1 ,1055 ,1055 ,11 ,102 ,9.85823 ,9.43134 ,2.58199
new initTour ,1 ,1055 ,1055 ,12 ,0 ,53.0304 ,9.43134 ,2.58205
local optima ,1 ,1152 ,1152 ,12 ,97 ,9.84305 ,9.43134 ,2.80152
new initTour ,1 ,1152 ,1152 ,13 ,0 ,55.1682 ,9.43134 ,2.80158
local optima ,1 ,1252 ,1252 ,13 ,100 ,9.7735 ,9.43134 ,3.01877
new initTour ,1 ,1252 ,1252 ,14 ,0 ,55.9889 ,9.43134 ,3.01884
local optima ,1 ,1355 ,1355 ,14 ,103 ,9.68243 ,9.43134 ,3.25604
new initTour ,1 ,1355 ,1355 ,15 ,0 ,55.6293 ,9.43134 ,3.2561
local optima ,1 ,1453 ,1453 ,15 ,98 ,10.1487 ,9.43134 ,3.49958
new initTour ,1 ,1453 ,1453 ,16 ,0 ,53.7937 ,9.43134 ,3.49964
local optima ,1 ,1556 ,1556 ,16 ,103 ,9.79014 ,9.43134 ,3.72437
new initTour ,1 ,1556 ,1556 ,17 ,0 ,53.4686 ,9.43134 ,3.72444
local optima ,1 ,1645 ,1645 ,17 ,89 ,10.1529 ,9.43134 ,3.9408
new initTour ,1 ,1645 ,1645 ,18 ,0 ,55.9797 ,9.43134 ,3.94086
update best ,1 ,1749 ,1749 ,18 ,105 ,9.40469 ,9.40469 ,4.21387
local optima ,1 ,1750 ,1750 ,18 ,105 ,9.40469 ,9.40469 ,4.21394
new initTour ,1 ,1750 ,1750 ,19 ,0 ,55.7454 ,9.40469 ,4.214
local optima ,1 ,1845 ,1845 ,19 ,95 ,10.009 ,9.40469 ,4.48761
new initTour ,1 ,1845 ,1845 ,20 ,0 ,52.3325 ,9.40469 ,4.48768
