Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,7.33142 ,7.33142 ,4.1e-05
update best ,1 ,8 ,8 ,1 ,8 ,3.54784 ,3.54784 ,0.001293
local optima ,1 ,9 ,9 ,1 ,8 ,3.54784 ,3.54784 ,0.001325
new initTour ,1 ,9 ,9 ,2 ,0 ,7.77632 ,3.54784 ,0.001341
update best ,1 ,18 ,18 ,2 ,10 ,3.54784 ,3.54784 ,0.00273
local optima ,1 ,19 ,19 ,2 ,10 ,3.54784 ,3.54784 ,0.002765
new initTour ,1 ,19 ,19 ,3 ,0 ,8.23776 ,3.54784 ,0.002779
local optima ,1 ,29 ,29 ,3 ,10 ,3.54784 ,3.54784 ,0.004508
new initTour ,1 ,29 ,29 ,4 ,0 ,6.59833 ,3.54784 ,0.004522
local optima ,1 ,40 ,40 ,4 ,11 ,3.54784 ,3.54784 ,0.005914
new initTour ,1 ,40 ,40 ,5 ,0 ,7.58609 ,3.54784 ,0.005928
local optima ,1 ,52 ,52 ,5 ,12 ,3.54784 ,3.54784 ,0.007857
new initTour ,1 ,52 ,52 ,6 ,0 ,7.65373 ,3.54784 ,0.007871
local optima ,1 ,61 ,61 ,6 ,9 ,3.54784 ,3.54784 ,0.009234
new initTour ,1 ,61 ,61 ,7 ,0 ,8.49023 ,3.54784 ,0.009249
local optima ,1 ,74 ,74 ,7 ,13 ,3.64688 ,3.54784 ,0.011627
new initTour ,1 ,74 ,74 ,8 ,0 ,8.26698 ,3.54784 ,0.011644
local optima ,1 ,87 ,87 ,8 ,13 ,3.64688 ,3.54784 ,0.01375
new initTour ,1 ,87 ,87 ,9 ,0 ,7.23372 ,3.54784 ,0.013766
local optima ,1 ,96 ,96 ,9 ,9 ,3.54784 ,3.54784 ,0.015072
new initTour ,1 ,96 ,96 ,10 ,0 ,8.04241 ,3.54784 ,0.015086
local optima ,1 ,112 ,112 ,10 ,16 ,3.54784 ,3.54784 ,0.017448
new initTour ,1 ,112 ,112 ,11 ,0 ,6.18552 ,3.54784 ,0.017463
local optima ,1 ,120 ,120 ,11 ,8 ,3.54784 ,3.54784 ,0.018626
new initTour ,1 ,120 ,120 ,12 ,0 ,6.99872 ,3.54784 ,0.018643
local optima ,1 ,129 ,129 ,12 ,9 ,3.54784 ,3.54784 ,0.019989
new initTour ,1 ,129 ,129 ,13 ,0 ,7.13156 ,3.54784 ,0.020002
