HMIN , T, SEED, bestScore, tourCount, ite, epi, learn, action, reward, mdp, update, reBu, state, bestInfo, feaVec, theta, dataSec, CPLEX, TimeLine 
3 ,100 ,1245 ,8.23799 ,23 ,9602 ,49 ,60.3525 ,38.466 ,0.006173 ,0.477085 ,21.1413 ,0.28159 ,0.012183 ,0.004787 ,0.007688 ,20.8065 ,17.8156 ,2.87631 ,1 ,8.63225 ,2 ,8.58654 ,3 ,8.56853 ,8 ,8.45804 ,10 ,8.23799 ,
4 ,100 ,1245 ,8.20648 ,29 ,12148 ,61 ,60.0005 ,38.1916 ,0.007025 ,0.587036 ,20.8923 ,0.344085 ,0.014322 ,0.005696 ,0.008769 ,20.4843 ,16.9537 ,3.38798 ,1 ,8.69445 ,2 ,8.20648 ,
5 ,100 ,1245 ,8.28381 ,39 ,15241 ,77 ,60.0026 ,37.7171 ,0.008907 ,0.736274 ,21.1345 ,0.443736 ,0.018165 ,0.007352 ,0.010129 ,20.6108 ,16.363 ,4.06499 ,1 ,9.09827 ,2 ,8.59468 ,4 ,8.32489 ,27 ,8.28381 ,
6 ,100 ,1245 ,8.1541 ,58 ,23279 ,117 ,60.0012 ,37.2643 ,0.012497 ,1.10204 ,21.0156 ,0.652088 ,0.02629 ,0.01085 ,0.013153 ,20.2473 ,14.1992 ,5.77576 ,1 ,9.06007 ,2 ,8.46129 ,14 ,8.35081 ,28 ,8.31053 ,44 ,8.30711 ,48 ,8.1541 ,
3 ,200 ,1245 ,8.1685 ,23 ,9573 ,24 ,60.0004 ,38.5143 ,0.005194 ,0.456012 ,20.7742 ,0.242143 ,0.011399 ,0.004501 ,0.007121 ,20.4819 ,17.2676 ,3.10955 ,1 ,8.44688 ,7 ,8.1685 ,
4 ,200 ,1245 ,8.14025 ,28 ,11868 ,30 ,60.002 ,38.6036 ,0.006578 ,0.56736 ,20.5128 ,0.31288 ,0.013599 ,0.005679 ,0.00844 ,20.1386 ,16.3218 ,3.68521 ,1 ,8.14025 ,
5 ,200 ,1245 ,8.39295 ,33 ,14484 ,37 ,60.0014 ,38.055 ,0.007842 ,0.688388 ,20.8714 ,0.388091 ,0.016428 ,0.00687 ,0.009072 ,20.4101 ,15.6342 ,4.61039 ,1 ,8.57603 ,3 ,8.52912 ,6 ,8.45068 ,16 ,8.42505 ,29 ,8.39295 ,
6 ,200 ,1245 ,8.18189 ,47 ,21194 ,53 ,60.002 ,37.852 ,0.011382 ,1.00317 ,20.5823 ,0.572512 ,0.024069 ,0.00991 ,0.012013 ,19.9044 ,13.0961 ,6.56626 ,1 ,8.66145 ,7 ,8.506 ,9 ,8.25029 ,32 ,8.18189 ,
3 ,400 ,1245 ,8.26895 ,23 ,8802 ,12 ,60.769 ,36.7419 ,0.005037 ,0.423498 ,23.365 ,0.195934 ,0.010625 ,0.004367 ,0.006785 ,23.1223 ,16.3961 ,6.62451 ,1 ,8.6998 ,2 ,8.36383 ,3 ,8.26895 ,
4 ,400 ,1245 ,8.19674 ,25 ,10402 ,14 ,61.8092 ,37.9748 ,0.005568 ,0.494665 ,23.0621 ,0.233712 ,0.012012 ,0.004959 ,0.007294 ,22.775 ,16.1261 ,6.5323 ,1 ,8.84755 ,2 ,8.42826 ,5 ,8.41499 ,6 ,8.3192 ,8 ,8.2733 ,10 ,8.19674 ,
5 ,400 ,1245 ,8.23503 ,32 ,13186 ,17 ,60.0002 ,36.7017 ,0.007029 ,0.626108 ,22.3208 ,0.313129 ,0.015139 ,0.005997 ,0.008272 ,21.9411 ,14.5083 ,7.28321 ,1 ,8.34319 ,12 ,8.27692 ,24 ,8.23503 ,
6 ,400 ,1245 ,8.2248 ,42 ,19332 ,25 ,60.0005 ,37.3768 ,0.010291 ,0.916628 ,21.1921 ,0.488009 ,0.021908 ,0.008883 ,0.010759 ,20.6082 ,12.7873 ,7.60027 ,1 ,8.81566 ,2 ,8.78583 ,3 ,8.56042 ,4 ,8.48696 ,6 ,8.37287 ,16 ,8.2248 ,
3 ,800 ,1245 ,8.18085 ,25 ,7566 ,5 ,60.008 ,33.2995 ,0.004069 ,0.362262 ,26.1421 ,0.094742 ,0.008738 ,0.003586 ,0.005581 ,26.0081 ,11.6939 ,14.2399 ,1 ,8.47713 ,3 ,8.33966 ,22 ,8.18085 ,
4 ,800 ,1245 ,8.18775 ,28 ,8840 ,6 ,60.0083 ,32.641 ,0.004673 ,0.422322 ,26.7071 ,0.133523 ,0.010393 ,0.004205 ,0.006234 ,26.528 ,12.0525 ,14.3828 ,1 ,8.56438 ,2 ,8.30748 ,8 ,8.28003 ,15 ,8.18775 ,
5 ,800 ,1245 ,8.25649 ,32 ,11202 ,8 ,61.4602 ,33.5822 ,0.005917 ,0.532303 ,27.0457 ,0.202332 ,0.013518 ,0.005245 ,0.00706 ,26.7864 ,12.7463 ,13.911 ,1 ,8.63801 ,2 ,8.60314 ,4 ,8.59919 ,5 ,8.59306 ,6 ,8.25649 ,
6 ,800 ,1245 ,8.33547 ,41 ,16968 ,11 ,60.0019 ,35.3946 ,0.009025 ,0.802623 ,23.3521 ,0.373763 ,0.019623 ,0.007837 ,0.009679 ,22.8938 ,10.8821 ,11.8258 ,1 ,8.66285 ,2 ,8.53556 ,4 ,8.47034 ,10 ,8.45903 ,11 ,8.355 ,22 ,8.35021 ,31 ,8.33547 ,
3 ,1600 ,1245 ,8.14335 ,31 ,3202 ,2 ,67.476 ,9.72667 ,0.001847 ,0.155615 ,57.5056 ,0.012284 ,0.00363 ,0.001704 ,0.002394 ,57.4764 ,4.30725 ,53.1303 ,1 ,8.77502 ,2 ,8.76495 ,3 ,8.65959 ,6 ,8.64356 ,9 ,8.62387 ,10 ,8.51894 ,11 ,8.17068 ,25 ,8.14335 ,
4 ,1600 ,1245 ,8.16118 ,36 ,6402 ,3 ,94.6078 ,21.0852 ,0.003437 ,0.305962 ,73.0424 ,0.029792 ,0.007247 ,0.003055 ,0.004527 ,72.9798 ,8.02839 ,64.8739 ,1 ,8.84269 ,2 ,8.7477 ,3 ,8.4562 ,4 ,8.42482 ,6 ,8.16118 ,
5 ,1600 ,1245 ,8.20303 ,36 ,6402 ,3 ,65.8928 ,17.0468 ,0.003364 ,0.305887 ,48.3661 ,0.027907 ,0.007213 ,0.003206 ,0.004065 ,48.306 ,5.92408 ,42.3073 ,1 ,8.83428 ,2 ,8.75544 ,4 ,8.59221 ,5 ,8.37718 ,12 ,8.35987 ,13 ,8.21676 ,25 ,8.20303 ,
6 ,1600 ,1245 ,8.28239 ,45 ,12802 ,5 ,65.5056 ,26.8045 ,0.006707 ,0.606577 ,37.7511 ,0.139611 ,0.01444 ,0.005924 ,0.007218 ,37.5483 ,7.98131 ,29.4133 ,1 ,8.77593 ,2 ,8.69971 ,3 ,8.28239 ,
3 ,3200 ,1245 ,8.07027 ,61 ,6402 ,2 ,139.424 ,18.9387 ,0.003493 ,0.307243 ,120.003 ,0.025696 ,0.007257 ,0.003145 ,0.004931 ,119.944 ,8.5493 ,111.317 ,1 ,8.27368 ,21 ,8.2183 ,23 ,8.07027 ,
4 ,3200 ,1245 ,8.20414 ,61 ,6402 ,2 ,116.893 ,15.5748 ,0.003435 ,0.306912 ,100.837 ,0.024788 ,0.006946 ,0.003081 ,0.004393 ,100.78 ,6.60049 ,94.1003 ,1 ,9.01654 ,2 ,8.72034 ,3 ,8.21409 ,49 ,8.20414 ,
5 ,3200 ,1245 ,8.1973 ,62 ,6402 ,2 ,90.6969 ,12.8167 ,0.003343 ,0.303538 ,77.4054 ,0.028394 ,0.006899 ,0.003043 ,0.003999 ,77.3453 ,5.2535 ,72.0094 ,1 ,8.7706 ,2 ,8.34675 ,4 ,8.33248 ,8 ,8.1973 ,
6 ,3200 ,1245 ,8.14136 ,71 ,12802 ,3 ,73.2385 ,23.1646 ,0.009054 ,0.655691 ,49.0403 ,0.070697 ,0.01618 ,0.006771 ,0.007864 ,48.9003 ,7.21289 ,41.5228 ,1 ,8.45764 ,3 ,8.42045 ,5 ,8.33954 ,15 ,8.27144 ,20 ,8.20995 ,35 ,8.14136 ,
F2OPTB , ,1245 ,8.01947 ,807   , , , , , , , , , , , , , , ,1 ,8.48572 ,4 ,8.38699 ,8 ,8.28529 ,30 ,8.23863 ,45 ,8.23155 ,55 ,8.23049 ,63 ,8.17832 ,81 ,8.15698 ,155 ,8.12337 ,185 ,8.11457 ,412 ,8.1133 ,478 ,8.07585 ,493 ,8.01947 ,
3 ,100 ,2316 ,8.3117 ,23 ,9267 ,47 ,60.0046 ,38.5415 ,0.007544 ,0.480028 ,20.7086 ,0.28529 ,0.012951 ,0.005079 ,0.007976 ,20.3685 ,17.6353 ,2.61872 ,1 ,8.4952 ,8 ,8.44912 ,14 ,8.32927 ,15 ,8.3117 ,
4 ,100 ,2316 ,8.38286 ,28 ,11483 ,58 ,60.0051 ,38.4761 ,0.008765 ,0.591538 ,20.602 ,0.355277 ,0.016002 ,0.006249 ,0.009327 ,20.1798 ,16.8917 ,3.14661 ,1 ,8.50605 ,3 ,8.46615 ,16 ,8.38286 ,
5 ,100 ,2316 ,8.17127 ,36 ,14625 ,74 ,59.9999 ,38.1372 ,0.010949 ,0.746644 ,20.6919 ,0.452339 ,0.01964 ,0.007819 ,0.010373 ,20.1565 ,16.2027 ,3.77595 ,1 ,8.51273 ,12 ,8.4355 ,13 ,8.3049 ,24 ,8.17127 ,
6 ,100 ,2316 ,8.09983 ,53 ,21802 ,110 ,60.0231 ,37.69 ,0.015408 ,1.1052 ,20.6003 ,0.667979 ,0.02897 ,0.011433 ,0.013645 ,19.8113 ,14.1634 ,5.37888 ,1 ,8.80031 ,2 ,8.48393 ,7 ,8.41734 ,23 ,8.32624 ,35 ,8.23463 ,44 ,8.09983 ,
3 ,200 ,2316 ,8.2824 ,21 ,8800 ,22 ,60.0002 ,39.3672 ,0.007266 ,0.454731 ,19.9192 ,0.247496 ,0.012447 ,0.004853 ,0.007615 ,19.6194 ,16.7034 ,2.81245 ,1 ,8.2824 ,
4 ,200 ,2316 ,8.2511 ,25 ,10621 ,27 ,60.0026 ,38.5766 ,0.008371 ,0.550858 ,20.561 ,0.310131 ,0.015017 ,0.005907 ,0.008406 ,20.1887 ,16.772 ,3.28853 ,1 ,8.53378 ,3 ,8.46813 ,4 ,8.45975 ,6 ,8.26571 ,20 ,8.2511 ,
5 ,200 ,2316 ,8.16966 ,30 ,13202 ,34 ,60.3933 ,38.825 ,0.010081 ,0.681451 ,20.5007 ,0.384388 ,0.018247 ,0.007017 ,0.00928 ,20.0405 ,15.6804 ,4.19685 ,1 ,8.90482 ,2 ,8.70812 ,3 ,8.70166 ,4 ,8.55926 ,7 ,8.40024 ,9 ,8.32754 ,21 ,8.16966 ,
6 ,200 ,2316 ,8.31265 ,43 ,19134 ,48 ,60.0001 ,38.099 ,0.013721 ,0.977147 ,20.3685 ,0.560595 ,0.025595 ,0.010213 ,0.011973 ,19.7018 ,13.3263 ,6.14298 ,1 ,8.44225 ,4 ,8.31844 ,15 ,8.31265 ,
3 ,400 ,2316 ,8.3931 ,23 ,8802 ,12 ,60.2432 ,36.7427 ,0.004675 ,0.419362 ,22.8463 ,0.184944 ,0.010195 ,0.004075 ,0.006516 ,22.6158 ,16.2618 ,6.25579 ,1 ,8.67805 ,2 ,8.46103 ,7 ,8.44208 ,8 ,8.41152 ,11 ,8.3931 ,
4 ,400 ,2316 ,8.30119 ,26 ,10404 ,14 ,60.0035 ,36.452 ,0.005455 ,0.492188 ,22.7828 ,0.23154 ,0.012099 ,0.004893 ,0.007313 ,22.4982 ,15.2478 ,7.13157 ,1 ,8.89564 ,2 ,8.51139 ,6 ,8.40778 ,11 ,8.31663 ,15 ,8.30119 ,
5 ,400 ,2316 ,8.22336 ,30 ,12802 ,17 ,61.2214 ,37.3537 ,0.006696 ,0.605505 ,22.9216 ,0.29636 ,0.01467 ,0.005991 ,0.007935 ,22.5607 ,15.0391 ,7.37509 ,1 ,8.22336 ,
6 ,400 ,2316 ,8.29111 ,40 ,18895 ,24 ,60.0031 ,38.0389 ,0.010137 ,0.890855 ,20.5723 ,0.475659 ,0.021471 ,0.008759 ,0.010577 ,20.003 ,12.4884 ,7.30205 ,1 ,8.47504 ,6 ,8.45241 ,8 ,8.39473 ,9 ,8.34214 ,13 ,8.34116 ,16 ,8.29111 ,
3 ,800 ,2316 ,8.27195 ,25 ,7513 ,5 ,60.0041 ,34.563 ,0.003998 ,0.360035 ,24.8777 ,0.08711 ,0.008758 ,0.003575 ,0.005558 ,24.7515 ,11.5279 ,13.1502 ,1 ,8.48007 ,2 ,8.34194 ,7 ,8.28412 ,22 ,8.27195 ,
4 ,800 ,2316 ,8.17752 ,28 ,9085 ,6 ,60.0024 ,34.3329 ,0.004784 ,0.431991 ,24.9949 ,0.132338 ,0.010575 ,0.00428 ,0.006184 ,24.8162 ,11.8103 ,12.9122 ,1 ,8.48248 ,2 ,8.33602 ,3 ,8.32602 ,4 ,8.32453 ,6 ,8.29816 ,15 ,8.17752 ,
5 ,800 ,2316 ,8.14617 ,31 ,11202 ,8 ,62.4348 ,34.3781 ,0.00576 ,0.530193 ,27.2282 ,0.190427 ,0.012922 ,0.005203 ,0.007073 ,26.9815 ,12.9353 ,13.9211 ,1 ,8.49175 ,2 ,8.33276 ,8 ,8.14617 ,
6 ,800 ,2316 ,8.17132 ,41 ,17512 ,11 ,60.0013 ,36.8869 ,0.009116 ,0.826227 ,21.8238 ,0.368842 ,0.019688 ,0.008332 ,0.009706 ,21.3685 ,10.9051 ,10.2831 ,1 ,8.5795 ,4 ,8.36701 ,8 ,8.17132 ,
3 ,1600 ,2316 ,8.27786 ,33 ,4131 ,2 ,60.0042 ,14.6185 ,0.002188 ,0.199366 ,45.0736 ,0.012586 ,0.004595 ,0.002126 ,0.003147 ,45.0395 ,4.4149 ,40.5846 ,1 ,8.48793 ,2 ,8.41864 ,8 ,8.27786 ,
4 ,1600 ,2316 ,8.12144 ,35 ,6402 ,3 ,94.228 ,20.1397 ,0.003322 ,0.304567 ,73.6115 ,0.019032 ,0.007039 ,0.003083 ,0.004451 ,73.5602 ,7.71635 ,65.7694 ,1 ,8.35726 ,8 ,8.12144 ,
5 ,1600 ,2316 ,8.09735 ,36 ,6402 ,3 ,68.4805 ,18.3003 ,0.003445 ,0.304317 ,49.7034 ,0.026839 ,0.00701 ,0.003164 ,0.003985 ,49.6444 ,6.22242 ,43.3476 ,1 ,8.46195 ,5 ,8.40417 ,10 ,8.09735 ,
6 ,1600 ,2316 ,8.24057 ,45 ,12802 ,5 ,62.7791 ,25.1856 ,0.00671 ,0.604482 ,36.6469 ,0.117124 ,0.014237 ,0.005948 ,0.00721 ,36.4671 ,7.73271 ,28.5866 ,1 ,8.91666 ,2 ,8.63902 ,3 ,8.38623 ,11 ,8.34947 ,27 ,8.24057 ,
3 ,3200 ,2316 ,8.13908 ,61 ,6402 ,2 ,140.356 ,18.9022 ,0.003329 ,0.305188 ,120.977 ,0.024362 ,0.006995 ,0.003081 ,0.0047 ,120.919 ,8.37512 ,112.467 ,1 ,8.69062 ,2 ,8.41886 ,6 ,8.18538 ,25 ,8.13908 ,
4 ,3200 ,2316 ,8.08896 ,61 ,6402 ,2 ,114.259 ,15.6153 ,0.003519 ,0.306549 ,98.1631 ,0.027701 ,0.007069 ,0.003064 ,0.004474 ,98.1031 ,6.45369 ,91.5751 ,1 ,8.56773 ,2 ,8.48293 ,4 ,8.26271 ,40 ,8.08896 ,
5 ,3200 ,2316 ,8.19988 ,61 ,6402 ,2 ,83.5551 ,12.7938 ,0.003448 ,0.306219 ,70.2812 ,0.024416 ,0.007048 ,0.003157 ,0.004013 ,70.2244 ,4.89275 ,65.2567 ,1 ,8.47349 ,2 ,8.46927 ,6 ,8.37792 ,7 ,8.33196 ,35 ,8.19988 ,
6 ,3200 ,2316 ,8.1776 ,71 ,12802 ,3 ,69.8577 ,22.6107 ,0.006647 ,0.607097 ,46.2953 ,0.056361 ,0.013718 ,0.006189 ,0.007023 ,46.176 ,6.8628 ,39.162 ,1 ,8.932 ,2 ,8.24837 ,13 ,8.1776 ,
F2OPTB , ,2316 ,8.0887 ,888   , , , , , , , , , , , , , , ,1 ,8.38451 ,9 ,8.26408 ,34 ,8.25595 ,35 ,8.22944 ,48 ,8.22902 ,49 ,8.09735 ,412 ,8.09217 ,540 ,8.0887 ,
3 ,100 ,1541 ,8.11205 ,24 ,9602 ,49 ,60.0471 ,38.3927 ,0.005738 ,0.467678 ,20.9245 ,0.270085 ,0.011587 ,0.004751 ,0.007445 ,20.6027 ,17.6873 ,2.80502 ,1 ,8.4248 ,2 ,8.34078 ,19 ,8.11205 ,
4 ,100 ,1541 ,8.40029 ,30 ,12602 ,64 ,60.2704 ,38.0653 ,0.006863 ,0.5968 ,21.2735 ,0.341718 ,0.014309 ,0.005867 ,0.008834 ,20.867 ,17.2033 ,3.5164 ,1 ,8.49973 ,4 ,8.48334 ,13 ,8.40029 ,
5 ,100 ,1541 ,8.31144 ,39 ,15744 ,79 ,60.0069 ,37.7529 ,0.008213 ,0.74416 ,21.0919 ,0.430777 ,0.018035 ,0.007321 ,0.009852 ,20.5814 ,16.2808 ,4.11922 ,1 ,8.38272 ,5 ,8.33743 ,6 ,8.31144 ,
6 ,100 ,1541 ,8.17516 ,58 ,23756 ,119 ,60.0026 ,37.2144 ,0.012485 ,1.11901 ,21.0399 ,0.659117 ,0.026494 ,0.011004 ,0.013142 ,20.2631 ,14.0426 ,5.94363 ,1 ,8.64053 ,2 ,8.49615 ,3 ,8.42694 ,7 ,8.4191 ,19 ,8.21127 ,38 ,8.17923 ,48 ,8.17516 ,
3 ,200 ,1541 ,8.36605 ,24 ,9701 ,25 ,60.0005 ,38.1474 ,0.005128 ,0.458981 ,21.1374 ,0.242363 ,0.011113 ,0.004603 ,0.007447 ,20.8449 ,17.4046 ,3.33152 ,1 ,8.39485 ,7 ,8.36605 ,
4 ,200 ,1541 ,8.15793 ,25 ,10835 ,28 ,60.0011 ,38.3452 ,0.008732 ,0.560997 ,20.7754 ,0.317253 ,0.015171 ,0.005686 ,0.008416 ,20.3951 ,16.6691 ,3.59389 ,1 ,8.62939 ,2 ,8.3014 ,3 ,8.29388 ,9 ,8.15793 ,
5 ,200 ,1541 ,8.23559 ,32 ,13553 ,34 ,60.0011 ,37.9083 ,0.011212 ,0.710011 ,20.9783 ,0.415574 ,0.01962 ,0.007411 ,0.009883 ,20.4836 ,15.5946 ,4.72504 ,1 ,8.23559 ,
6 ,200 ,1541 ,8.24505 ,43 ,19787 ,50 ,60.0025 ,37.3554 ,0.015464 ,1.03468 ,21.0242 ,0.616516 ,0.027764 ,0.010689 ,0.01259 ,20.2945 ,13.3799 ,6.6724 ,1 ,8.43207 ,23 ,8.30003 ,37 ,8.24505 ,
3 ,400 ,1541 ,8.1157 ,22 ,8002 ,11 ,61.4491 ,37.2309 ,0.00732 ,0.427265 ,23.5457 ,0.200398 ,0.011721 ,0.004522 ,0.006868 ,23.2969 ,15.9429 ,7.25264 ,1 ,8.42756 ,3 ,8.31929 ,6 ,8.1157 ,
4 ,400 ,1541 ,8.26451 ,23 ,8876 ,12 ,60.0005 ,36.2028 ,0.007764 ,0.471785 ,23.055 ,0.227551 ,0.013155 ,0.004952 ,0.006917 ,22.7746 ,14.8592 ,7.8051 ,1 ,8.45514 ,7 ,8.43262 ,11 ,8.26451 ,
5 ,400 ,1541 ,8.31364 ,28 ,11812 ,15 ,60.0023 ,37.2102 ,0.009655 ,0.619455 ,21.8186 ,0.314311 ,0.016901 ,0.006301 ,0.008588 ,21.4358 ,13.8726 ,7.42119 ,1 ,8.40944 ,2 ,8.31364 ,
6 ,400 ,1541 ,8.2369 ,40 ,17986 ,23 ,60.0006 ,37.8458 ,0.013085 ,0.921981 ,20.7079 ,0.481796 ,0.024344 ,0.00963 ,0.01106 ,20.1259 ,12.4546 ,7.45296 ,1 ,8.88828 ,2 ,8.52894 ,6 ,8.44489 ,10 ,8.43756 ,17 ,8.4134 ,18 ,8.2369 ,
3 ,800 ,1541 ,8.09922 ,24 ,6460 ,5 ,60.0017 ,29.7227 ,0.005189 ,0.335091 ,29.7512 ,0.068066 ,0.00899 ,0.003727 ,0.005201 ,29.6455 ,12.184 ,17.3817 ,1 ,8.53903 ,2 ,8.46435 ,3 ,8.20952 ,23 ,8.09922 ,
4 ,800 ,1541 ,8.20368 ,26 ,8002 ,6 ,61.5252 ,32.496 ,0.006225 ,0.413103 ,28.378 ,0.115019 ,0.010962 ,0.004241 ,0.00605 ,28.2175 ,13.1502 ,14.9676 ,1 ,8.20368 ,
5 ,800 ,1541 ,8.29526 ,30 ,10444 ,7 ,60.0006 ,34.0876 ,0.008064 ,0.539799 ,25.0647 ,0.189466 ,0.014447 ,0.005742 ,0.007317 ,24.816 ,11.8153 ,12.882 ,1 ,8.41036 ,5 ,8.31586 ,8 ,8.29526 ,
6 ,800 ,1541 ,8.11524 ,38 ,16002 ,11 ,61.1303 ,35.7728 ,0.011839 ,0.820637 ,24.0686 ,0.358844 ,0.021951 ,0.008672 ,0.00993 ,23.6199 ,11.7228 ,11.697 ,1 ,8.69113 ,2 ,8.52222 ,4 ,8.21301 ,13 ,8.11524 ,
3 ,1600 ,1541 ,8.14908 ,31 ,3202 ,2 ,62.6644 ,10.0927 ,0.002366 ,0.16515 ,52.3118 ,0.011555 ,0.0042 ,0.001879 ,0.002695 ,52.2816 ,4.68782 ,47.5533 ,1 ,8.43581 ,2 ,8.35602 ,3 ,8.2375 ,14 ,8.14908 ,
4 ,1600 ,1541 ,8.05646 ,34 ,5106 ,2 ,60.0024 ,17.5116 ,0.004066 ,0.262373 ,42.0764 ,0.019085 ,0.006739 ,0.002878 ,0.003879 ,42.0286 ,3.47684 ,38.5099 ,1 ,8.33822 ,2 ,8.05646 ,
5 ,1600 ,1541 ,8.18739 ,36 ,6402 ,3 ,71.7348 ,18.5951 ,0.004899 ,0.328854 ,52.6208 ,0.02388 ,0.008558 ,0.003489 ,0.004365 ,52.5609 ,6.52002 ,45.9589 ,1 ,8.18739 ,
6 ,1600 ,1541 ,8.136 ,46 ,12802 ,5 ,67.7058 ,28.3805 ,0.00949 ,0.657994 ,38.2892 ,0.132874 ,0.017228 ,0.006981 ,0.007709 ,38.0855 ,8.57064 ,29.3523 ,1 ,8.47268 ,3 ,8.27137 ,4 ,8.136 ,
3 ,3200 ,1541 ,8.1502 ,61 ,6402 ,2 ,146.306 ,20.0278 ,0.004912 ,0.331219 ,125.757 ,0.024822 ,0.008326 ,0.00358 ,0.005059 ,125.696 ,8.85192 ,116.761 ,1 ,8.24569 ,17 ,8.15544 ,49 ,8.1502 ,
4 ,3200 ,1541 ,8.13015 ,62 ,6402 ,2 ,139.891 ,16.6209 ,0.0048 ,0.330557 ,122.751 ,0.03362 ,0.008172 ,0.003611 ,0.004805 ,122.681 ,7.00934 ,115.587 ,1 ,8.38886 ,10 ,8.18792 ,15 ,8.13015 ,
5 ,3200 ,1541 ,8.04321 ,62 ,6402 ,2 ,94.4275 ,13.6086 ,0.004641 ,0.329535 ,80.3 ,0.028261 ,0.008357 ,0.003428 ,0.004342 ,80.236 ,5.426 ,74.7243 ,1 ,8.04321 ,
6 ,3200 ,1541 ,8.22053 ,72 ,12802 ,3 ,73.2528 ,24.0306 ,0.009088 ,0.655865 ,48.1891 ,0.06469 ,0.016319 ,0.006713 ,0.007905 ,48.0547 ,7.4778 ,40.4127 ,1 ,8.55612 ,7 ,8.53474 ,9 ,8.47465 ,11 ,8.44205 ,15 ,8.39208 ,16 ,8.28429 ,28 ,8.22053 ,
F2OPTB , ,1541 ,7.97786 ,814   , , , , , , , , , , , , , , ,1 ,8.57384 ,2 ,8.49664 ,5 ,8.33472 ,16 ,8.24384 ,24 ,8.12214 ,114 ,8.08173 ,179 ,8.06759 ,275 ,7.97786 ,
