3 ,100 ,7461 ,8.22279 ,24 ,9781 ,49 ,60.0039 ,38.6711 ,0.007787 ,0.505255 ,20.5402 ,0.303322 ,0.013955 ,0.00543 ,0.008619 ,20.1788 ,17.3215 ,2.73445 ,1 ,8.67937 ,6 ,8.50256 ,7 ,8.22279 ,
4 ,100 ,7461 ,8.38072 ,29 ,11601 ,59 ,60.2869 ,38.4191 ,0.008947 ,0.594726 ,20.9353 ,0.357625 ,0.015882 ,0.006239 ,0.008743 ,20.5105 ,17.2003 ,3.16638 ,1 ,8.64861 ,2 ,8.41645 ,6 ,8.38072 ,
5 ,100 ,7461 ,8.31234 ,37 ,14901 ,75 ,60.001 ,38.0887 ,0.011013 ,0.761355 ,20.7184 ,0.460009 ,0.020342 ,0.007989 ,0.010528 ,20.1737 ,16.1578 ,3.83191 ,1 ,8.67129 ,6 ,8.62372 ,7 ,8.51678 ,12 ,8.31234 ,
6 ,100 ,7461 ,8.19819 ,55 ,22202 ,112 ,60.0247 ,37.3722 ,0.01556 ,1.12756 ,20.8856 ,0.684574 ,0.029258 ,0.011718 ,0.014086 ,20.0779 ,14.3265 ,5.47759 ,1 ,8.24135 ,26 ,8.19819 ,
3 ,200 ,7461 ,8.14004 ,22 ,8963 ,23 ,60.01 ,38.5761 ,0.007468 ,0.465788 ,20.7018 ,0.25567 ,0.01275 ,0.005071 ,0.00757 ,20.3927 ,17.3052 ,2.97736 ,1 ,8.97675 ,2 ,8.55246 ,7 ,8.27649 ,17 ,8.14004 ,
4 ,200 ,7461 ,8.18878 ,27 ,11202 ,29 ,60.5674 ,38.6771 ,0.008905 ,0.578537 ,20.9821 ,0.314421 ,0.015498 ,0.006088 ,0.008441 ,20.6029 ,16.7748 ,3.69129 ,1 ,8.59915 ,5 ,8.56345 ,7 ,8.18878 ,
5 ,200 ,7461 ,8.15353 ,32 ,13651 ,35 ,60.002 ,38.3414 ,0.010516 ,0.703537 ,20.5561 ,0.399578 ,0.018804 ,0.007411 ,0.00945 ,20.0785 ,15.6483 ,4.26016 ,1 ,8.76628 ,2 ,8.52578 ,3 ,8.52221 ,5 ,8.29332 ,29 ,8.15353 ,
6 ,200 ,7461 ,8.20384 ,46 ,20402 ,52 ,60.2339 ,37.6279 ,0.014411 ,1.04564 ,20.9655 ,0.609445 ,0.027116 ,0.010692 ,0.012895 ,20.2423 ,13.4606 ,6.53272 ,1 ,8.54487 ,8 ,8.49286 ,25 ,8.44804 ,35 ,8.27904 ,39 ,8.20384 ,
3 ,400 ,7461 ,8.07603 ,21 ,8002 ,11 ,62.1134 ,37.729 ,0.006537 ,0.416811 ,23.7289 ,0.186861 ,0.011427 ,0.004602 ,0.00648 ,23.4949 ,16.1608 ,7.23514 ,1 ,8.50506 ,3 ,8.07603 ,
4 ,400 ,7461 ,8.30901 ,25 ,10006 ,13 ,60.0011 ,37.1209 ,0.008027 ,0.51874 ,22.0655 ,0.245994 ,0.014182 ,0.005367 ,0.007774 ,21.7608 ,14.7552 ,6.88542 ,1 ,8.37926 ,7 ,8.30901 ,
5 ,400 ,7461 ,8.26839 ,29 ,12002 ,16 ,61.1585 ,36.9905 ,0.009069 ,0.618865 ,23.1973 ,0.305916 ,0.016423 ,0.00644 ,0.008493 ,22.8232 ,14.6106 ,8.06298 ,1 ,8.50881 ,2 ,8.35175 ,7 ,8.26839 ,
6 ,400 ,7461 ,8.22195 ,38 ,17602 ,23 ,60.1631 ,37.9004 ,0.01278 ,0.901743 ,20.8477 ,0.479586 ,0.024509 ,0.008961 ,0.011137 ,20.2691 ,12.7151 ,7.33469 ,1 ,8.58127 ,2 ,8.52755 ,6 ,8.26238 ,7 ,8.22195 ,
