HMIN , T, SEED, bestScore, tourCount, ite, epi, learn, action, reward, mdp, update, reBu, state, bestInfo, feaVec, theta, dataSec, CPLEX, TimeLine 
4 ,3200 ,1245 ,8.05883 ,568 ,128001 ,21 ,2424.53 ,341.031 ,1.14792 ,6.6563 ,2072.06 ,3.84639 ,0.185267 ,0.070427 ,0.103485 ,2067.46 ,131.76 ,1934.18 ,1 ,8.63225 ,2 ,8.6146 ,5 ,8.08638 ,195 ,8.05883 ,
F2OPTM , ,1245 ,8.0725 ,830   , , , , , , , , , , , , , , ,1 ,8.68282 ,2 ,8.58585 ,5 ,8.52838 ,14 ,8.45639 ,16 ,8.39577 ,34 ,8.297 ,49 ,8.23743 ,73 ,8.1287 ,276 ,8.11585 ,791 ,8.0725 ,
