HMIN , T, SEED, bestScore, tourCount, ite, epi, learn, action, reward, mdp, update, reBu, state, bestInfo, feaVec, theta, dataSec, CPLEX, TimeLine 
4 ,800 ,1245 ,8.12379 ,138 ,32001 ,21 ,176.093 ,78.1818 ,0.300894 ,1.63993 ,95.0489 ,0.913738 ,0.04786 ,0.017307 ,0.025895 ,93.9441 ,38.1468 ,55.4251 ,1 ,8.31426 ,16 ,8.12379 ,
F2OPTM , ,1245 ,8.02316 ,976   , , , , , , , , , , , , , , ,1 ,8.26934 ,24 ,8.21619 ,35 ,8.13768 ,36 ,8.09539 ,198 ,8.02316 ,
