Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,49.3256 ,49.3256 ,0.000153
update best ,1 ,222 ,222 ,1 ,222 ,7.5225 ,7.5225 ,2.30099
local optima ,1 ,223 ,223 ,1 ,222 ,7.5225 ,7.5225 ,2.3011
new initTour ,1 ,223 ,223 ,2 ,0 ,48.1134 ,7.5225 ,2.30123
local optima ,1 ,436 ,436 ,2 ,213 ,7.63158 ,7.5225 ,4.58643
new initTour ,1 ,436 ,436 ,3 ,0 ,48.2814 ,7.5225 ,4.58655
local optima ,1 ,667 ,667 ,3 ,231 ,7.69487 ,7.5225 ,6.81689
new initTour ,1 ,667 ,667 ,4 ,0 ,46.6976 ,7.5225 ,6.81701
local optima ,1 ,884 ,884 ,4 ,217 ,7.74273 ,7.5225 ,8.86213
new initTour ,1 ,884 ,884 ,5 ,0 ,48.5264 ,7.5225 ,8.86225
local optima ,1 ,1109 ,1109 ,5 ,225 ,7.59975 ,7.5225 ,10.9998
new initTour ,1 ,1109 ,1109 ,6 ,0 ,47.331 ,7.5225 ,10.9999
local optima ,1 ,1334 ,1334 ,6 ,225 ,7.75122 ,7.5225 ,13.0799
new initTour ,1 ,1334 ,1334 ,7 ,0 ,48.1862 ,7.5225 ,13.08
local optima ,1 ,1560 ,1560 ,7 ,226 ,7.69426 ,7.5225 ,15.1414
new initTour ,1 ,1560 ,1560 ,8 ,0 ,48.9542 ,7.5225 ,15.1416
local optima ,1 ,1779 ,1779 ,8 ,219 ,7.69134 ,7.5225 ,17.3757
new initTour ,1 ,1779 ,1779 ,9 ,0 ,44.8184 ,7.5225 ,17.3758
local optima ,1 ,2010 ,2010 ,9 ,231 ,7.67259 ,7.5225 ,19.3733
new initTour ,1 ,2010 ,2010 ,10 ,0 ,49.492 ,7.5225 ,19.3734
local optima ,1 ,2231 ,2231 ,10 ,221 ,7.55186 ,7.5225 ,21.7279
new initTour ,1 ,2231 ,2231 ,11 ,0 ,48.2447 ,7.5225 ,21.728
