tourCount, initScore, optScore, bestScore, sec
1 ,55.1724 ,8.48572 ,8.48572 ,0.068802
2 ,57.7714 ,8.64529 ,8.48572 ,0.141031
3 ,51.1273 ,8.51833 ,8.48572 ,0.201492
4 ,56.5776 ,8.38699 ,8.38699 ,0.28026
5 ,57.4606 ,8.74321 ,8.38699 ,0.358
6 ,60.9299 ,8.83872 ,8.38699 ,0.448048
7 ,56.647 ,8.72346 ,8.38699 ,0.525489
8 ,55.7303 ,8.28529 ,8.28529 ,0.599411
9 ,56.2937 ,8.81896 ,8.28529 ,0.673417
10 ,54.7756 ,8.48844 ,8.28529 ,0.74029
11 ,53.55 ,8.6597 ,8.28529 ,0.804064
12 ,55.2052 ,8.77144 ,8.28529 ,0.876255
13 ,53.5992 ,9.0395 ,8.28529 ,0.94821
14 ,57.9921 ,8.67219 ,8.28529 ,1.03745
15 ,54.9057 ,8.4623 ,8.28529 ,1.11163
16 ,52.9577 ,8.77196 ,8.28529 ,1.17978
17 ,54.7915 ,8.32782 ,8.28529 ,1.24384
18 ,51.7484 ,8.53762 ,8.28529 ,1.30611
19 ,54.6171 ,8.52325 ,8.28529 ,1.37524
20 ,58.5436 ,8.41744 ,8.28529 ,1.45911
21 ,58.019 ,8.34476 ,8.28529 ,1.54044
22 ,54.8462 ,8.40484 ,8.28529 ,1.60747
23 ,55.9759 ,8.30715 ,8.28529 ,1.68595
24 ,51.5072 ,8.49632 ,8.28529 ,1.74808
25 ,55.6669 ,8.66942 ,8.28529 ,1.8233
26 ,54.3255 ,8.95986 ,8.28529 ,1.89345
27 ,57.6722 ,8.59756 ,8.28529 ,1.96948
28 ,56.6525 ,8.54293 ,8.28529 ,2.04742
29 ,55.7578 ,8.5226 ,8.28529 ,2.12377
30 ,59.8905 ,8.23863 ,8.23863 ,2.21224
31 ,57.5699 ,8.6468 ,8.23863 ,2.29236
32 ,54.6221 ,8.79089 ,8.23863 ,2.36583
33 ,53.8725 ,8.73608 ,8.23863 ,2.4325
34 ,53.0668 ,8.7142 ,8.23863 ,2.49582
35 ,57.1818 ,8.45659 ,8.23863 ,2.57078
36 ,60.5944 ,8.253 ,8.23863 ,2.66296
37 ,55.2887 ,8.66381 ,8.23863 ,2.73211
38 ,53.386 ,8.40717 ,8.23863 ,2.79686
39 ,57.4513 ,8.50656 ,8.23863 ,2.88288
40 ,61.0925 ,8.36053 ,8.23863 ,2.96834
41 ,54.5005 ,8.27402 ,8.23863 ,3.04114
42 ,56.0032 ,8.66102 ,8.23863 ,3.11517
43 ,56.0878 ,8.49888 ,8.23863 ,3.18451
44 ,56.5567 ,8.5841 ,8.23863 ,3.25981
45 ,53.4467 ,8.23155 ,8.23155 ,3.32283
46 ,59.0914 ,8.44609 ,8.23155 ,3.41192
47 ,55.2889 ,8.57555 ,8.23155 ,3.48163
48 ,51.8896 ,8.33161 ,8.23155 ,3.54539
49 ,56.1308 ,8.34324 ,8.23155 ,3.61062
50 ,52.9597 ,8.36827 ,8.23155 ,3.67891
51 ,57.5846 ,8.47186 ,8.23155 ,3.76021
52 ,55.8095 ,8.90122 ,8.23155 ,3.83369
53 ,57.6803 ,8.91101 ,8.23155 ,3.907
54 ,58.0435 ,8.66353 ,8.23155 ,3.98146
55 ,55.8979 ,8.23049 ,8.23049 ,4.05754
56 ,56.5849 ,8.42955 ,8.23049 ,4.1347
57 ,54.295 ,8.44392 ,8.23049 ,4.20004
58 ,58.8617 ,8.64654 ,8.23049 ,4.28351
59 ,54.0091 ,8.38593 ,8.23049 ,4.35131
60 ,59.2147 ,8.76963 ,8.23049 ,4.44315
61 ,55.3881 ,8.77984 ,8.23049 ,4.51641
62 ,58.0857 ,8.58022 ,8.23049 ,4.59953
63 ,51.9564 ,8.17832 ,8.17832 ,4.66556
64 ,54.9222 ,8.40988 ,8.17832 ,4.74267
65 ,56.9317 ,8.34694 ,8.17832 ,4.82024
66 ,54.4544 ,8.91068 ,8.17832 ,4.89468
67 ,53.2949 ,8.84634 ,8.17832 ,4.95979
68 ,55.0934 ,8.52458 ,8.17832 ,5.03744
69 ,54.8666 ,8.53293 ,8.17832 ,5.11427
70 ,58.2572 ,8.75831 ,8.17832 ,5.19263
71 ,57.9224 ,8.34757 ,8.17832 ,5.27652
72 ,55.2273 ,8.32028 ,8.17832 ,5.34744
73 ,54.9368 ,8.81893 ,8.17832 ,5.42137
74 ,52.3755 ,8.57327 ,8.17832 ,5.48326
75 ,54.866 ,8.23643 ,8.17832 ,5.55689
76 ,57.9641 ,8.67221 ,8.17832 ,5.63952
77 ,53.2798 ,8.65857 ,8.17832 ,5.70401
78 ,55.6106 ,8.23459 ,8.17832 ,5.78
79 ,56.6236 ,8.49357 ,8.17832 ,5.85473
80 ,55.4634 ,8.41658 ,8.17832 ,5.92433
81 ,57.2983 ,8.15698 ,8.15698 ,6.00436
82 ,56.1671 ,8.69208 ,8.15698 ,6.08143
83 ,55.1396 ,8.34596 ,8.15698 ,6.15777
84 ,52.4448 ,8.94987 ,8.15698 ,6.22183
85 ,53.5594 ,8.52106 ,8.15698 ,6.2861
86 ,51.6754 ,8.34821 ,8.15698 ,6.35114
87 ,54.6749 ,8.74495 ,8.15698 ,6.42258
88 ,57.0396 ,8.40526 ,8.15698 ,6.50358
89 ,52.1671 ,8.54346 ,8.15698 ,6.57203
90 ,55.3738 ,8.98231 ,8.15698 ,6.64694
91 ,54.4991 ,9.03574 ,8.15698 ,6.71777
92 ,52.9381 ,8.35254 ,8.15698 ,6.77353
93 ,57.0114 ,8.44982 ,8.15698 ,6.85264
94 ,55.0938 ,8.59657 ,8.15698 ,6.92353
95 ,57.7411 ,8.51441 ,8.15698 ,7.00364
96 ,54.4616 ,8.95146 ,8.15698 ,7.07037
97 ,57.1475 ,8.50336 ,8.15698 ,7.15174
98 ,56.4509 ,8.60039 ,8.15698 ,7.22959
99 ,57.9615 ,8.53517 ,8.15698 ,7.30961
100 ,59.2351 ,8.68755 ,8.15698 ,7.39324
101 ,52.9417 ,9.11854 ,8.15698 ,7.45165
102 ,57.0998 ,8.95867 ,8.15698 ,7.52678
103 ,54.0741 ,8.47487 ,8.15698 ,7.59826
104 ,61.8826 ,8.72674 ,8.15698 ,7.69152
105 ,55.0035 ,8.82684 ,8.15698 ,7.76267
106 ,57.1362 ,8.54484 ,8.15698 ,7.83606
107 ,51.871 ,8.46754 ,8.15698 ,7.89935
108 ,57.299 ,8.3597 ,8.15698 ,7.98068
109 ,53.9021 ,8.73752 ,8.15698 ,8.05292
110 ,56.5475 ,8.51509 ,8.15698 ,8.1287
111 ,55.9054 ,8.32417 ,8.15698 ,8.20705
112 ,57.0605 ,8.87655 ,8.15698 ,8.28528
113 ,56.6499 ,8.71014 ,8.15698 ,8.36817
114 ,55.9381 ,8.41375 ,8.15698 ,8.44054
115 ,57.707 ,8.4978 ,8.15698 ,8.52224
116 ,56.8861 ,8.18099 ,8.15698 ,8.599
117 ,53.257 ,8.26094 ,8.15698 ,8.66369
118 ,54.8371 ,8.761 ,8.15698 ,8.73716
119 ,56.5917 ,8.80647 ,8.15698 ,8.80517
120 ,58.221 ,8.69752 ,8.15698 ,8.89055
121 ,56.78 ,8.61834 ,8.15698 ,8.96399
122 ,56.074 ,8.49445 ,8.15698 ,9.03958
123 ,55.2751 ,8.4224 ,8.15698 ,9.11245
124 ,54.9797 ,8.3871 ,8.15698 ,9.18567
125 ,58.5491 ,8.39503 ,8.15698 ,9.2688
126 ,56.8739 ,8.17081 ,8.15698 ,9.34638
127 ,56.1102 ,8.75387 ,8.15698 ,9.4221
128 ,55.5942 ,8.30783 ,8.15698 ,9.49954
129 ,55.3401 ,8.78292 ,8.15698 ,9.57323
130 ,52.7754 ,8.58071 ,8.15698 ,9.63193
131 ,56.6666 ,8.7301 ,8.15698 ,9.71089
132 ,52.2589 ,9.08031 ,8.15698 ,9.77573
133 ,54.2628 ,8.52488 ,8.15698 ,9.84891
134 ,52.8004 ,8.37975 ,8.15698 ,9.91053
135 ,53.0033 ,8.7639 ,8.15698 ,9.97937
136 ,53.7652 ,8.19624 ,8.15698 ,10.0475
137 ,50.3704 ,8.26754 ,8.15698 ,10.1043
138 ,51.4601 ,8.68472 ,8.15698 ,10.1708
139 ,58.1385 ,8.63277 ,8.15698 ,10.2516
140 ,56.0192 ,8.23535 ,8.15698 ,10.3332
141 ,48.5469 ,8.42684 ,8.15698 ,10.3881
142 ,53.5318 ,8.56806 ,8.15698 ,10.4563
143 ,55.0943 ,8.80227 ,8.15698 ,10.529
144 ,49.3891 ,8.18805 ,8.15698 ,10.5834
145 ,56.9445 ,8.64229 ,8.15698 ,10.6637
146 ,57.7336 ,8.3961 ,8.15698 ,10.7473
147 ,55.9354 ,8.76925 ,8.15698 ,10.8264
148 ,56.3777 ,9.07455 ,8.15698 ,10.9048
149 ,55.722 ,8.55981 ,8.15698 ,10.9754
150 ,52.5565 ,8.42464 ,8.15698 ,11.0384
151 ,56.1401 ,8.53415 ,8.15698 ,11.1136
152 ,53.7081 ,8.38327 ,8.15698 ,11.1822
153 ,55.7649 ,8.45668 ,8.15698 ,11.2601
154 ,56.0791 ,8.5339 ,8.15698 ,11.3302
155 ,55.9425 ,8.12337 ,8.12337 ,11.4069
156 ,55.0268 ,8.39018 ,8.12337 ,11.4812
157 ,59.8951 ,8.30716 ,8.12337 ,11.5706
158 ,58.8444 ,8.83946 ,8.12337 ,11.6566
159 ,56.7226 ,8.43261 ,8.12337 ,11.7342
160 ,55.7102 ,8.42467 ,8.12337 ,11.8061
161 ,54.9982 ,8.51213 ,8.12337 ,11.8744
162 ,54.9212 ,8.8448 ,8.12337 ,11.9497
163 ,53.8796 ,8.38939 ,8.12337 ,12.0176
164 ,56.0397 ,8.20333 ,8.12337 ,12.0997
165 ,54.3636 ,8.3862 ,8.12337 ,12.1723
166 ,58.908 ,8.70008 ,8.12337 ,12.2518
167 ,56.3407 ,8.44377 ,8.12337 ,12.325
168 ,53.0865 ,8.20582 ,8.12337 ,12.3871
169 ,58.3616 ,8.85586 ,8.12337 ,12.4663
170 ,57.165 ,8.64344 ,8.12337 ,12.5387
171 ,58.6679 ,8.72184 ,8.12337 ,12.6206
172 ,55.9022 ,8.49477 ,8.12337 ,12.6968
173 ,58.8319 ,8.50119 ,8.12337 ,12.7851
174 ,57.232 ,8.68638 ,8.12337 ,12.8618
175 ,54.3119 ,8.45414 ,8.12337 ,12.9303
176 ,56.3996 ,8.56934 ,8.12337 ,13.0045
177 ,59.1531 ,8.62933 ,8.12337 ,13.081
178 ,58.8911 ,8.39452 ,8.12337 ,13.1693
179 ,58.5083 ,8.68979 ,8.12337 ,13.2547
180 ,55.0629 ,8.34095 ,8.12337 ,13.3267
181 ,58.1435 ,8.7547 ,8.12337 ,13.4059
182 ,55.1484 ,8.55436 ,8.12337 ,13.4758
183 ,50.8593 ,9.1694 ,8.12337 ,13.5329
184 ,57.9524 ,8.50233 ,8.12337 ,13.6152
185 ,56.7458 ,8.11457 ,8.11457 ,13.6912
186 ,57.1915 ,8.45236 ,8.11457 ,13.7688
187 ,57.5404 ,8.55923 ,8.11457 ,13.8513
188 ,54.961 ,8.64529 ,8.11457 ,13.9198
189 ,53.1757 ,8.36304 ,8.11457 ,13.9877
190 ,53.7946 ,8.87628 ,8.11457 ,14.0563
191 ,55.9586 ,8.3688 ,8.11457 ,14.131
192 ,56.2127 ,8.88439 ,8.11457 ,14.2094
193 ,53.2816 ,8.31179 ,8.11457 ,14.2774
