Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,54.366 ,54.366 ,0.000139
update best ,1 ,111 ,111 ,1 ,111 ,8.50649 ,8.50649 ,0.303895
local optima ,1 ,112 ,112 ,1 ,111 ,8.50649 ,8.50649 ,0.303966
new initTour ,1 ,112 ,112 ,2 ,0 ,55.2578 ,8.50649 ,0.304039
update best ,1 ,218 ,218 ,2 ,107 ,8.4359 ,8.4359 ,0.63512
local optima ,1 ,219 ,219 ,2 ,107 ,8.4359 ,8.4359 ,0.635229
new initTour ,1 ,219 ,219 ,3 ,0 ,58.0942 ,8.4359 ,0.635299
local optima ,1 ,318 ,318 ,3 ,99 ,8.46621 ,8.4359 ,1.02598
new initTour ,1 ,318 ,318 ,4 ,0 ,51.1395 ,8.4359 ,1.02605
local optima ,1 ,420 ,420 ,4 ,102 ,8.58434 ,8.4359 ,1.30994
new initTour ,1 ,420 ,420 ,5 ,0 ,50.4712 ,8.4359 ,1.31001
local optima ,1 ,527 ,527 ,5 ,107 ,8.575 ,8.4359 ,1.61155
new initTour ,1 ,527 ,527 ,6 ,0 ,52.1398 ,8.4359 ,1.61162
local optima ,1 ,633 ,633 ,6 ,106 ,8.4512 ,8.4359 ,1.90228
new initTour ,1 ,633 ,633 ,7 ,0 ,56.1085 ,8.4359 ,1.90234
local optima ,1 ,744 ,744 ,7 ,111 ,8.81988 ,8.4359 ,2.2724
new initTour ,1 ,744 ,744 ,8 ,0 ,54.8838 ,8.4359 ,2.27247
local optima ,1 ,848 ,848 ,8 ,104 ,8.60882 ,8.4359 ,2.6009
new initTour ,1 ,848 ,848 ,9 ,0 ,52.4773 ,8.4359 ,2.60097
update best ,1 ,957 ,957 ,9 ,110 ,8.26479 ,8.26479 ,2.91155
local optima ,1 ,958 ,958 ,9 ,110 ,8.26479 ,8.26479 ,2.91161
new initTour ,1 ,958 ,958 ,10 ,0 ,52.8173 ,8.26479 ,2.91168
local optima ,1 ,1057 ,1057 ,10 ,99 ,8.89637 ,8.26479 ,3.23515
new initTour ,1 ,1057 ,1057 ,11 ,0 ,56.6079 ,8.26479 ,3.23523
local optima ,1 ,1168 ,1168 ,11 ,111 ,8.5404 ,8.26479 ,3.60957
new initTour ,1 ,1168 ,1168 ,12 ,0 ,59.1906 ,8.26479 ,3.60964
local optima ,1 ,1276 ,1276 ,12 ,108 ,8.73705 ,8.26479 ,4.00369
new initTour ,1 ,1276 ,1276 ,13 ,0 ,56.6632 ,8.26479 ,4.00376
update best ,1 ,1395 ,1395 ,13 ,120 ,8.17226 ,8.17226 ,4.3433
local optima ,1 ,1396 ,1396 ,13 ,120 ,8.17226 ,8.17226 ,4.34338
new initTour ,1 ,1396 ,1396 ,14 ,0 ,52.5012 ,8.17226 ,4.34345
local optima ,1 ,1499 ,1499 ,14 ,103 ,8.75043 ,8.17226 ,4.63748
new initTour ,1 ,1499 ,1499 ,15 ,0 ,53.9736 ,8.17226 ,4.63755
local optima ,1 ,1598 ,1598 ,15 ,99 ,8.48356 ,8.17226 ,4.93579
new initTour ,1 ,1598 ,1598 ,16 ,0 ,49.2289 ,8.17226 ,4.93586
epi end ,1 ,1601 ,1601 ,16 ,3 ,44.7586 ,8.17226 ,4.9817
epi begin ,2 ,1 ,1601 ,16 ,3 ,44.7586 ,8.17226 ,10.8631
local optima ,2 ,584 ,2184 ,16 ,586 ,8.83422 ,8.17226 ,13.0769
new initTour ,2 ,584 ,2184 ,17 ,0 ,56.408 ,8.17226 ,13.077
local optima ,2 ,1241 ,2841 ,17 ,657 ,9.10335 ,8.17226 ,16.4703
new initTour ,2 ,1241 ,2841 ,18 ,0 ,53.1632 ,8.17226 ,16.4704
epi end ,2 ,1601 ,3201 ,18 ,360 ,29.6192 ,8.17226 ,19.9383
epi begin ,3 ,1 ,3201 ,18 ,360 ,29.6192 ,8.17226 ,27.6176
local optima ,3 ,345 ,3545 ,18 ,704 ,8.42035 ,8.17226 ,28.2166
new initTour ,3 ,345 ,3545 ,19 ,0 ,58.8698 ,8.17226 ,28.2166
local optima ,3 ,1016 ,4216 ,19 ,671 ,8.91506 ,8.17226 ,32.11
new initTour ,3 ,1016 ,4216 ,20 ,0 ,56.5041 ,8.17226 ,32.1101
epi end ,3 ,1601 ,4801 ,20 ,585 ,8.70959 ,8.17226 ,35.2637
epi begin ,4 ,1 ,4801 ,20 ,585 ,8.70959 ,8.17226 ,41.4808
local optima ,4 ,5 ,4805 ,20 ,589 ,8.5695 ,8.17226 ,41.4817
new initTour ,4 ,5 ,4805 ,21 ,0 ,54.1398 ,8.17226 ,41.4817
local optima ,4 ,649 ,5449 ,21 ,644 ,8.79656 ,8.17226 ,45.2039
new initTour ,4 ,649 ,5449 ,22 ,0 ,55.3534 ,8.17226 ,45.2039
local optima ,4 ,1324 ,6124 ,22 ,675 ,8.25518 ,8.17226 ,49.0143
new initTour ,4 ,1324 ,6124 ,23 ,0 ,52.261 ,8.17226 ,49.0144
epi end ,4 ,1601 ,6401 ,23 ,277 ,25.7061 ,8.17226 ,51.4706
epi begin ,5 ,1 ,6401 ,23 ,277 ,25.7061 ,8.17226 ,57.9134
local optima ,5 ,252 ,6652 ,23 ,528 ,9.03267 ,8.17226 ,58.2375
new initTour ,5 ,252 ,6652 ,24 ,0 ,55.894 ,8.17226 ,58.2376
learn ends ,5 ,396 ,6796 ,24 ,144 ,40.6511 ,8.17226 ,60.0086
