Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,52.9977 ,52.9977 ,0.000134
update best ,1 ,99 ,99 ,1 ,99 ,8.932 ,8.932 ,0.133991
local optima ,1 ,100 ,100 ,1 ,99 ,8.932 ,8.932 ,0.134057
new initTour ,1 ,100 ,100 ,2 ,0 ,55.0357 ,8.932 ,0.134111
update best ,1 ,210 ,210 ,2 ,111 ,8.24837 ,8.24837 ,0.289588
local optima ,1 ,211 ,211 ,2 ,111 ,8.24837 ,8.24837 ,0.289651
new initTour ,1 ,211 ,211 ,3 ,0 ,57.01 ,8.24837 ,0.289703
local optima ,1 ,316 ,316 ,3 ,105 ,8.63896 ,8.24837 ,0.453568
new initTour ,1 ,316 ,316 ,4 ,0 ,54.5399 ,8.24837 ,0.453621
local optima ,1 ,425 ,425 ,4 ,109 ,8.5438 ,8.24837 ,0.60434
new initTour ,1 ,425 ,425 ,5 ,0 ,58.8076 ,8.24837 ,0.604393
local optima ,1 ,527 ,527 ,5 ,102 ,8.77117 ,8.24837 ,0.77534
new initTour ,1 ,527 ,527 ,6 ,0 ,53.7142 ,8.24837 ,0.775393
local optima ,1 ,623 ,623 ,6 ,96 ,8.53866 ,8.24837 ,0.917719
new initTour ,1 ,623 ,623 ,7 ,0 ,58.1893 ,8.24837 ,0.917773
local optima ,1 ,722 ,722 ,7 ,99 ,8.49822 ,8.24837 ,1.08568
new initTour ,1 ,722 ,722 ,8 ,0 ,58.4539 ,8.24837 ,1.08573
local optima ,1 ,824 ,824 ,8 ,102 ,8.48493 ,8.24837 ,1.25454
new initTour ,1 ,824 ,824 ,9 ,0 ,56.8324 ,8.24837 ,1.25459
local optima ,1 ,935 ,935 ,9 ,111 ,8.75088 ,8.24837 ,1.42605
new initTour ,1 ,935 ,935 ,10 ,0 ,53.7689 ,8.24837 ,1.4261
local optima ,1 ,1053 ,1053 ,10 ,118 ,8.26251 ,8.24837 ,1.57212
new initTour ,1 ,1053 ,1053 ,11 ,0 ,56.4153 ,8.24837 ,1.57218
local optima ,1 ,1145 ,1145 ,11 ,92 ,8.26509 ,8.24837 ,1.72479
new initTour ,1 ,1145 ,1145 ,12 ,0 ,52.3536 ,8.24837 ,1.72484
local optima ,1 ,1237 ,1237 ,12 ,92 ,8.68222 ,8.24837 ,1.85813
new initTour ,1 ,1237 ,1237 ,13 ,0 ,58.6042 ,8.24837 ,1.85818
update best ,1 ,1340 ,1340 ,13 ,104 ,8.1776 ,8.1776 ,2.0224
local optima ,1 ,1341 ,1341 ,13 ,104 ,8.1776 ,8.1776 ,2.02247
new initTour ,1 ,1341 ,1341 ,14 ,0 ,55.101 ,8.1776 ,2.02252
local optima ,1 ,1444 ,1444 ,14 ,103 ,8.33725 ,8.1776 ,2.17475
new initTour ,1 ,1444 ,1444 ,15 ,0 ,58.0413 ,8.1776 ,2.1748
local optima ,1 ,1552 ,1552 ,15 ,108 ,8.31827 ,8.1776 ,2.33437
new initTour ,1 ,1552 ,1552 ,16 ,0 ,57.162 ,8.1776 ,2.33447
local optima ,1 ,1649 ,1649 ,16 ,97 ,8.75853 ,8.1776 ,2.47678
new initTour ,1 ,1649 ,1649 ,17 ,0 ,55.8715 ,8.1776 ,2.47683
local optima ,1 ,1752 ,1752 ,17 ,103 ,8.8356 ,8.1776 ,2.61787
new initTour ,1 ,1752 ,1752 ,18 ,0 ,52.5812 ,8.1776 ,2.61792
local optima ,1 ,1859 ,1859 ,18 ,107 ,8.31764 ,8.1776 ,2.75395
new initTour ,1 ,1859 ,1859 ,19 ,0 ,55.3884 ,8.1776 ,2.75401
local optima ,1 ,1973 ,1973 ,19 ,114 ,8.31832 ,8.1776 ,2.9162
new initTour ,1 ,1973 ,1973 ,20 ,0 ,52.9756 ,8.1776 ,2.91625
local optima ,1 ,2068 ,2068 ,20 ,95 ,8.32421 ,8.1776 ,3.04835
new initTour ,1 ,2068 ,2068 ,21 ,0 ,52.571 ,8.1776 ,3.0484
local optima ,1 ,2174 ,2174 ,21 ,106 ,8.65165 ,8.1776 ,3.18536
new initTour ,1 ,2174 ,2174 ,22 ,0 ,57.0044 ,8.1776 ,3.18541
local optima ,1 ,2281 ,2281 ,22 ,107 ,8.57545 ,8.1776 ,3.34388
new initTour ,1 ,2281 ,2281 ,23 ,0 ,55.8428 ,8.1776 ,3.34394
local optima ,1 ,2391 ,2391 ,23 ,110 ,8.48798 ,8.1776 ,3.49128
new initTour ,1 ,2391 ,2391 ,24 ,0 ,55.2634 ,8.1776 ,3.49133
local optima ,1 ,2488 ,2488 ,24 ,97 ,8.89084 ,8.1776 ,3.64063
new initTour ,1 ,2488 ,2488 ,25 ,0 ,54.7208 ,8.1776 ,3.64068
local optima ,1 ,2595 ,2595 ,25 ,107 ,8.29885 ,8.1776 ,3.79268
new initTour ,1 ,2595 ,2595 ,26 ,0 ,56.367 ,8.1776 ,3.79273
local optima ,1 ,2697 ,2697 ,26 ,102 ,8.42083 ,8.1776 ,3.94805
