tourCount, initScore, optScore, bestScore, sec
1 ,54.366 ,8.43087 ,8.43087 ,0.06633
2 ,55.2578 ,8.4076 ,8.4076 ,0.14031
3 ,58.0942 ,8.70371 ,8.4076 ,0.222991
4 ,51.1395 ,8.6796 ,8.4076 ,0.284433
5 ,50.4712 ,8.17589 ,8.17589 ,0.344853
6 ,52.1398 ,8.82392 ,8.17589 ,0.409898
7 ,56.1085 ,8.81744 ,8.17589 ,0.486427
8 ,54.8838 ,8.25509 ,8.17589 ,0.553491
9 ,52.4773 ,8.50906 ,8.17589 ,0.619514
10 ,52.8173 ,8.22243 ,8.17589 ,0.689423
11 ,56.6079 ,8.33341 ,8.17589 ,0.767586
12 ,59.1906 ,8.18068 ,8.17589 ,0.84983
13 ,56.6632 ,8.55513 ,8.17589 ,0.922369
14 ,52.5012 ,8.76379 ,8.17589 ,0.987768
15 ,53.9736 ,8.90095 ,8.17589 ,1.0545
16 ,49.2289 ,8.46542 ,8.17589 ,1.10818
17 ,56.408 ,8.28788 ,8.17589 ,1.18749
18 ,53.1632 ,8.72683 ,8.17589 ,1.25427
19 ,58.8698 ,8.59773 ,8.17589 ,1.33465
20 ,56.5041 ,8.69282 ,8.17589 ,1.41293
21 ,54.1398 ,8.5514 ,8.17589 ,1.48831
22 ,55.3534 ,8.77543 ,8.17589 ,1.56452
23 ,52.261 ,8.8851 ,8.17589 ,1.63594
24 ,55.894 ,8.21381 ,8.17589 ,1.71227
25 ,55.571 ,8.33929 ,8.17589 ,1.78695
26 ,54.4549 ,8.8679 ,8.17589 ,1.85533
27 ,55.3777 ,8.57104 ,8.17589 ,1.92921
28 ,53.145 ,8.68011 ,8.17589 ,1.99843
29 ,55.4298 ,8.7164 ,8.17589 ,2.07336
30 ,51.6252 ,8.42777 ,8.17589 ,2.1393
31 ,56.3588 ,8.32953 ,8.17589 ,2.21003
32 ,63.1793 ,8.41041 ,8.17589 ,2.3019
33 ,52.6229 ,8.5252 ,8.17589 ,2.36389
34 ,54.7369 ,8.69386 ,8.17589 ,2.43984
35 ,54.9884 ,8.71693 ,8.17589 ,2.51657
36 ,56.7256 ,8.75367 ,8.17589 ,2.59526
37 ,55.831 ,8.61744 ,8.17589 ,2.66849
38 ,54.7328 ,8.22271 ,8.17589 ,2.73926
39 ,57.6169 ,8.61758 ,8.17589 ,2.81587
40 ,55.4655 ,8.37921 ,8.17589 ,2.8875
41 ,58.0385 ,8.53789 ,8.17589 ,2.96444
42 ,55.5326 ,8.21633 ,8.17589 ,3.0367
43 ,57.4931 ,8.85119 ,8.17589 ,3.11963
44 ,56.221 ,8.45085 ,8.17589 ,3.19043
45 ,55.0261 ,8.64759 ,8.17589 ,3.26184
46 ,55.0243 ,8.92499 ,8.17589 ,3.3323
47 ,52.8122 ,9.07154 ,8.17589 ,3.39783
48 ,54.19 ,8.38772 ,8.17589 ,3.46761
49 ,52.3158 ,8.80603 ,8.17589 ,3.53312
