tourCount, initScore, optScore, bestScore, sec
1 ,49.3256 ,7.6799 ,7.6799 ,0.747731
2 ,48.1134 ,7.59795 ,7.59795 ,1.47451
3 ,48.2814 ,7.77483 ,7.59795 ,2.15647
4 ,46.6976 ,7.78075 ,7.59795 ,2.77739
5 ,48.5264 ,7.56278 ,7.56278 ,3.4914
6 ,47.331 ,7.57551 ,7.56278 ,4.15372
7 ,48.1862 ,7.49372 ,7.49372 ,4.82035
8 ,48.9542 ,7.49674 ,7.49372 ,5.56047
9 ,44.8184 ,7.74428 ,7.49372 ,6.15528
10 ,49.492 ,7.72012 ,7.49372 ,6.90437
11 ,48.2447 ,7.56483 ,7.49372 ,7.6013
12 ,48.1572 ,7.61837 ,7.49372 ,8.2925
13 ,47.6365 ,7.68862 ,7.49372 ,8.93715
14 ,48.3801 ,7.70922 ,7.49372 ,9.64139
15 ,49.0794 ,7.51322 ,7.49372 ,10.3783
16 ,48.921 ,7.72022 ,7.49372 ,11.1096
17 ,47.9748 ,7.62248 ,7.49372 ,11.7598
18 ,48.284 ,7.55236 ,7.49372 ,12.4492
19 ,47.6067 ,7.5253 ,7.49372 ,13.1661
20 ,47.9607 ,7.75798 ,7.49372 ,13.8305
21 ,45.9101 ,7.54807 ,7.49372 ,14.433
22 ,46.9104 ,7.68442 ,7.49372 ,15.1108
23 ,49.0001 ,7.70534 ,7.49372 ,15.8393
24 ,49.6278 ,7.80878 ,7.49372 ,16.6062
25 ,48.8696 ,7.76326 ,7.49372 ,17.3473
26 ,48.6922 ,7.51 ,7.49372 ,18.0635
27 ,49.8656 ,7.68503 ,7.49372 ,18.8244
28 ,47.8663 ,7.70251 ,7.49372 ,19.5032
29 ,47.718 ,7.68317 ,7.49372 ,20.1533
30 ,47.5276 ,7.62304 ,7.49372 ,20.811
31 ,49.4041 ,7.68029 ,7.49372 ,21.5862
32 ,48.0569 ,7.4439 ,7.4439 ,22.3079
33 ,51.6883 ,7.62523 ,7.4439 ,23.1269
34 ,48.5571 ,7.655 ,7.4439 ,23.8159
35 ,47.4897 ,7.69525 ,7.4439 ,24.4822
36 ,44.7899 ,7.6238 ,7.4439 ,25.0929
37 ,49.4336 ,7.62589 ,7.4439 ,25.7983
38 ,48.6908 ,7.49408 ,7.4439 ,26.5028
39 ,50.425 ,7.63101 ,7.4439 ,27.2574
40 ,48.3024 ,7.43967 ,7.43967 ,27.9768
41 ,49.0881 ,7.71246 ,7.43967 ,28.6952
42 ,48.3309 ,7.64612 ,7.43967 ,29.3487
43 ,48.4904 ,7.80504 ,7.43967 ,30.061
44 ,48.5128 ,7.58633 ,7.43967 ,30.7907
45 ,48.6917 ,7.70817 ,7.43967 ,31.4826
46 ,44.5162 ,7.74875 ,7.43967 ,32.0685
47 ,50.2654 ,7.63962 ,7.43967 ,32.8701
48 ,49.7099 ,7.55867 ,7.43967 ,33.6201
49 ,49.2698 ,7.5613 ,7.43967 ,34.3583
50 ,48.9796 ,7.7594 ,7.43967 ,35.0649
51 ,47.756 ,7.71577 ,7.43967 ,35.7341
52 ,48.705 ,7.55623 ,7.43967 ,36.4623
53 ,47.3732 ,7.73087 ,7.43967 ,37.1025
54 ,43.6128 ,7.62006 ,7.43967 ,37.7026
55 ,46.65 ,7.51741 ,7.43967 ,38.3582
56 ,46.2894 ,7.52135 ,7.43967 ,39.0029
57 ,48.9558 ,7.59475 ,7.43967 ,39.7214
58 ,47.0948 ,7.71894 ,7.43967 ,40.353
59 ,46.6877 ,7.62655 ,7.43967 ,40.9532
60 ,49.2754 ,7.78131 ,7.43967 ,41.6928
61 ,49.0276 ,7.52636 ,7.43967 ,42.363
62 ,47.6994 ,7.67915 ,7.43967 ,43.0375
63 ,48.4944 ,7.57953 ,7.43967 ,43.7534
64 ,47.3511 ,7.466 ,7.43967 ,44.407
65 ,48.2076 ,7.84001 ,7.43967 ,45.0342
66 ,48.8603 ,7.6947 ,7.43967 ,45.7496
67 ,46.745 ,7.47428 ,7.43967 ,46.4061
68 ,46.2871 ,7.49913 ,7.43967 ,46.9896
69 ,49.772 ,7.50243 ,7.43967 ,47.7282
70 ,47.6798 ,7.52404 ,7.43967 ,48.4581
71 ,48.3145 ,7.61516 ,7.43967 ,49.1487
72 ,46.7922 ,7.60198 ,7.43967 ,49.8489
73 ,48.2944 ,7.84139 ,7.43967 ,50.5517
74 ,49.3665 ,7.64305 ,7.43967 ,51.2893
75 ,49.913 ,7.71043 ,7.43967 ,52.0406
76 ,49.2205 ,7.72983 ,7.43967 ,52.7693
77 ,48.0785 ,7.83561 ,7.43967 ,53.4195
78 ,49.9414 ,7.66969 ,7.43967 ,54.205
79 ,50.1364 ,7.78424 ,7.43967 ,54.9577
80 ,45.3491 ,7.82554 ,7.43967 ,55.5805
81 ,46.4693 ,7.83225 ,7.43967 ,56.2333
82 ,47.9525 ,7.58211 ,7.43967 ,56.9303
83 ,48.5198 ,7.66059 ,7.43967 ,57.6539
84 ,49.4852 ,7.66712 ,7.43967 ,58.4024
85 ,46.948 ,7.64471 ,7.43967 ,59.097
86 ,49.035 ,7.64859 ,7.43967 ,59.8507
87 ,47.1426 ,7.72861 ,7.43967 ,60.5426
88 ,49.4568 ,7.69398 ,7.43967 ,61.3267
89 ,47.5615 ,7.69141 ,7.43967 ,61.9462
90 ,47.1078 ,7.711 ,7.43967 ,62.613
91 ,45.545 ,7.71133 ,7.43967 ,63.186
92 ,47.367 ,7.72068 ,7.43967 ,63.903
93 ,49.4456 ,7.77713 ,7.43967 ,64.637
94 ,48.9895 ,7.53558 ,7.43967 ,65.3447
95 ,48.4308 ,7.62592 ,7.43967 ,66.0495
96 ,48.5992 ,7.73529 ,7.43967 ,66.7128
97 ,48.2315 ,7.79148 ,7.43967 ,67.4154
98 ,48.2292 ,7.45771 ,7.43967 ,68.1426
99 ,49.1286 ,7.41558 ,7.41558 ,68.8786
100 ,46.9339 ,7.76084 ,7.41558 ,69.5468
101 ,48.5066 ,7.64424 ,7.41558 ,70.3088
102 ,50.3156 ,7.49149 ,7.41558 ,71.0754
103 ,45.9905 ,7.4709 ,7.41558 ,71.744
104 ,48.2709 ,7.61453 ,7.41558 ,72.4852
105 ,49.0194 ,7.60484 ,7.41558 ,73.1928
106 ,45.7306 ,7.77391 ,7.41558 ,73.8116
107 ,48.8672 ,7.69748 ,7.41558 ,74.5038
108 ,48.5595 ,7.6504 ,7.41558 ,75.2025
109 ,47.8563 ,7.5462 ,7.41558 ,75.8988
110 ,48.1908 ,7.76356 ,7.41558 ,76.6104
111 ,46.9205 ,7.82529 ,7.41558 ,77.2302
112 ,46.0719 ,7.72095 ,7.41558 ,77.8619
113 ,49.4545 ,7.6931 ,7.41558 ,78.6159
114 ,49.0721 ,7.81446 ,7.41558 ,79.3578
115 ,50.939 ,7.66668 ,7.41558 ,80.1499
116 ,47.9577 ,7.57431 ,7.41558 ,80.8664
117 ,46.9423 ,7.6297 ,7.41558 ,81.4976
118 ,49.2413 ,7.64767 ,7.41558 ,82.2092
119 ,49.355 ,7.63746 ,7.41558 ,82.911
120 ,47.6061 ,7.57177 ,7.41558 ,83.6123
121 ,47.8146 ,7.68254 ,7.41558 ,84.3079
122 ,47.7106 ,7.6199 ,7.41558 ,85.0117
123 ,48.7035 ,7.56055 ,7.41558 ,85.7314
124 ,48.0743 ,7.80072 ,7.41558 ,86.461
