tourCount, initScore, optScore, bestScore, sec
1 ,47.1045 ,7.52903 ,7.52903 ,0.65602
2 ,49.6238 ,7.58369 ,7.52903 ,1.31074
3 ,48.2395 ,7.63463 ,7.52903 ,1.96852
4 ,48.8225 ,7.79138 ,7.52903 ,2.65565
5 ,48.3796 ,7.67234 ,7.52903 ,3.29255
6 ,46.3105 ,7.73849 ,7.52903 ,3.94218
7 ,48.1431 ,7.68348 ,7.52903 ,4.59508
8 ,47.6027 ,7.65188 ,7.52903 ,5.23147
9 ,46.1279 ,7.59196 ,7.52903 ,5.78565
10 ,48.5566 ,7.67807 ,7.52903 ,6.41533
11 ,46.5683 ,7.74332 ,7.52903 ,6.99826
12 ,47.0575 ,7.70943 ,7.52903 ,7.54357
13 ,48.9108 ,7.65471 ,7.52903 ,8.17854
14 ,50.2855 ,7.70658 ,7.52903 ,8.84854
15 ,46.5398 ,7.71148 ,7.52903 ,9.4266
16 ,49.0734 ,7.49011 ,7.49011 ,10.1242
17 ,48.9327 ,7.72397 ,7.49011 ,10.8042
18 ,47.8079 ,7.49905 ,7.49011 ,11.3821
19 ,47.2053 ,7.64396 ,7.49011 ,12.0003
20 ,46.9388 ,7.55867 ,7.49011 ,12.6269
21 ,49.2044 ,7.61649 ,7.49011 ,13.3266
22 ,48.2223 ,7.58829 ,7.49011 ,13.9716
23 ,46.7551 ,7.67658 ,7.49011 ,14.5821
24 ,47.4891 ,7.68701 ,7.49011 ,15.197
25 ,47.846 ,7.51976 ,7.49011 ,15.8401
26 ,50.1252 ,7.7149 ,7.49011 ,16.5744
27 ,46.8974 ,7.50953 ,7.49011 ,17.1546
28 ,49.5946 ,7.67831 ,7.49011 ,17.8124
29 ,49.6199 ,7.57841 ,7.49011 ,18.4616
30 ,48.5023 ,7.76742 ,7.49011 ,19.1147
31 ,49.1145 ,7.69788 ,7.49011 ,19.7373
32 ,49.0689 ,7.74149 ,7.49011 ,20.3788
33 ,50.863 ,7.72909 ,7.49011 ,21.0878
34 ,45.1038 ,7.74452 ,7.49011 ,21.605
35 ,48.1713 ,7.63863 ,7.49011 ,22.2308
36 ,46.4508 ,7.57096 ,7.49011 ,22.8195
37 ,48.2122 ,7.63789 ,7.49011 ,23.4866
38 ,46.6549 ,7.55601 ,7.49011 ,24.0919
39 ,49.0033 ,7.55999 ,7.49011 ,24.7425
40 ,49.5765 ,7.50762 ,7.49011 ,25.4454
41 ,49.6894 ,7.58038 ,7.49011 ,26.0689
42 ,49.5311 ,7.62494 ,7.49011 ,26.7398
43 ,48.8803 ,7.68691 ,7.49011 ,27.3694
44 ,48.0033 ,7.80803 ,7.49011 ,28.0255
45 ,48.2257 ,7.59768 ,7.49011 ,28.6938
46 ,48.9253 ,7.54982 ,7.49011 ,29.3999
47 ,46.8854 ,7.56097 ,7.49011 ,30.0316
48 ,48.8943 ,7.78462 ,7.49011 ,30.6552
49 ,49.6591 ,7.68691 ,7.49011 ,31.3146
50 ,47.925 ,7.70983 ,7.49011 ,31.9267
51 ,48.6458 ,7.63814 ,7.49011 ,32.5904
52 ,45.6715 ,7.67849 ,7.49011 ,33.1139
53 ,48.1273 ,7.78312 ,7.49011 ,33.8084
54 ,46.3116 ,7.68458 ,7.49011 ,34.3575
55 ,45.8007 ,7.48651 ,7.48651 ,34.9011
56 ,47.364 ,7.55628 ,7.48651 ,35.5097
57 ,45.6343 ,7.57735 ,7.48651 ,36.0808
58 ,47.7738 ,7.64545 ,7.48651 ,36.7458
59 ,49.24 ,7.6007 ,7.48651 ,37.3765
60 ,48.312 ,7.69712 ,7.48651 ,38.0305
61 ,47.0393 ,7.55667 ,7.48651 ,38.6391
62 ,46.9486 ,7.7234 ,7.48651 ,39.228
63 ,46.1825 ,7.57115 ,7.48651 ,39.8062
64 ,48.5365 ,7.55852 ,7.48651 ,40.4174
65 ,47.4594 ,7.65912 ,7.48651 ,41.0366
66 ,46.109 ,7.65271 ,7.48651 ,41.6402
67 ,51.2145 ,7.71556 ,7.48651 ,42.4339
68 ,48.7214 ,7.68182 ,7.48651 ,43.1037
69 ,49.2254 ,7.58686 ,7.48651 ,43.8221
70 ,45.8706 ,7.64326 ,7.48651 ,44.4454
71 ,47.0314 ,7.89573 ,7.48651 ,45.0147
72 ,46.2956 ,7.95693 ,7.48651 ,45.6231
73 ,47.5616 ,7.74857 ,7.48651 ,46.2559
74 ,47.5786 ,7.59262 ,7.48651 ,46.8339
75 ,47.6122 ,7.72927 ,7.48651 ,47.4443
76 ,47.7885 ,7.775 ,7.48651 ,48.0845
77 ,47.6684 ,7.8277 ,7.48651 ,48.7033
78 ,50.2751 ,7.73888 ,7.48651 ,49.3653
79 ,50.0527 ,7.68664 ,7.48651 ,50.0731
80 ,46.6913 ,7.53289 ,7.48651 ,50.6984
81 ,48.2004 ,7.51 ,7.48651 ,51.3723
82 ,46.6191 ,7.52371 ,7.48651 ,51.9401
83 ,48.0206 ,7.6234 ,7.48651 ,52.5744
84 ,46.1896 ,7.58541 ,7.48651 ,53.1273
85 ,47.2714 ,7.79504 ,7.48651 ,53.6932
86 ,48.8634 ,7.60246 ,7.48651 ,54.3727
87 ,47.0321 ,7.5951 ,7.48651 ,54.9376
88 ,50.9952 ,7.66401 ,7.48651 ,55.6288
89 ,47.7707 ,7.79424 ,7.48651 ,56.2579
90 ,47.3596 ,7.70788 ,7.48651 ,56.8945
91 ,47.8642 ,7.73878 ,7.48651 ,57.5409
92 ,48.2443 ,7.72086 ,7.48651 ,58.1764
93 ,47.9001 ,7.81386 ,7.48651 ,58.8013
94 ,49.9623 ,7.65546 ,7.48651 ,59.4828
95 ,45.5969 ,7.71953 ,7.48651 ,60.0642
