tourCount, initScore, optScore, bestScore, sec
1 ,47.1045 ,7.75338 ,7.75338 ,0.719862
2 ,49.6238 ,7.62162 ,7.62162 ,1.46703
3 ,48.2395 ,7.58426 ,7.58426 ,2.16824
4 ,48.8225 ,7.50322 ,7.50322 ,2.92745
5 ,48.3796 ,7.65162 ,7.50322 ,3.62897
6 ,46.3105 ,7.40619 ,7.40619 ,4.28472
7 ,48.1431 ,7.60273 ,7.40619 ,5.00384
8 ,47.6027 ,7.58693 ,7.40619 ,5.66814
9 ,46.1279 ,7.7941 ,7.40619 ,6.30184
10 ,48.5566 ,7.62036 ,7.40619 ,7.02188
11 ,46.5683 ,7.72965 ,7.40619 ,7.64943
12 ,47.0575 ,7.82282 ,7.40619 ,8.24107
13 ,48.9108 ,7.75789 ,7.40619 ,8.93172
14 ,50.2855 ,7.72166 ,7.40619 ,9.69295
15 ,46.5398 ,7.7143 ,7.40619 ,10.3489
16 ,49.0734 ,7.56416 ,7.40619 ,11.1297
17 ,48.9327 ,7.73848 ,7.40619 ,11.8141
18 ,47.8079 ,7.81397 ,7.40619 ,12.4637
19 ,47.2053 ,7.56102 ,7.40619 ,13.1428
20 ,46.9388 ,7.83746 ,7.40619 ,13.8575
21 ,49.2044 ,7.53743 ,7.40619 ,14.5937
22 ,48.2223 ,7.54558 ,7.40619 ,15.306
23 ,46.7551 ,7.56149 ,7.40619 ,15.9724
24 ,47.4891 ,7.52426 ,7.40619 ,16.6539
25 ,47.846 ,7.63798 ,7.40619 ,17.3325
26 ,50.1252 ,7.54475 ,7.40619 ,18.1531
27 ,46.8974 ,7.60609 ,7.40619 ,18.7962
28 ,49.5946 ,7.63039 ,7.40619 ,19.5651
29 ,49.6199 ,7.63827 ,7.40619 ,20.2807
30 ,48.5023 ,7.59503 ,7.40619 ,20.9867
31 ,49.1145 ,7.57158 ,7.40619 ,21.6542
32 ,49.0689 ,7.53172 ,7.40619 ,22.3534
33 ,50.863 ,7.67575 ,7.40619 ,23.1147
