tourCount, initScore, optScore, bestScore, sec
1 ,54.3423 ,8.64664 ,8.64664 ,0.06908
2 ,56.1358 ,8.47736 ,8.47736 ,0.144511
3 ,56.4428 ,8.82409 ,8.47736 ,0.225265
4 ,55.2817 ,8.85305 ,8.47736 ,0.297456
5 ,58.2025 ,8.67401 ,8.47736 ,0.380141
6 ,57.6584 ,8.29882 ,8.29882 ,0.456253
7 ,57.9618 ,8.52451 ,8.29882 ,0.529949
8 ,60.8684 ,8.33344 ,8.29882 ,0.62504
9 ,56.0668 ,8.911 ,8.29882 ,0.700418
10 ,56.9027 ,8.35654 ,8.29882 ,0.781232
11 ,54.8252 ,8.76075 ,8.29882 ,0.846181
12 ,57.066 ,8.42689 ,8.29882 ,0.922624
13 ,53.249 ,8.65493 ,8.29882 ,0.993586
14 ,58.6455 ,8.12216 ,8.12216 ,1.07291
15 ,53.9107 ,8.52113 ,8.12216 ,1.14406
16 ,52.7307 ,8.66147 ,8.12216 ,1.2097
17 ,54.305 ,8.48336 ,8.12216 ,1.27817
18 ,57.9942 ,8.75684 ,8.12216 ,1.35715
19 ,59.0465 ,8.67503 ,8.12216 ,1.44084
20 ,58.0475 ,8.87134 ,8.12216 ,1.52168
21 ,57.1135 ,8.43666 ,8.12216 ,1.59624
22 ,60.7155 ,8.72276 ,8.12216 ,1.68838
23 ,55.4704 ,8.76925 ,8.12216 ,1.76493
24 ,57.1931 ,8.46434 ,8.12216 ,1.84252
25 ,58.5622 ,8.70748 ,8.12216 ,1.92654
26 ,53.8453 ,8.58967 ,8.12216 ,1.99188
27 ,57.319 ,8.79009 ,8.12216 ,2.07337
28 ,53.5749 ,8.48168 ,8.12216 ,2.14127
29 ,56.9346 ,8.54767 ,8.12216 ,2.22095
30 ,54.736 ,8.65494 ,8.12216 ,2.28832
31 ,56.4298 ,8.81919 ,8.12216 ,2.36919
32 ,54.821 ,8.50936 ,8.12216 ,2.44097
33 ,55.6903 ,9.04849 ,8.12216 ,2.51909
34 ,53.1622 ,8.49362 ,8.12216 ,2.58767
35 ,57.3372 ,8.51276 ,8.12216 ,2.67176
36 ,58.6808 ,8.68333 ,8.12216 ,2.75339
37 ,58.724 ,9.03318 ,8.12216 ,2.83712
38 ,56.2948 ,8.9183 ,8.12216 ,2.90778
39 ,53.2577 ,8.32939 ,8.12216 ,2.97381
40 ,56.758 ,8.90048 ,8.12216 ,3.05204
41 ,58.1378 ,8.2408 ,8.12216 ,3.13747
42 ,58.2781 ,8.51928 ,8.12216 ,3.21407
43 ,56.0728 ,8.54756 ,8.12216 ,3.28997
44 ,59.1797 ,8.43602 ,8.12216 ,3.36865
45 ,53.5585 ,9.02045 ,8.12216 ,3.43513
46 ,55.8941 ,8.41874 ,8.12216 ,3.50981
47 ,55.2928 ,8.87879 ,8.12216 ,3.58207
48 ,52.6671 ,8.76339 ,8.12216 ,3.64945
49 ,59.1373 ,8.79958 ,8.12216 ,3.73811
50 ,56.9462 ,8.39664 ,8.12216 ,3.81324
51 ,53.8657 ,8.44186 ,8.12216 ,3.8843
52 ,55.902 ,8.33274 ,8.12216 ,3.96645
53 ,54.1656 ,8.81196 ,8.12216 ,4.03901
54 ,57.757 ,8.71697 ,8.12216 ,4.11722
55 ,53.9466 ,8.44358 ,8.12216 ,4.18522
56 ,57.8246 ,8.77293 ,8.12216 ,4.26286
57 ,55.6688 ,8.42908 ,8.12216 ,4.33472
58 ,54.4326 ,8.74168 ,8.12216 ,4.40622
59 ,54.304 ,8.49078 ,8.12216 ,4.47551
60 ,54.9198 ,8.51019 ,8.12216 ,4.54456
61 ,55.0541 ,8.7111 ,8.12216 ,4.61532
62 ,57.3008 ,8.29689 ,8.12216 ,4.69058
63 ,55.2005 ,8.83343 ,8.12216 ,4.76144
64 ,55.756 ,8.47303 ,8.12216 ,4.83718
65 ,57.3728 ,8.5126 ,8.12216 ,4.91565
66 ,52.3832 ,8.8617 ,8.12216 ,4.97595
67 ,57.957 ,8.84522 ,8.12216 ,5.05529
68 ,56.5963 ,8.38293 ,8.12216 ,5.12935
69 ,56.0388 ,8.50861 ,8.12216 ,5.19987
70 ,53.9824 ,8.5551 ,8.12216 ,5.2687
71 ,55.6745 ,8.47944 ,8.12216 ,5.34165
72 ,53.3612 ,8.58607 ,8.12216 ,5.40667
73 ,55.1979 ,8.48961 ,8.12216 ,5.47386
74 ,56.5741 ,8.5174 ,8.12216 ,5.54696
75 ,59.4993 ,8.75735 ,8.12216 ,5.63281
76 ,60.9166 ,8.49152 ,8.12216 ,5.7239
77 ,57.6593 ,8.36753 ,8.12216 ,5.80704
78 ,54.1419 ,8.32673 ,8.12216 ,5.87596
79 ,58.9265 ,8.64166 ,8.12216 ,5.96029
80 ,54.0831 ,8.29129 ,8.12216 ,6.02493
81 ,59.6919 ,8.35737 ,8.12216 ,6.11059
82 ,54.108 ,8.61867 ,8.12216 ,6.18252
83 ,54.8398 ,8.37135 ,8.12216 ,6.2549
84 ,58.2606 ,8.52976 ,8.12216 ,6.33594
85 ,55.5262 ,8.70204 ,8.12216 ,6.4097
86 ,56.4656 ,8.54106 ,8.12216 ,6.48853
87 ,52.435 ,8.26857 ,8.12216 ,6.55166
88 ,54.0034 ,8.82151 ,8.12216 ,6.62063
89 ,54.8465 ,8.54438 ,8.12216 ,6.69174
90 ,56.9066 ,8.23242 ,8.12216 ,6.7673
91 ,53.158 ,8.88119 ,8.12216 ,6.83239
92 ,57.8393 ,8.52827 ,8.12216 ,6.91314
93 ,53.0625 ,8.54896 ,8.12216 ,6.97529
94 ,60.0907 ,8.24555 ,8.12216 ,7.05733
95 ,56.492 ,8.76671 ,8.12216 ,7.13499
96 ,54.6605 ,8.5951 ,8.12216 ,7.20194
97 ,57.9289 ,8.5553 ,8.12216 ,7.28256
98 ,52.7921 ,8.79813 ,8.12216 ,7.35043
99 ,57.7712 ,8.12522 ,8.12216 ,7.42622
100 ,58.7556 ,8.29299 ,8.12216 ,7.512
101 ,58.9357 ,8.33352 ,8.12216 ,7.59553
102 ,57.18 ,8.74563 ,8.12216 ,7.67422
103 ,53.5733 ,8.50561 ,8.12216 ,7.74145
104 ,57.3491 ,8.45226 ,8.12216 ,7.81874
105 ,55.4041 ,8.38872 ,8.12216 ,7.89634
106 ,54.3814 ,8.70034 ,8.12216 ,7.96404
107 ,56.7379 ,8.74444 ,8.12216 ,8.04441
108 ,55.0099 ,8.62416 ,8.12216 ,8.10974
109 ,56.2541 ,8.44701 ,8.12216 ,8.18494
110 ,52.6108 ,8.27524 ,8.12216 ,8.25287
111 ,54.8806 ,8.50426 ,8.12216 ,8.32649
112 ,56.4406 ,8.58248 ,8.12216 ,8.40516
113 ,55.1751 ,8.6291 ,8.12216 ,8.47451
114 ,56.5728 ,8.35166 ,8.12216 ,8.54912
115 ,55.7981 ,8.59557 ,8.12216 ,8.61988
116 ,55.2072 ,8.83405 ,8.12216 ,8.69996
117 ,54.9131 ,8.61063 ,8.12216 ,8.76768
118 ,54.7771 ,8.64765 ,8.12216 ,8.84339
119 ,58.4757 ,8.35336 ,8.12216 ,8.91601
120 ,56.1886 ,8.85297 ,8.12216 ,8.98847
121 ,54.3817 ,8.7761 ,8.12216 ,9.05463
122 ,51.5686 ,8.6796 ,8.12216 ,9.12001
123 ,56.8662 ,8.39548 ,8.12216 ,9.19194
124 ,57.805 ,8.70675 ,8.12216 ,9.26833
125 ,57.5763 ,8.57669 ,8.12216 ,9.34585
126 ,54.8133 ,8.63451 ,8.12216 ,9.42026
127 ,54.4234 ,8.40804 ,8.12216 ,9.49178
128 ,54.0768 ,8.87427 ,8.12216 ,9.56266
129 ,56.0198 ,8.81642 ,8.12216 ,9.64139
130 ,57.9927 ,8.56288 ,8.12216 ,9.72049
131 ,59.6312 ,8.74335 ,8.12216 ,9.80499
132 ,57.3837 ,8.47125 ,8.12216 ,9.88174
133 ,53.0332 ,8.68472 ,8.12216 ,9.95078
134 ,57.1779 ,8.28783 ,8.12216 ,10.0296
135 ,58.1685 ,8.72922 ,8.12216 ,10.1052
136 ,59.5948 ,8.38859 ,8.12216 ,10.1978
137 ,52.6527 ,8.82365 ,8.12216 ,10.2662
138 ,58.7472 ,8.69611 ,8.12216 ,10.3448
139 ,56.8173 ,8.71471 ,8.12216 ,10.4208
140 ,55.3691 ,8.51301 ,8.12216 ,10.4918
141 ,51.7764 ,8.50253 ,8.12216 ,10.5546
142 ,57.5109 ,8.28807 ,8.12216 ,10.6356
143 ,58.0277 ,8.65769 ,8.12216 ,10.7143
144 ,56.9053 ,8.88883 ,8.12216 ,10.785
145 ,57.2799 ,8.85934 ,8.12216 ,10.8672
146 ,61.6793 ,8.48772 ,8.12216 ,10.9572
147 ,56.859 ,8.96422 ,8.12216 ,11.0247
148 ,53.5301 ,8.75389 ,8.12216 ,11.0884
149 ,57.6456 ,8.79883 ,8.12216 ,11.1688
150 ,55.38 ,8.97467 ,8.12216 ,11.2372
