tourCount, initScore, optScore, bestScore, sec
1 ,49.3256 ,7.55517 ,7.55517 ,0.747946
2 ,48.1134 ,7.97137 ,7.55517 ,1.44691
3 ,48.2814 ,7.56418 ,7.55517 ,2.10187
4 ,46.6976 ,7.66971 ,7.55517 ,2.74403
5 ,48.5264 ,7.52109 ,7.52109 ,3.48348
6 ,47.331 ,7.61718 ,7.52109 ,4.13768
7 ,48.1862 ,7.73553 ,7.52109 ,4.79354
8 ,48.9542 ,7.64086 ,7.52109 ,5.56593
9 ,44.8184 ,7.67922 ,7.52109 ,6.18016
10 ,49.492 ,7.51695 ,7.51695 ,6.95613
11 ,48.2447 ,7.70084 ,7.51695 ,7.6051
12 ,48.1572 ,7.55534 ,7.51695 ,8.3225
13 ,47.6365 ,7.98264 ,7.51695 ,9.0093
14 ,48.3801 ,7.78049 ,7.51695 ,9.65786
15 ,49.0794 ,7.58522 ,7.51695 ,10.3214
16 ,48.921 ,7.57781 ,7.51695 ,11.0343
17 ,47.9748 ,7.59994 ,7.51695 ,11.721
18 ,48.284 ,7.56526 ,7.51695 ,12.4094
19 ,47.6067 ,7.65525 ,7.51695 ,13.1413
20 ,47.9607 ,7.53306 ,7.51695 ,13.8364
21 ,45.9101 ,7.57144 ,7.51695 ,14.4914
22 ,46.9104 ,7.87051 ,7.51695 ,15.1751
23 ,49.0001 ,7.87572 ,7.51695 ,15.8948
24 ,49.6278 ,7.61267 ,7.51695 ,16.6651
25 ,48.8696 ,7.78843 ,7.51695 ,17.4151
26 ,48.6922 ,7.45998 ,7.45998 ,18.1667
27 ,49.8656 ,7.53942 ,7.45998 ,18.9555
28 ,47.8663 ,7.69507 ,7.45998 ,19.6868
29 ,47.718 ,7.69676 ,7.45998 ,20.3753
30 ,47.5276 ,7.7504 ,7.45998 ,21.0271
31 ,49.4041 ,7.7827 ,7.45998 ,21.8032
32 ,48.0569 ,7.66283 ,7.45998 ,22.5036
33 ,51.6883 ,7.44376 ,7.44376 ,23.3197
34 ,48.5571 ,7.75187 ,7.44376 ,24.0412
35 ,47.4897 ,7.72544 ,7.44376 ,24.7182
36 ,44.7899 ,7.63833 ,7.44376 ,25.3289
37 ,49.4336 ,7.6636 ,7.44376 ,26.0106
38 ,48.6908 ,7.6489 ,7.44376 ,26.7358
39 ,50.425 ,7.61576 ,7.44376 ,27.4763
40 ,48.3024 ,7.66015 ,7.44376 ,28.2171
41 ,49.0881 ,7.71853 ,7.44376 ,28.9401
42 ,48.3309 ,7.62095 ,7.44376 ,29.6083
43 ,48.4904 ,7.84609 ,7.44376 ,30.3444
44 ,48.5128 ,7.54436 ,7.44376 ,31.0975
45 ,48.6917 ,7.56295 ,7.44376 ,31.8064
46 ,44.5162 ,7.71938 ,7.44376 ,32.4031
47 ,50.2654 ,7.69946 ,7.44376 ,33.1791
48 ,49.7099 ,7.55383 ,7.44376 ,33.9356
49 ,49.2698 ,7.69507 ,7.44376 ,34.7059
50 ,48.9796 ,7.67024 ,7.44376 ,35.419
51 ,47.756 ,7.57617 ,7.44376 ,36.0943
52 ,48.705 ,7.56332 ,7.44376 ,36.8245
53 ,47.3732 ,7.56888 ,7.44376 ,37.4619
54 ,43.6128 ,7.62217 ,7.44376 ,38.0828
55 ,46.65 ,7.8643 ,7.44376 ,38.7304
56 ,46.2894 ,7.64937 ,7.44376 ,39.3855
57 ,48.9558 ,7.6809 ,7.44376 ,40.0846
58 ,47.0948 ,7.57302 ,7.44376 ,40.7203
59 ,46.6877 ,7.70693 ,7.44376 ,41.3435
60 ,49.2754 ,7.74958 ,7.44376 ,42.0664
61 ,49.0276 ,7.49913 ,7.44376 ,42.7728
62 ,47.6994 ,7.6477 ,7.44376 ,43.4282
63 ,48.4944 ,7.73649 ,7.44376 ,44.1553
64 ,47.3511 ,7.92338 ,7.44376 ,44.8245
65 ,48.2076 ,7.66347 ,7.44376 ,45.5134
66 ,48.8603 ,7.72586 ,7.44376 ,46.2375
67 ,46.745 ,7.59964 ,7.44376 ,46.8872
68 ,46.2871 ,7.61173 ,7.44376 ,47.515
69 ,49.772 ,7.81914 ,7.44376 ,48.3062
70 ,47.6798 ,7.57622 ,7.44376 ,49.0323
71 ,48.3145 ,7.5905 ,7.44376 ,49.7494
72 ,46.7922 ,7.56827 ,7.44376 ,50.4382
73 ,48.2944 ,7.76754 ,7.44376 ,51.1666
74 ,49.3665 ,7.60139 ,7.44376 ,51.9009
75 ,49.913 ,7.68977 ,7.44376 ,52.6636
76 ,49.2205 ,7.58885 ,7.44376 ,53.3998
77 ,48.0785 ,7.64541 ,7.44376 ,54.0463
78 ,49.9414 ,7.61231 ,7.44376 ,54.8199
79 ,50.1364 ,7.65705 ,7.44376 ,55.5768
80 ,45.3491 ,7.56663 ,7.44376 ,56.2195
81 ,46.4693 ,7.68069 ,7.44376 ,56.8707
82 ,47.9525 ,7.51736 ,7.44376 ,57.5609
83 ,48.5198 ,7.60592 ,7.44376 ,58.3049
84 ,49.4852 ,7.71086 ,7.44376 ,59.0418
85 ,46.948 ,7.72611 ,7.44376 ,59.7123
86 ,49.035 ,7.60998 ,7.44376 ,60.4621
