tourCount, initScore, optScore, bestScore, sec
1 ,46.8973 ,7.61255 ,7.61255 ,0.63153
2 ,47.1443 ,7.76661 ,7.61255 ,1.30303
3 ,47.0761 ,7.53915 ,7.53915 ,1.95811
4 ,46.5074 ,7.5956 ,7.53915 ,2.70397
5 ,48.2635 ,7.68994 ,7.53915 ,3.40394
6 ,46.6981 ,7.48498 ,7.48498 ,4.04096
7 ,45.5392 ,7.5275 ,7.48498 ,4.69068
8 ,49.2669 ,7.81006 ,7.48498 ,5.49345
9 ,48.0409 ,7.52861 ,7.48498 ,6.21286
10 ,47.2581 ,7.87558 ,7.48498 ,6.88541
11 ,48.6274 ,7.65474 ,7.48498 ,7.58786
12 ,45.6303 ,7.83621 ,7.48498 ,8.24286
13 ,48.1734 ,7.58048 ,7.48498 ,8.96546
14 ,49.2095 ,7.52667 ,7.48498 ,9.70392
15 ,47.2791 ,7.64267 ,7.48498 ,10.366
16 ,49.1259 ,7.71057 ,7.48498 ,11.1158
17 ,48.4023 ,7.56359 ,7.48498 ,11.8153
18 ,47.4931 ,7.55097 ,7.48498 ,12.5279
19 ,49.858 ,7.65893 ,7.48498 ,13.2519
20 ,49.8235 ,7.54146 ,7.48498 ,14.0674
21 ,46.8986 ,7.64228 ,7.48498 ,14.7461
22 ,47.7352 ,7.52272 ,7.48498 ,15.4502
23 ,47.2739 ,7.59053 ,7.48498 ,16.1184
24 ,46.7293 ,7.55659 ,7.48498 ,16.7701
25 ,50.6222 ,7.54051 ,7.48498 ,17.5649
26 ,47.9408 ,7.70664 ,7.48498 ,18.2533
27 ,47.8495 ,7.67656 ,7.48498 ,18.925
28 ,48.6475 ,7.74461 ,7.48498 ,19.6331
29 ,48.7098 ,7.61301 ,7.48498 ,20.3522
30 ,47.887 ,7.55645 ,7.48498 ,21.0453
31 ,46.3522 ,7.67069 ,7.48498 ,21.7013
32 ,48.541 ,7.82631 ,7.48498 ,22.4111
33 ,48.7857 ,7.75773 ,7.48498 ,23.152
34 ,45.6449 ,7.60102 ,7.48498 ,23.7731
35 ,48.0901 ,7.62025 ,7.48498 ,24.4823
36 ,45.8211 ,7.57726 ,7.48498 ,25.1267
37 ,47.6515 ,7.61153 ,7.48498 ,25.847
38 ,46.3705 ,7.70813 ,7.48498 ,26.5147
39 ,48.1388 ,7.62035 ,7.48498 ,27.1972
40 ,46.6266 ,7.70926 ,7.48498 ,27.8662
41 ,48.6075 ,7.50426 ,7.48498 ,28.5638
42 ,48.6584 ,7.62441 ,7.48498 ,29.2996
43 ,50.5269 ,7.66454 ,7.48498 ,30.1019
44 ,46.9052 ,7.55143 ,7.48498 ,30.7837
45 ,50.0558 ,7.55893 ,7.48498 ,31.5576
46 ,47.1444 ,7.7362 ,7.48498 ,32.2567
47 ,47.9306 ,7.67313 ,7.48498 ,32.9299
48 ,45.9756 ,7.63234 ,7.48498 ,33.6036
49 ,48.4521 ,7.72528 ,7.48498 ,34.3274
50 ,46.0639 ,7.91246 ,7.48498 ,34.9605
51 ,48.8597 ,7.46233 ,7.46233 ,35.6974
52 ,50.7108 ,7.61284 ,7.46233 ,36.4857
53 ,48.3047 ,7.56101 ,7.46233 ,37.1519
54 ,48.3313 ,7.64612 ,7.46233 ,37.8553
55 ,46.1525 ,7.54022 ,7.46233 ,38.5107
56 ,47.1267 ,7.86748 ,7.46233 ,39.1559
57 ,48.9904 ,7.82325 ,7.46233 ,39.9276
58 ,48.1448 ,7.53593 ,7.46233 ,40.6599
59 ,47.0416 ,7.61922 ,7.46233 ,41.3083
60 ,47.2582 ,7.72535 ,7.46233 ,42.0309
61 ,48.3819 ,7.75622 ,7.46233 ,42.7554
62 ,46.8333 ,7.59761 ,7.46233 ,43.4154
63 ,48.1874 ,7.56187 ,7.46233 ,44.1233
64 ,51.3622 ,7.56474 ,7.46233 ,44.9167
65 ,47.7331 ,7.72007 ,7.46233 ,45.5776
66 ,46.2003 ,7.53927 ,7.46233 ,46.2326
67 ,49.3469 ,7.48321 ,7.46233 ,46.9831
68 ,47.8514 ,7.60704 ,7.46233 ,47.6841
69 ,49.3054 ,7.75414 ,7.46233 ,48.4518
70 ,46.7093 ,7.68544 ,7.46233 ,49.0899
71 ,47.3756 ,7.711 ,7.46233 ,49.7595
72 ,46.3494 ,7.56024 ,7.46233 ,50.4938
73 ,49.8135 ,7.59618 ,7.46233 ,51.2379
74 ,47.5907 ,7.49043 ,7.46233 ,51.9469
75 ,48.4303 ,7.58911 ,7.46233 ,52.6364
76 ,47.7286 ,7.66313 ,7.46233 ,53.35
77 ,48.906 ,7.76789 ,7.46233 ,54.0896
78 ,48.0624 ,7.65574 ,7.46233 ,54.7733
79 ,48.4182 ,7.5454 ,7.46233 ,55.4633
80 ,48.8192 ,7.55537 ,7.46233 ,56.1797
81 ,49.9094 ,7.69666 ,7.46233 ,56.9333
82 ,48.7243 ,7.70151 ,7.46233 ,57.6831
83 ,50.3769 ,7.70522 ,7.46233 ,58.4453
84 ,47.6532 ,7.61795 ,7.46233 ,59.1366
85 ,47.1717 ,7.60933 ,7.46233 ,59.7917
86 ,47.5497 ,7.82525 ,7.46233 ,60.4523
87 ,48.8483 ,7.7213 ,7.46233 ,61.1894
88 ,45.1237 ,7.63834 ,7.46233 ,61.856
