tourCount, initScore, optScore, bestScore, sec
1 ,50.7322 ,7.50084 ,7.50084 ,0.799172
2 ,45.9468 ,7.70918 ,7.50084 ,1.4181
3 ,46.4732 ,7.68488 ,7.50084 ,2.09774
4 ,49.3006 ,7.75805 ,7.50084 ,2.87472
5 ,47.0921 ,7.6858 ,7.50084 ,3.51882
6 ,48.1877 ,7.65385 ,7.50084 ,4.21025
7 ,48.185 ,7.63844 ,7.50084 ,4.94152
8 ,49.343 ,7.66065 ,7.50084 ,5.66332
9 ,49.8761 ,7.87882 ,7.50084 ,6.42778
10 ,48.4741 ,7.77153 ,7.50084 ,7.14732
11 ,50.1772 ,7.69762 ,7.50084 ,7.88668
12 ,48.0669 ,7.60396 ,7.50084 ,8.59564
13 ,47.4364 ,7.52581 ,7.50084 ,9.25611
14 ,47.8085 ,7.56026 ,7.50084 ,9.92581
15 ,45.3573 ,7.59083 ,7.50084 ,10.5334
16 ,48.4518 ,7.60105 ,7.50084 ,11.2294
17 ,47.0752 ,7.62301 ,7.50084 ,11.9025
18 ,49.7845 ,7.63879 ,7.50084 ,12.6144
19 ,47.1445 ,7.64576 ,7.50084 ,13.3026
20 ,47.1865 ,7.50496 ,7.50084 ,13.9372
21 ,48.5708 ,7.66034 ,7.50084 ,14.5995
22 ,45.7328 ,7.74896 ,7.50084 ,15.2562
23 ,47.7159 ,7.63568 ,7.50084 ,15.8961
24 ,48.5959 ,7.53889 ,7.50084 ,16.6333
25 ,49.6523 ,7.67864 ,7.50084 ,17.4184
26 ,46.3957 ,7.57892 ,7.50084 ,18.0665
27 ,47.228 ,7.56306 ,7.50084 ,18.737
28 ,48.811 ,7.72785 ,7.50084 ,19.4861
29 ,45.5291 ,7.66065 ,7.50084 ,20.0825
30 ,49.3069 ,7.61863 ,7.50084 ,20.8552
31 ,46.5692 ,7.48145 ,7.48145 ,21.5674
32 ,46.2018 ,7.83136 ,7.48145 ,22.1974
33 ,49.4627 ,7.74289 ,7.48145 ,22.9753
34 ,48.4811 ,7.60458 ,7.48145 ,23.7288
35 ,46.5303 ,7.61541 ,7.48145 ,24.4185
36 ,48.3683 ,7.55124 ,7.48145 ,25.1233
37 ,47.9983 ,7.73618 ,7.48145 ,25.8685
38 ,47.5443 ,7.58649 ,7.48145 ,26.5947
39 ,47.2787 ,7.55692 ,7.48145 ,27.2627
40 ,49.6281 ,7.66628 ,7.48145 ,28.0005
41 ,46.9312 ,7.45699 ,7.45699 ,28.6586
42 ,49.6792 ,7.65156 ,7.45699 ,29.448
43 ,46.8463 ,7.64514 ,7.45699 ,30.117
44 ,49.5647 ,7.47841 ,7.45699 ,30.8891
45 ,45.9825 ,7.73685 ,7.45699 ,31.5686
46 ,47.5318 ,7.88024 ,7.45699 ,32.2204
47 ,48.0982 ,7.62167 ,7.45699 ,32.92
48 ,47.9655 ,7.75744 ,7.45699 ,33.6162
49 ,48.3252 ,7.59385 ,7.45699 ,34.3721
50 ,46.4758 ,7.66638 ,7.45699 ,35.0365
51 ,48.2422 ,7.65827 ,7.45699 ,35.7393
52 ,45.1152 ,7.83836 ,7.45699 ,36.3436
53 ,50.6171 ,7.53886 ,7.45699 ,37.131
54 ,47.9746 ,7.63763 ,7.45699 ,37.8541
55 ,47.9236 ,7.79758 ,7.45699 ,38.5436
56 ,46.7882 ,7.57732 ,7.45699 ,39.2155
57 ,49.8992 ,7.58002 ,7.45699 ,40.0111
58 ,48.292 ,7.71011 ,7.45699 ,40.7058
59 ,46.7431 ,7.65812 ,7.45699 ,41.407
60 ,47.587 ,7.64935 ,7.45699 ,42.1105
61 ,48.7989 ,7.64104 ,7.45699 ,42.8749
62 ,47.8971 ,7.44191 ,7.44191 ,43.5833
63 ,50.2276 ,7.73063 ,7.44191 ,44.3395
64 ,47.9347 ,7.59422 ,7.44191 ,45.0313
65 ,48.2564 ,7.66705 ,7.44191 ,45.7311
66 ,50.4611 ,7.54255 ,7.44191 ,46.4889
67 ,49.9186 ,7.53995 ,7.44191 ,47.2972
68 ,48.4672 ,7.74538 ,7.44191 ,48.0066
69 ,47.2406 ,7.7226 ,7.44191 ,48.6743
70 ,45.4672 ,7.70505 ,7.44191 ,49.2802
71 ,49.8413 ,7.82134 ,7.44191 ,50.0566
72 ,48.0657 ,7.62583 ,7.44191 ,50.715
73 ,49.6596 ,7.62303 ,7.44191 ,51.4497
74 ,51.2954 ,7.58086 ,7.44191 ,52.2495
75 ,47.9708 ,7.77349 ,7.44191 ,52.9558
76 ,49.868 ,7.55501 ,7.44191 ,53.7738
77 ,47.3152 ,7.73055 ,7.44191 ,54.3785
78 ,48.2391 ,7.67855 ,7.44191 ,55.0863
79 ,49.3674 ,7.74954 ,7.44191 ,55.7915
80 ,47.0301 ,7.53206 ,7.44191 ,56.4929
81 ,48.7253 ,7.71543 ,7.44191 ,57.193
82 ,51.0445 ,7.69925 ,7.44191 ,57.9617
83 ,46.7109 ,7.54259 ,7.44191 ,58.6183
84 ,48.3199 ,7.5855 ,7.44191 ,59.3387
85 ,46.9484 ,7.76172 ,7.44191 ,60.0057
