method, SEED, best, swaps, epi, action, dataSet, CPLEX, etc, spendSec, TimeLine 
RL ,2844 ,8.90531 ,76586 ,12 ,436.755 ,160.645 ,1429.72 ,9.95459 ,2037.07 ,1 ,9.62649 ,2 ,9.09652 ,9 ,8.99481 ,151 ,8.90531 ,
F2OPT ,2844 ,8.80189 ,62659 , , , , , ,1.95357 ,1 ,9.02878 ,22 ,9.02492 ,41 ,8.80189 ,
F2OPTB ,2844 ,8.88808 ,34986 , , , , , ,64.7216 ,1 ,8.91556 ,139 ,8.88808 ,
F2OPTM ,2844 ,8.81973 ,35705 , , , , , ,62.183 ,1 ,9.16486 ,15 ,9.15748 ,19 ,9.0582 ,36 ,8.99295 ,96 ,8.94328 ,173 ,8.81973 ,
RL ,5765 ,8.95521 ,75937 ,12 ,442.518 ,162.541 ,1379.01 ,9.67266 ,1993.75 ,1 ,9.22493 ,11 ,9.09903 ,28 ,8.95521 ,
F2OPT ,5765 ,8.80326 ,62044 , , , , , ,1.93555 ,1 ,9.37405 ,4 ,9.01886 ,7 ,8.80326 ,
F2OPTB ,5765 ,8.96536 ,35037 , , , , , ,64.2893 ,1 ,9.53077 ,3 ,9.3684 ,8 ,9.05685 ,98 ,9.04086 ,135 ,8.96536 ,
F2OPTM ,5765 ,8.89199 ,35850 , , , , , ,61.5311 ,1 ,9.50506 ,3 ,9.24981 ,13 ,8.97879 ,184 ,8.96215 ,189 ,8.96087 ,198 ,8.89199 ,
RL ,8471 ,8.9439 ,75783 ,12 ,440.171 ,165.696 ,1385.97 ,9.71849 ,2001.56 ,1 ,9.07315 ,22 ,8.97834 ,138 ,8.9439 ,
F2OPT ,8471 ,8.86195 ,62562 , , , , , ,1.94843 ,1 ,9.83762 ,2 ,9.27904 ,4 ,9.03452 ,5 ,8.86195 ,
F2OPTB ,8471 ,8.94449 ,34823 , , , , , ,64.337 ,1 ,9.41989 ,6 ,9.28369 ,22 ,9.14443 ,29 ,8.9542 ,154 ,8.94449 ,
F2OPTM ,8471 ,8.86197 ,35647 , , , , , ,61.7387 ,1 ,8.97023 ,24 ,8.86197 ,
RL ,9677 ,8.83514 ,74535 ,12 ,437.007 ,165.264 ,1407.37 ,9.44774 ,2019.09 ,1 ,9.53024 ,2 ,9.31649 ,6 ,9.06209 ,58 ,8.83514 ,
F2OPT ,9677 ,8.812 ,62430 , , , , , ,1.94883 ,1 ,9.52315 ,3 ,9.00416 ,25 ,8.97732 ,34 ,8.90525 ,184 ,8.89522 ,194 ,8.812 ,
F2OPTB ,9677 ,8.80771 ,34816 , , , , , ,64.245 ,1 ,9.36511 ,2 ,9.20402 ,7 ,9.18209 ,9 ,9.03085 ,145 ,8.99746 ,184 ,8.80771 ,
F2OPTM ,9677 ,8.86146 ,35935 , , , , , ,61.6773 ,1 ,9.21823 ,5 ,9.14679 ,20 ,9.1288 ,21 ,9.11584 ,36 ,9.01852 ,82 ,9.01229 ,103 ,8.86146 ,
RL ,6414 ,8.92821 ,78161 ,13 ,443.668 ,174.53 ,1595.17 ,10.0588 ,2223.42 ,1 ,9.94384 ,2 ,9.4208 ,3 ,9.28426 ,5 ,9.17559 ,12 ,9.02258 ,48 ,8.92821 ,
F2OPT ,6414 ,8.77944 ,62118 , , , , , ,1.93806 ,1 ,9.53267 ,2 ,9.29881 ,3 ,9.28177 ,7 ,9.1615 ,9 ,9.03533 ,11 ,9.03423 ,41 ,8.77944 ,
F2OPTB ,6414 ,8.91206 ,34888 , , , , , ,64.1237 ,1 ,9.40104 ,4 ,9.20769 ,5 ,9.11209 ,26 ,9.00708 ,69 ,8.942 ,82 ,8.91206 ,
F2OPTM ,6414 ,8.85081 ,35895 , , , , , ,61.645 ,1 ,9.39109 ,2 ,8.88919 ,56 ,8.85081 ,
