method, SEED, best, swaps, epi, action, dataSet, CPLEX, etc, spendSec, TimeLine 
RL ,2844 ,9.20957 ,31308 ,5 ,73.5765 ,25.0277 ,451.364 ,3.12329 ,553.091 ,1 ,10.1855 ,2 ,9.83019 ,6 ,9.72346 ,7 ,9.66501 ,16 ,9.64489 ,31 ,9.47806 ,70 ,9.32347 ,115 ,9.20957 ,
F2OPT ,2844 ,9.13553 ,35439 , , , , , ,0.699143 ,1 ,9.60502 ,2 ,9.56732 ,3 ,9.31585 ,14 ,9.29837 ,17 ,9.29068 ,60 ,9.24713 ,68 ,9.20415 ,163 ,9.13553 ,
F2OPTB ,2844 ,9.42038 ,18687 , , , , , ,13.6512 ,1 ,9.92809 ,2 ,9.74154 ,6 ,9.66357 ,8 ,9.65361 ,14 ,9.42038 ,
F2OPTM ,2844 ,9.45532 ,19232 , , , , , ,13.1384 ,1 ,10.0101 ,2 ,9.71439 ,5 ,9.58951 ,21 ,9.56678 ,35 ,9.45532 ,
RL ,5765 ,9.27939 ,30717 ,5 ,76.6247 ,26.5033 ,488.474 ,3.33457 ,594.937 ,1 ,9.43134 ,18 ,9.40469 ,29 ,9.38932 ,60 ,9.35704 ,133 ,9.27939 ,
F2OPT ,5765 ,9.09189 ,35217 , , , , , ,0.74117 ,1 ,9.47658 ,3 ,9.43867 ,13 ,9.43293 ,18 ,9.28015 ,45 ,9.26413 ,120 ,9.24155 ,150 ,9.09189 ,
F2OPTB ,5765 ,9.48535 ,18632 , , , , , ,14.6012 ,1 ,9.92261 ,3 ,9.71253 ,14 ,9.61819 ,40 ,9.56489 ,105 ,9.48535 ,
F2OPTM ,5765 ,9.41579 ,19168 , , , , , ,14.0295 ,1 ,10.0198 ,2 ,9.85726 ,9 ,9.66684 ,34 ,9.6085 ,58 ,9.55079 ,96 ,9.45453 ,134 ,9.41579 ,
RL ,8471 ,9.32309 ,31462 ,5 ,78.6669 ,26.2146 ,501.259 ,3.41492 ,609.555 ,1 ,9.68101 ,7 ,9.64319 ,13 ,9.42297 ,67 ,9.36474 ,91 ,9.36399 ,97 ,9.35822 ,198 ,9.32309 ,
F2OPT ,8471 ,9.24578 ,35247 , , , , , ,0.733337 ,1 ,9.64862 ,2 ,9.53422 ,3 ,9.50833 ,9 ,9.44525 ,15 ,9.44366 ,22 ,9.41232 ,24 ,9.38838 ,32 ,9.3322 ,53 ,9.25656 ,92 ,9.24578 ,
F2OPTB ,8471 ,9.38709 ,18669 , , , , , ,14.3573 ,1 ,9.46558 ,61 ,9.45498 ,62 ,9.39083 ,157 ,9.38709 ,
F2OPTM ,8471 ,9.30675 ,19239 , , , , , ,13.8049 ,1 ,9.95033 ,2 ,9.55816 ,4 ,9.42488 ,107 ,9.3977 ,126 ,9.30675 ,
RL ,9677 ,9.22792 ,30621 ,5 ,77.6195 ,26.1406 ,477.519 ,3.32147 ,584.601 ,1 ,9.86803 ,2 ,9.86548 ,3 ,9.82282 ,6 ,9.67196 ,7 ,9.57142 ,34 ,9.53193 ,60 ,9.47658 ,77 ,9.44264 ,82 ,9.35674 ,107 ,9.22792 ,
F2OPT ,9677 ,9.1752 ,35554 , , , , , ,0.715948 ,1 ,9.42942 ,2 ,9.3858 ,17 ,9.34768 ,20 ,9.30728 ,27 ,9.2872 ,40 ,9.22637 ,59 ,9.19461 ,125 ,9.1752 ,
F2OPTB ,9677 ,9.4365 ,18779 , , , , , ,13.7542 ,1 ,9.63378 ,3 ,9.59915 ,52 ,9.51561 ,113 ,9.48565 ,173 ,9.4365 ,
F2OPTM ,9677 ,9.54259 ,19205 , , , , , ,12.9075 ,1 ,10.0869 ,2 ,10.0299 ,3 ,9.67667 ,4 ,9.54842 ,14 ,9.54372 ,80 ,9.54259 ,
RL ,6414 ,9.35108 ,31116 ,5 ,72.4937 ,24.7672 ,454.008 ,3.17376 ,554.443 ,1 ,10.0316 ,2 ,9.92255 ,3 ,9.71879 ,6 ,9.59212 ,18 ,9.5047 ,37 ,9.46793 ,63 ,9.45547 ,73 ,9.40019 ,90 ,9.39922 ,161 ,9.35108 ,
F2OPT ,6414 ,9.2376 ,35395 , , , , , ,0.695671 ,1 ,9.51681 ,2 ,9.44778 ,4 ,9.3043 ,57 ,9.2376 ,
F2OPTB ,6414 ,9.45395 ,18686 , , , , , ,13.6306 ,1 ,9.78931 ,2 ,9.62876 ,3 ,9.60231 ,18 ,9.58623 ,28 ,9.50988 ,39 ,9.45978 ,138 ,9.45395 ,
F2OPTM ,6414 ,9.35602 ,19262 , , , , , ,13.0776 ,1 ,10.2548 ,2 ,9.89958 ,5 ,9.72069 ,16 ,9.70893 ,18 ,9.63261 ,20 ,9.54364 ,55 ,9.50092 ,56 ,9.48948 ,67 ,9.48398 ,154 ,9.35602 ,
