method, SEED, best, swaps, epi, action, dataSet, CPLEX, etc, spendSec, TimeLine 
RL ,2844 ,7.06209 ,255841 ,40 ,4306.63 ,1714.3 ,1716.14 ,35.3571 ,7772.42 ,1 ,7.78434 ,2 ,7.68462 ,4 ,7.34467 ,11 ,7.33483 ,19 ,7.25553 ,66 ,7.23876 ,81 ,7.06209 ,
F2OPT ,2844 ,6.96915 ,98822 , , , , , ,4.76037 ,1 ,7.90001 ,2 ,7.50616 ,3 ,7.38601 ,8 ,7.17486 ,19 ,7.09881 ,57 ,7.04702 ,170 ,7.03402 ,200 ,6.96915 ,
F2OPTB ,2844 ,7.10376 ,63722 , , , , , ,338.359 ,1 ,7.89086 ,2 ,7.72881 ,3 ,7.61073 ,5 ,7.13953 ,49 ,7.10376 ,
F2OPTM ,2844 ,7.11549 ,64844 , , , , , ,325.812 ,1 ,7.74848 ,2 ,7.53472 ,5 ,7.3615 ,6 ,7.28918 ,12 ,7.27916 ,25 ,7.17238 ,65 ,7.11779 ,154 ,7.11549 ,
RL ,5765 ,7.14822 ,249945 ,40 ,3984.97 ,1631.23 ,1586.45 ,33.4916 ,7236.14 ,1 ,7.73665 ,2 ,7.359 ,10 ,7.32032 ,20 ,7.16838 ,39 ,7.16332 ,79 ,7.14822 ,
F2OPT ,5765 ,6.99944 ,98625 , , , , , ,4.60111 ,1 ,7.20003 ,7 ,6.99944 ,
F2OPTB ,5765 ,7.16258 ,63422 , , , , , ,300.181 ,1 ,7.26936 ,9 ,7.23707 ,32 ,7.18815 ,100 ,7.16258 ,
F2OPTM ,5765 ,7.0559 ,64748 , , , , , ,287.719 ,1 ,8.28091 ,3 ,7.34187 ,7 ,7.24225 ,17 ,7.21297 ,30 ,7.18668 ,57 ,7.14729 ,94 ,7.0559 ,
RL ,8471 ,7.17699 ,256289 ,41 ,4473.74 ,1828.67 ,1708.74 ,35.2052 ,8046.35 ,1 ,7.7023 ,3 ,7.64461 ,4 ,7.52018 ,9 ,7.33064 ,19 ,7.27912 ,30 ,7.26034 ,46 ,7.18683 ,199 ,7.17699 ,
F2OPT ,8471 ,7.01035 ,98855 , , , , , ,4.74519 ,1 ,7.29655 ,3 ,7.23189 ,18 ,7.08938 ,28 ,7.07724 ,51 ,7.06123 ,99 ,7.05219 ,124 ,7.01035 ,
F2OPTB ,8471 ,7.09801 ,63436 , , , , , ,339.901 ,1 ,7.45114 ,2 ,7.42263 ,4 ,7.18393 ,33 ,7.13991 ,36 ,7.12078 ,197 ,7.09801 ,
F2OPTM ,8471 ,7.07829 ,64713 , , , , , ,326.793 ,1 ,8.33085 ,2 ,7.438 ,10 ,7.31129 ,17 ,7.2029 ,74 ,7.1699 ,84 ,7.07829 ,
RL ,9677 ,7.06133 ,256826 ,41 ,4424.05 ,1805.72 ,1699.53 ,35.486 ,7964.79 ,1 ,7.43669 ,6 ,7.3678 ,11 ,7.3212 ,37 ,7.11409 ,41 ,7.06133 ,
F2OPT ,9677 ,6.95569 ,98936 , , , , , ,4.75194 ,1 ,8.28405 ,2 ,8.04294 ,3 ,7.1599 ,7 ,7.12268 ,30 ,7.08697 ,64 ,7.02662 ,65 ,7.0095 ,70 ,6.95569 ,
F2OPTB ,9677 ,7.09753 ,63660 , , , , , ,337.489 ,1 ,7.47584 ,2 ,7.32194 ,12 ,7.24022 ,49 ,7.17725 ,59 ,7.09753 ,
F2OPTM ,9677 ,7.14882 ,64567 , , , , , ,324.459 ,1 ,7.83182 ,2 ,7.49598 ,5 ,7.27922 ,29 ,7.24584 ,52 ,7.14882 ,
RL ,6414 ,7.12693 ,255866 ,40 ,4231.21 ,1699.17 ,1679.93 ,34.3422 ,7644.65 ,1 ,7.78557 ,2 ,7.74538 ,3 ,7.44053 ,4 ,7.4271 ,5 ,7.33316 ,7 ,7.16242 ,118 ,7.12693 ,
F2OPT ,6414 ,7.02234 ,99026 , , , , , ,4.76934 ,1 ,7.53769 ,2 ,7.4948 ,4 ,7.28219 ,5 ,7.22194 ,6 ,7.05093 ,26 ,7.02602 ,182 ,7.02234 ,
F2OPTB ,6414 ,7.03805 ,63521 , , , , , ,337.289 ,1 ,7.32703 ,7 ,7.16407 ,14 ,7.03805 ,
F2OPTM ,6414 ,7.10327 ,64796 , , , , , ,324.189 ,1 ,7.55515 ,5 ,7.30753 ,7 ,7.27351 ,18 ,7.23604 ,27 ,7.23305 ,47 ,7.17045 ,185 ,7.10327 ,
