method, SEED, best, swaps, epi, action, dataSet, CPLEX, etc, spendSec, TimeLine 
RL ,2844 ,5.48543 ,12875 ,3 ,8.97773 ,3.9744 ,61.7928 ,1.17784 ,75.9228 ,1 ,5.57524 ,3 ,5.52227 ,35 ,5.5085 ,39 ,5.49094 ,96 ,5.48543 ,
F2OPT ,2844 ,5.49534 ,18096 , , , , , ,0.223249 ,1 ,5.81537 ,2 ,5.79579 ,4 ,5.58584 ,8 ,5.56195 ,12 ,5.55937 ,14 ,5.53376 ,32 ,5.53115 ,38 ,5.52201 ,66 ,5.50846 ,72 ,5.50074 ,199 ,5.49534 ,
F2OPTB ,2844 ,5.49534 ,9232 , , , , , ,2.12 ,1 ,5.57524 ,17 ,5.55084 ,38 ,5.52201 ,45 ,5.49759 ,55 ,5.49534 ,
F2OPTM ,2844 ,5.49534 ,9526 , , , , , ,2.01377 ,1 ,5.67235 ,2 ,5.62367 ,6 ,5.56544 ,17 ,5.53932 ,45 ,5.50846 ,82 ,5.50393 ,121 ,5.49534 ,
RL ,5765 ,5.49534 ,13040 ,3 ,9.16229 ,4.1436 ,62.2673 ,1.20209 ,76.7753 ,1 ,5.75826 ,2 ,5.54658 ,11 ,5.54055 ,34 ,5.5108 ,36 ,5.49534 ,106 ,5.49534 ,
F2OPT ,5765 ,5.48318 ,18142 , , , , , ,0.222823 ,1 ,5.73375 ,2 ,5.59552 ,4 ,5.55212 ,21 ,5.53029 ,52 ,5.50799 ,119 ,5.50074 ,126 ,5.49094 ,173 ,5.48318 ,
F2OPTB ,5765 ,5.49094 ,9286 , , , , , ,2.15906 ,1 ,5.68357 ,2 ,5.65086 ,5 ,5.56583 ,8 ,5.49094 ,
F2OPTM ,5765 ,5.49534 ,9588 , , , , , ,2.04944 ,1 ,5.7353 ,3 ,5.51466 ,18 ,5.51232 ,33 ,5.49534 ,
RL ,8471 ,5.49534 ,12890 ,3 ,9.0312 ,3.9766 ,65.3267 ,1.18591 ,79.5204 ,1 ,5.75673 ,3 ,5.64076 ,5 ,5.6304 ,6 ,5.62698 ,7 ,5.60054 ,8 ,5.49534 ,61 ,5.49534 ,
F2OPT ,8471 ,5.48318 ,18300 , , , , , ,0.226942 ,1 ,5.585 ,18 ,5.5587 ,26 ,5.55545 ,39 ,5.51799 ,94 ,5.48318 ,
F2OPTB ,8471 ,5.49759 ,9292 , , , , , ,2.15241 ,1 ,5.63761 ,6 ,5.52227 ,20 ,5.50799 ,125 ,5.49759 ,
F2OPTM ,8471 ,5.48318 ,9569 , , , , , ,2.04664 ,1 ,5.49094 ,26 ,5.48543 ,92 ,5.48318 ,
RL ,9677 ,5.49094 ,13116 ,3 ,9.12101 ,4.07074 ,61.1066 ,1.21234 ,75.5106 ,1 ,5.5423 ,2 ,5.53706 ,31 ,5.52286 ,55 ,5.49094 ,
F2OPT ,9677 ,5.50074 ,18341 , , , , , ,0.227993 ,1 ,5.8305 ,2 ,5.7853 ,3 ,5.68166 ,6 ,5.64229 ,10 ,5.55368 ,32 ,5.51466 ,130 ,5.50074 ,
F2OPTB ,9677 ,5.50799 ,9344 , , , , , ,2.14948 ,1 ,5.55643 ,2 ,5.5332 ,73 ,5.51743 ,132 ,5.50799 ,
F2OPTM ,9677 ,5.49673 ,9577 , , , , , ,2.03585 ,1 ,5.52544 ,5 ,5.51466 ,71 ,5.50846 ,173 ,5.49673 ,
RL ,6414 ,5.49534 ,12763 ,2 ,8.76795 ,2.05466 ,30.2129 ,1.09751 ,42.133 ,1 ,5.69367 ,4 ,5.66797 ,7 ,5.66255 ,9 ,5.58876 ,14 ,5.56414 ,15 ,5.49534 ,
F2OPT ,6414 ,5.49534 ,18508 , , , , , ,0.227452 ,1 ,5.7706 ,3 ,5.72886 ,4 ,5.57595 ,7 ,5.54875 ,28 ,5.49759 ,199 ,5.49534 ,
F2OPTB ,6414 ,5.5184 ,9309 , , , , , ,2.14187 ,1 ,5.66801 ,2 ,5.59176 ,13 ,5.57104 ,22 ,5.54694 ,108 ,5.54658 ,109 ,5.52227 ,149 ,5.5184 ,
F2OPTM ,6414 ,5.5036 ,9515 , , , , , ,2.03778 ,1 ,5.71967 ,3 ,5.55677 ,18 ,5.5142 ,98 ,5.51232 ,200 ,5.5036 ,
