method, SEED, best, swaps, epi, action, dataSet, CPLEX, etc, spendSec, TimeLine 
RL ,2844 ,7.15271 ,23373 ,4 ,28.0458 ,9.78692 ,222.251 ,2.19217 ,262.276 ,1 ,7.7016 ,3 ,7.64726 ,4 ,7.26982 ,18 ,7.25979 ,19 ,7.17423 ,41 ,7.15271 ,
F2OPT ,2844 ,7.09155 ,25429 , , , , , ,0.379622 ,1 ,7.41148 ,3 ,7.14178 ,95 ,7.09155 ,
F2OPTB ,2844 ,7.13186 ,13568 , , , , , ,4.90259 ,1 ,7.53787 ,2 ,7.37541 ,5 ,7.23214 ,12 ,7.2196 ,19 ,7.20114 ,56 ,7.19296 ,83 ,7.17991 ,86 ,7.15441 ,107 ,7.13186 ,
F2OPTM ,2844 ,7.12218 ,13936 , , , , , ,4.67243 ,1 ,7.50908 ,2 ,7.46566 ,4 ,7.34503 ,12 ,7.15962 ,51 ,7.12218 ,
RL ,5765 ,7.13959 ,23137 ,4 ,27.4547 ,9.64224 ,227.947 ,2.18403 ,267.228 ,1 ,7.36804 ,5 ,7.2634 ,17 ,7.23975 ,25 ,7.18374 ,47 ,7.14113 ,75 ,7.13959 ,
F2OPT ,5765 ,7.11378 ,25436 , , , , , ,0.379293 ,1 ,7.69168 ,2 ,7.52994 ,3 ,7.37911 ,7 ,7.22109 ,13 ,7.11378 ,
F2OPTB ,5765 ,7.07603 ,13482 , , , , , ,4.91151 ,1 ,7.43055 ,2 ,7.38884 ,3 ,7.37707 ,4 ,7.30239 ,6 ,7.29349 ,32 ,7.16253 ,83 ,7.07603 ,
F2OPTM ,5765 ,7.14897 ,13962 , , , , , ,4.70331 ,1 ,7.64526 ,2 ,7.47184 ,3 ,7.14897 ,
RL ,8471 ,7.12454 ,22911 ,4 ,27.2993 ,9.42536 ,220.187 ,2.15267 ,259.064 ,1 ,7.50655 ,3 ,7.49389 ,4 ,7.41727 ,8 ,7.40282 ,9 ,7.37909 ,11 ,7.33924 ,12 ,7.20897 ,52 ,7.18733 ,69 ,7.18518 ,73 ,7.12586 ,84 ,7.12454 ,
F2OPT ,8471 ,7.12506 ,25571 , , , , , ,0.381896 ,1 ,7.15149 ,28 ,7.12506 ,
F2OPTB ,8471 ,7.15209 ,13548 , , , , , ,4.88338 ,1 ,7.66432 ,2 ,7.35986 ,4 ,7.33116 ,5 ,7.26899 ,10 ,7.24115 ,11 ,7.19654 ,37 ,7.16699 ,155 ,7.15209 ,
F2OPTM ,8471 ,7.13914 ,14025 , , , , , ,4.74397 ,1 ,7.3505 ,3 ,7.30387 ,6 ,7.27593 ,8 ,7.24722 ,10 ,7.2034 ,33 ,7.19742 ,36 ,7.18356 ,59 ,7.13914 ,
RL ,9677 ,7.15001 ,20943 ,4 ,25.1237 ,9.62316 ,220.375 ,1.94723 ,257.069 ,1 ,7.33554 ,5 ,7.29224 ,8 ,7.22992 ,19 ,7.20587 ,38 ,7.20584 ,51 ,7.18461 ,65 ,7.17427 ,92 ,7.15001 ,
F2OPT ,9677 ,7.10534 ,25658 , , , , , ,0.382679 ,1 ,7.64521 ,2 ,7.41286 ,6 ,7.28567 ,12 ,7.24943 ,15 ,7.17122 ,30 ,7.12454 ,65 ,7.1191 ,115 ,7.10534 ,
F2OPTB ,9677 ,7.09756 ,13538 , , , , , ,4.92597 ,1 ,7.53368 ,3 ,7.53181 ,5 ,7.41657 ,6 ,7.30001 ,13 ,7.27885 ,23 ,7.26564 ,34 ,7.10358 ,173 ,7.09756 ,
F2OPTM ,9677 ,7.0999 ,13852 , , , , , ,4.71609 ,1 ,7.66809 ,2 ,7.51936 ,3 ,7.46744 ,6 ,7.25309 ,29 ,7.23783 ,59 ,7.20825 ,61 ,7.0999 ,
RL ,6414 ,7.1744 ,22761 ,4 ,27.3535 ,9.71213 ,223.239 ,2.1342 ,262.439 ,1 ,7.53186 ,4 ,7.51798 ,7 ,7.32978 ,8 ,7.27184 ,13 ,7.2336 ,15 ,7.20906 ,39 ,7.18942 ,58 ,7.1744 ,
F2OPT ,6414 ,7.09155 ,25523 , , , , , ,0.381361 ,1 ,7.34724 ,3 ,7.22721 ,34 ,7.17734 ,62 ,7.15615 ,65 ,7.13186 ,182 ,7.09155 ,
F2OPTB ,6414 ,7.13285 ,13602 , , , , , ,4.94316 ,1 ,7.3541 ,4 ,7.23213 ,16 ,7.15403 ,195 ,7.13285 ,
F2OPTM ,6414 ,7.10124 ,13874 , , , , , ,4.71059 ,1 ,7.49191 ,2 ,7.46512 ,5 ,7.38453 ,6 ,7.2751 ,20 ,7.10124 ,
