method, SEED, best, swaps, epi, action, dataSet, CPLEX, etc, spendSec, TimeLine 
RL ,2844 ,12.1052 ,1281 ,1 ,19.2471 ,0 ,0 ,0.23683 ,19.4839 ,1 ,12.4623 ,2 ,12.3802 ,3 ,12.1052 ,
F2OPT ,2844 ,11.7502 ,2259 , , , , , ,0.233932 ,1 ,12.2502 ,3 ,12.0421 ,4 ,11.7502 ,
F2OPTB ,2844 ,12.2191 ,1232 , , , , , ,7.76388 ,1 ,12.8589 ,2 ,12.4765 ,3 ,12.4535 ,4 ,12.2191 ,
F2OPTM ,2844 ,12.2112 ,1269 , , , , , ,7.72042 ,1 ,12.2112 ,
